HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	VHMATDEP	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	POBRECAT	HS160	HS160_F	HS170	HS170_F	HC020	HC020_F	HC080	HC080_F	HY030G	HY030G_F	HH040	HH040_F	HS140	HS140_F	HS180	HS180_F	HS190	HS190_F	HC001	HC001_F	HC002	HC002_F	HC003	HC003_F	HC060	HC060_F	HC070	HC070_F
2023	ES	702	3	1	2023	1	70201	1	70201	1	12	1	2	1	2597520	21	2597520	21	-60060	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	1080	21	0	11	0	11	40000	11	0	16	0	16	21140	21	0	16	3237810	25	0	15	0	15	0	15	0	15	0	16	0	16	1610	25	0	11	0	15	40000	11	0	16	0	16	600290	25	NA	96	3	1	2	1	NA	96	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	4	1	1	1	3	1	1	1	NA	96	28927	1	NA	96	2	7	1.5	2597520	3305099	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	80	1	2	1	707580	1	2	1	2	1	2	1	1	1	3	1	2	1	4	1	1	1	2	1
2023	ES	703	4	1	2023	1	70301	1	70301	1	9	1	5	1	8494045	21	8494045	21	8494045	21	NA	-7	266755	51	0	11	0	11	0	11	0	16	0	16	8130	21	360000	11	0	11	2e+05	11	0	16	0	16	-7720	21	0	16	12066955	25	266755	55	0	15	0	15	0	15	0	16	0	16	10040	25	360000	11	0	15	2e+05	11	0	16	0	16	3372910	25	3	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	2	1	6	1	1	1	NA	96	73169	1	110000	1	5	13	2.8	8494045	8888711	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	150	1	4	1	754667	1	2	1	1	1	2	1	1	1	3	1	2	1	4	1	1	1	1	1
2023	ES	704	4	1	2023	1	70401	1	70402	1	33	1	2	1	5395440	21	3905260	21	2183450	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	73600	11	0	16	0	16	276280	21	0	16	6301330	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	73600	11	0	16	0	16	832290	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	4	1	1	1	NA	96	27427	1	NA	96	2	7	1.5	5395440	6150106	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	258	1	3	1	754667	1	1	1	1	1	2	1	1	1	3	1	2	1	4	1	2	1	1	1
2023	ES	705	3	1	2023	1	70501	1	70501	1	14	1	1	1	2414420	21	2414420	21	2414420	21	NA	-7	365520	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	62400	11	0	16	0	16	46540	21	0	16	3063880	25	365520	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	62400	11	0	16	0	16	587060	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	3	1	1	1	6	1	1	1	NA	96	27568	1	NA	96	1	2	1	2414420	3210290	0	0	2	1	NA	96	NA	96	3	1	0	2	1	1	1	240	1	3	1	795871	1	1	1	1	1	2	1	1	1	3	1	2	1	4	1	1	1	1	1
2023	ES	706	2	1	2023	1	70601	1	70601	1	10	1	4	1	3720490	21	3720490	21	3720490	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	648000	11	0	11	31000	11	0	16	0	16	-196260	21	0	16	4676510	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	648000	11	0	15	31000	11	0	16	0	16	925020	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	2	1	3	1	1	1	NA	96	80010	1	74000	1	4	12	2.1	3720490	3784269	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	70	1	3	1	711780	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	707	3	1	2023	1	70701	1	70701	1	57	1	2	1	6595870	21	6571360	21	6571360	21	NA	-7	1828920	21	0	11	0	11	0	11	0	16	0	16	640910	21	0	11	0	11	52000	11	0	16	0	16	-329650	21	0	16	8298000	25	2150920	25	0	15	0	15	0	15	0	16	0	16	791250	25	0	11	0	15	52000	11	0	16	0	16	1650130	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	6	1	NA	96	1	1	3	1	1	1	3	1	1	1	NA	96	22941	1	NA	96	2	8	1.5	6595870	7302001	0	0	3	1	NA	96	4	1	2	1	0	2	1	1	1	120	1	4	1	706131	1	1	1	3	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	708	3	1	2023	1	70801	1	70801	1	64	1	2	1	4338870	21	4338870	21	1506290	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	64000	11	0	16	0	16	461920	21	0	16	5873980	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	64000	11	0	16	0	16	1471110	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	3	1	1	1	6	1	1	1	NA	96	39266	1	NA	96	2	7	1.5	4338870	5163263	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	112	1	4	1	824394	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	709	3	1	2023	1	70901	1	70901	1	12	1	1	1	670310	21	670310	21	670310	21	NA	-7	777830	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	1e+05	11	0	16	0	16	7520	21	0	16	951450	25	951450	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	1e+05	11	0	16	0	16	181140	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	3	1	1	1	6	1	1	1	NA	96	16947	1	NA	96	1	2	1	670310	1611864	1	0	1	1	7	1	NA	96	2	1	1	2	1	2	1	115	1	3	1	941554	1	2	1	2	1	2	1	2	1	5	1	NA	96	4	1	1	1	2	1
2023	ES	710	3	1	2023	1	71001	1	71001	1	16	1	1	1	998700	21	998700	21	-37160	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	4840	21	0	11	0	11	42000	11	0	16	0	16	0	11	0	16	1041840	25	0	15	0	15	0	15	0	15	0	16	0	16	5980	25	0	11	0	15	42000	11	0	16	0	16	1140	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	3	1	5	1	3	1	1	1	3	1	1	1	3	1	1	1	NA	96	12133	1	NA	96	1	3	1	998700	1706093	1	0	2	1	NA	96	NA	96	2	1	1	2	1	2	1	72	1	3	1	707394	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	711	3	1	2023	1	71101	1	71101	1	13	1	2	1	4399616	21	4399616	21	4399616	21	NA	-7	0	11	0	11	0	11	0	11	3e+05	16	3e+05	16	0	21	0	11	0	11	0	11	0	16	0	16	12043	11	0	16	5546180	25	0	15	0	15	0	15	0	15	3e+05	16	3e+05	16	0	25	0	11	0	15	0	11	0	16	0	16	1146563	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	2	1	3	1	NA	96	2	1	3	1	3	1	5	1	2	1	76000	1	95164	1	NA	96	2	8	1.5	4399616	4399616	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	85	1	3	1	0	1	1	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	712	3	1	2023	1	NA	97	71202	1	12	1	2	1	2567180	21	2536580	21	621130	21	NA	-7	0	11	30600	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	50000	11	0	16	0	16	-357580	21	0	16	2500040	25	0	15	30600	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	50000	11	0	16	0	16	-117140	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	3	1	3	1	3	1	3	1	1	1	3	1	1	1	5	1	1	1	NA	96	25968	1	NA	96	2	7	1.5	2567180	3379134	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	81	1	4	1	811954	1	2	1	3	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	713	3	1	2023	1	71301	1	71301	1	7	1	1	1	2895251	21	2895251	21	2895251	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	23380	21	429807	11	0	11	33148	11	288000	16	288000	16	-8580	21	0	16	4211620	25	0	15	0	15	0	15	0	15	0	16	0	16	28870	25	429807	11	0	15	33148	11	288000	16	288000	16	995220	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	5	1	1	1	NA	96	54298	1	50000	1	1	2	1	2895251	3324678	0	0	2	1	NA	96	NA	96	2	1	0	1	1	1	1	65	1	2	1	859235	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	1	1	1	1
2023	ES	715	3	1	2023	1	71501	1	71501	1	13	1	3	1	3519220	21	3519220	21	3519220	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	234119	11	0	11	60000	11	0	16	0	16	30950	21	0	16	4264490	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	234119	11	0	15	60000	11	0	16	0	16	685270	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	2	1	3	1	1	1	NA	96	43249	1	45500	1	3	11	1.8	3519220	4153665	0	0	1	1	1	1	NA	96	NA	97	0	1	1	2	1	87	1	3	1	868565	1	2	1	1	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	716	3	1	2023	1	71601	1	71601	1	9	1	3	1	2814951	21	2655411	21	2655411	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	110597	51	0	11	33148	11	0	16	0	16	29930	21	0	16	3403530	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	110597	51	0	15	33148	11	0	16	0	16	555430	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	3	1	2	1	5	1	2	1	NA	96	32593	1	34000	1	3	11	1.8	2814951	3469507	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	65	1	3	1	765154	1	2	1	1	1	2	1	2	1	4	1	1	1	4	1	1	1	1	1
2023	ES	717	3	1	2023	1	71701	1	71701	1	23	1	2	1	1119520	21	-143660	11	-143660	11	NA	-7	0	11	0	11	1263180	21	0	11	0	16	0	16	0	21	0	11	0	11	25000	11	0	16	0	16	-10	21	10000	16	1144510	25	0	15	0	15	1263180	25	0	15	0	16	0	16	0	25	0	11	0	15	25000	11	0	16	0	16	-10	25	NA	96	3	1	1	1	NA	96	2	1	1	1	1	1	1	1	2	1	3	1	NA	96	1	1	2	1	1	1	8	1	2	1	NA	96	9710	1	NA	96	2	10	1.3	1119520	1676186	1	0	1	1	4	1	NA	96	2	1	1	2	1	1	1	128	1	3	1	556667	1	1	1	1	1	1	1	1	1	4	1	1	1	4	1	2	1	2	1
2023	ES	718	4	1	2023	1	71801	1	71802	1	10	1	5	1	3615780	21	2663720	21	2663720	21	NA	-7	0	11	910000	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-227760	21	0	16	3710580	25	0	15	910000	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	94800	25	3	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	4	1	3	1	6	1	1	1	79644	1	93790	1	NA	96	5	13	2.4	3615780	3615780	0	0	2	1	NA	96	NA	96	1	1	0	2	1	2	1	90	1	4	1	0	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	720	4	1	2023	1	72002	1	72002	1	10	1	2	1	3554080	21	3554080	21	152310	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	108000	11	0	16	0	16	-260310	21	0	16	3764720	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	108000	11	0	16	0	16	102640	25	NA	96	3	1	2	1	NA	96	2	1	1	1	1	1	1	1	3	1	3	1	NA	96	3	1	4	1	1	1	5	1	1	1	NA	96	37532	1	NA	96	2	7	1.5	3554080	4204198	0	0	1	1	1	1	NA	96	2	1	0	2	1	1	1	62	1	3	1	650118	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	722	3	1	2023	1	72201	1	72201	1	13	1	2	1	4499251	21	4499251	21	1318221	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	139000	21	0	11	0	11	33148	11	0	16	0	16	46280	21	0	16	5530770	25	0	15	0	15	0	15	0	15	0	16	0	16	176100	25	0	11	0	15	33148	11	0	16	0	16	998370	25	NA	96	3	1	2	1	NA	96	2	1	1	1	1	1	3	1	1	1	2	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	26251	1	NA	96	2	7	1.5	4499251	5332333	0	0	2	1	NA	96	NA	96	3	1	0	1	1	2	1	60	1	3	1	833083	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	1	1	2	1
2023	ES	723	2	1	2023	1	72301	1	72302	1	15	1	3	1	7385280	21	7385280	21	2246470	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	478630	21	0	11	0	11	0	11	0	16	0	16	507110	21	1400	16	9727770	25	0	15	0	15	0	15	0	15	0	16	0	16	593160	25	0	11	0	15	0	11	0	16	0	16	2342490	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	6	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	34864	1	NA	96	3	9	2	7385280	8380362	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	84	1	3	1	995083	1	2	1	3	1	2	1	2	1	3	1	2	1	3	1	1	1	1	1
2023	ES	724	4	1	2023	1	72401	1	72402	1	10	1	2	1	1918791	21	1563551	21	-33148	21	NA	-7	0	11	0	11	144000	11	0	11	0	16	0	16	0	21	0	11	0	11	33148	11	0	16	0	16	0	11	0	16	2058700	25	0	15	0	15	144000	15	0	15	0	16	0	16	0	25	0	11	0	15	33148	11	0	16	0	16	106760	25	NA	96	3	1	1	1	NA	96	2	1	2	1	1	1	2	1	2	1	2	1	NA	96	1	1	4	1	1	1	5	1	2	1	NA	96	32835	1	NA	96	2	7	1.5	1918791	2606885	0	1	2	1	NA	96	NA	96	1	1	0	2	1	2	1	50	1	3	1	688094	1	1	1	1	1	2	1	1	1	2	1	2	1	4	1	2	1	2	1
2023	ES	725	3	1	2023	1	72501	1	72501	1	10	1	2	1	2686120	21	2506120	21	2506120	21	NA	-7	0	11	0	11	0	11	0	11	3e+05	16	3e+05	16	0	21	0	11	0	11	50000	11	0	16	0	16	-11150	21	0	16	3248640	25	0	15	0	15	0	15	0	15	3e+05	16	3e+05	16	0	25	0	11	0	15	50000	11	0	16	0	16	512520	25	NA	96	3	1	2	1	3	1	2	1	1	1	2	1	1	1	3	1	3	1	2	1	2	1	4	1	1	1	5	1	1	1	NA	96	27874	1	NA	96	2	10	1.5	2686120	3584955	0	0	3	1	NA	96	9	1	2	1	0	1	1	2	1	70	1	3	1	898835	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	726	3	1	2023	1	72601	1	72601	1	9	1	1	1	2916910	21	2916910	21	-40220	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	76000	11	0	16	0	16	-35780	21	0	16	3633290	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	76000	11	0	16	0	16	640380	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	3	1	5	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	37831	1	NA	96	1	6	1	2916910	3840712	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	109	1	3	1	923803	1	2	1	2	1	2	1	2	1	5	1	NA	96	2	1	1	1	1	1
2023	ES	727	3	1	2023	1	72701	1	72701	1	18	1	2	1	2678150	21	2678150	21	-165900	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	110000	11	5e+05	16	0	16	-444100	21	0	16	3324030	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	110000	11	5e+05	16	0	16	35880	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	4	1	1	1	NA	96	51781	1	NA	96	2	7	1.5	2678150	3568308	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	118	1	3	1	890159	1	2	1	2	1	2	1	1	1	3	1	1	1	4	1	1	1	1	1
2023	ES	728	3	1	2023	1	72801	1	72802	1	22	1	2	1	8580035	21	8580035	21	2020065	51	NA	-7	462960	21	0	11	0	11	0	11	0	16	0	16	589590	21	0	11	0	11	760000	11	920949	16	6e+05	16	918950	21	0	16	13379408	25	462960	25	0	15	0	15	0	15	0	16	0	16	747330	25	0	11	0	15	760000	11	920949	16	6e+05	16	3118423	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	7	1	1	1	NA	96	22206	1	NA	96	2	7	1.5	8580035	9503118	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	85	1	4	1	923083	1	2	1	2	1	2	1	2	1	3	1	2	1	1	1	1	1	2	1
2023	ES	729	2	1	2023	1	72901	1	72901	1	33	1	1	1	5145400	21	5145400	21	685450	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	58000	11	6e+05	16	6e+05	16	539150	21	0	16	7343830	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	58000	11	6e+05	16	6e+05	16	1540430	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	3	1	6	1	NA	96	1	1	4	1	1	1	3	1	1	1	NA	96	23822	1	NA	96	1	6	1	5145400	6215558	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	65	1	4	1	1070159	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	730	3	1	2023	1	73001	1	73001	1	20	1	1	1	3643610	21	3643610	21	1148050	21	NA	-7	343870	21	0	11	0	11	0	11	0	16	0	16	162850	21	0	11	0	11	0	11	0	16	0	16	-3800	21	0	16	4775190	25	343870	25	0	15	0	15	0	15	0	16	0	16	201050	25	0	11	0	15	0	11	0	16	0	16	1131580	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	4	1	5	1	1	1	35000	1	43414	1	NA	96	1	6	1	3643610	4002692	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	70	1	4	1	359083	1	2	1	3	1	2	1	2	1	4	1	2	1	4	1	1	1	1	1
2023	ES	731	4	1	2023	1	73101	1	73101	1	11	1	1	1	2947700	21	2947700	21	-270580	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	110000	11	0	16	0	16	160580	21	0	16	4024120	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	110000	11	0	16	0	16	966420	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	3	1	1	1	5	1	NA	96	3	1	4	1	1	1	6	1	1	1	NA	96	36007	1	NA	96	1	6	1	2947700	4257062	0	0	1	1	1	1	NA	96	1	1	0	1	1	2	1	100	1	4	1	1309363	1	2	1	2	1	1	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	732	4	1	2023	1	73201	1	73201	1	10	1	1	1	1939240	21	1939240	21	1939240	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	10940	21	0	16	2446250	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	507010	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	3	1	3	1	1	1	107100	1	128396	1	NA	96	1	2	1	1939240	1939240	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	90	1	2	1	0	1	2	1	2	1	2	1	2	1	4	1	1	1	4	1	1	1	1	1
2023	ES	733	3	1	2023	1	73301	1	73302	1	11	1	3	1	3109831	21	3109831	21	1918771	21	NA	-7	306600	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	33148	11	0	16	0	16	86180	21	0	16	3361550	25	306600	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	33148	11	0	16	0	16	218570	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	4	1	1	1	4	1	1	1	NA	96	29159	1	NA	96	3	9	2	3109831	4035989	0	0	2	1	NA	96	NA	96	1	1	0	2	1	2	1	90	1	3	1	926159	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1
2023	ES	734	4	1	2023	1	73402	1	73401	1	6	1	2	1	6714590	21	6714590	21	634460	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	26550	21	0	11	0	11	40000	11	0	16	0	16	538800	21	0	16	8746110	25	0	15	0	15	0	15	0	15	0	16	0	16	33680	25	0	11	0	15	40000	11	0	16	0	16	1991520	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	40920	1	NA	96	2	7	1.5	6714590	7747564	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	95	1	3	1	1032974	1	2	1	2	1	1	1	1	1	2	1	2	1	4	1	1	1	2	1
2023	ES	735	3	1	2023	1	73502	1	73502	1	15	1	2	1	5555290	21	5555290	21	2386520	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	70000	11	0	16	0	16	473450	21	0	16	7351567	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	70000	11	0	16	0	16	1726276	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	4	1	1	1	5	1	1	1	NA	96	34343	1	NA	96	2	7	1.5	5555290	6533573	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	90	1	4	1	978283	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1
2023	ES	736	3	1	2023	1	73601	1	73601	1	21	1	2	1	8515960	21	8515960	21	5370930	21	NA	-7	2360	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	68000	11	0	16	0	16	967250	21	0	16	12131520	25	2360	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	68000	11	0	16	0	16	3547560	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	3	1	4	1	NA	96	3	1	4	1	1	1	4	1	1	1	NA	96	30197	1	NA	96	2	7	1.5	8515960	9328118	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	75	1	4	1	812159	1	2	1	2	1	2	1	2	1	4	1	1	1	4	1	1	1	2	1
2023	ES	737	3	1	2023	1	73701	1	73701	1	24	1	3	1	5532650	21	5532650	21	2046580	21	NA	-7	179370	21	0	11	0	11	0	11	0	16	0	16	9710	21	0	11	0	11	36000	11	0	16	0	16	1079280	21	0	16	8060470	25	179370	25	0	15	0	15	0	15	0	16	0	16	11990	25	0	11	0	15	36000	11	0	16	0	16	2491820	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	4	1	1	1	NA	96	38116	1	NA	96	3	9	2	5532650	6484968	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	100	1	1	1	952319	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	738	4	1	2023	1	73801	1	73801	1	8	1	5	1	5439430	21	5439430	21	5439430	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-391080	21	0	16	7367550	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	1928120	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	4	1	4	1	5	1	1	1	98844	1	117708	1	NA	96	5	13	2.4	5439430	5439430	0	0	2	1	NA	96	NA	96	1	1	0	2	1	2	1	90	1	3	1	0	1	2	1	2	1	2	1	2	1	4	1	1	1	4	1	1	1	1	1
2023	ES	739	3	1	2023	1	73901	1	73902	1	6	1	4	1	4752310	21	4752310	21	4752310	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	32190	21	54278	11	0	11	0	11	0	16	0	16	-139320	21	0	16	6380000	25	0	15	0	15	0	15	0	15	0	16	0	16	40540	25	54278	11	0	15	0	11	0	16	0	16	1627690	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	3	1	1	1	5	1	NA	96	1	1	4	1	2	1	5	1	1	1	NA	96	14920	1	40000	1	4	12	2.1	4752310	5537467	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	60	1	2	1	839435	1	1	1	2	1	1	1	2	1	2	1	1	1	4	1	1	1	1	1
2023	ES	741	2	1	2023	1	74101	1	74101	1	9	1	1	1	3137151	21	3137151	21	3137151	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	33148	11	0	16	0	16	-49840	21	0	16	3977480	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	33148	11	0	16	0	16	807180	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	4	1	2	1	5	1	2	1	NA	96	19277	1	33300	1	1	5	1	3137151	4023746	0	0	1	1	1	1	NA	96	2	1	0	2	1	1	1	100	1	3	1	886595	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
