HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	VHMATDEP	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	POBRECAT	HS160	HS160_F	HS170	HS170_F	HC020	HC020_F	HC080	HC080_F	HY030G	HY030G_F	HH040	HH040_F	HS140	HS140_F	HS180	HS180_F	HS190	HS190_F	HC001	HC001_F	HC002	HC002_F	HC003	HC003_F	HC060	HC060_F	HC070	HC070_F
2023	ES	5392	4	1	2023	1	539201	1	539201	1	8	1	2	1	4331280	21	4331280	21	4331280	21	NA	-7	33150	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-28480	21	60000	16	5537350	25	33150	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	1206070	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	3	1	4	1	4	1	1	1	110000	1	131364	1	NA	96	2	8	1.5	4331280	4331280	0	0	2	1	NA	96	NA	96	3	1	0	2	1	1	1	90	1	3	1	0	1	1	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5393	4	1	2023	1	539301	1	539302	1	17	1	2	1	12762850	21	12205120	21	12205120	21	NA	-7	37000	21	0	11	0	11	0	11	0	16	0	16	700	21	17400	11	0	11	36000	11	0	16	0	16	279280	21	0	16	19802470	25	42720	25	0	15	0	15	0	15	0	16	0	16	860	25	17400	11	0	15	36000	11	0	16	0	16	7003620	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	2	1	6	1	1	1	NA	96	37346	1	98000	1	2	8	1.5	12762850	13649544	0	0	2	1	NA	96	NA	96	2	1	0	1	1	2	1	100	1	3	1	904094	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5394	2	1	2023	1	539401	1	539401	1	10	1	2	1	2968120	21	2968120	21	2968120	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	20010	21	0	16	3569630	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	601510	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	3	1	4	1	NA	96	1	1	4	1	3	1	5	1	1	1	79000	1	95448	1	NA	96	2	8	1.5	2968120	2968120	0	0	2	1	NA	96	NA	96	NA	97	0	2	1	2	1	87	1	3	1	0	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5396	4	1	2023	1	539602	1	539602	1	13	1	2	1	3090420	21	3090420	21	3090420	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	3454950	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	364530	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	3	1	3	1	2	1	2	1	4	1	3	1	5	1	1	1	60000	1	75396	1	NA	96	2	8	1.5	3090420	3090420	0	0	3	1	NA	96	4	1	NA	97	0	1	1	1	1	45	1	2	1	0	1	2	1	1	1	1	1	2	1	5	1	NA	96	4	1	1	1	2	1
2023	ES	5397	3	1	2023	1	539701	1	539701	1	13	1	2	1	1927300	21	1927300	21	0	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	1927300	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	0	25	3	1	3	1	2	1	NA	96	1	1	1	1	2	1	3	1	3	1	4	1	NA	96	2	1	4	1	3	1	3	1	1	1	61444	1	82340	1	NA	96	2	7	1.5	1927300	1927300	0	0	2	1	NA	96	NA	96	1	1	0	2	1	2	1	48	1	3	1	0	1	1	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	NA	97
2023	ES	5398	3	1	2023	1	539801	1	539801	1	8	1	1	1	995980	21	995980	21	995980	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-14350	21	0	16	1064720	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	68740	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	3	1	3	1	NA	96	2	1	4	1	3	1	1	1	1	1	59566	1	68968	1	NA	96	1	5	1	995980	995980	1	0	1	1	4	1	NA	96	2	1	1	2	1	2	1	30	1	3	1	0	1	2	1	1	1	2	1	2	1	4	1	1	1	4	1	1	1	NA	97
2023	ES	5399	3	1	2023	1	539901	1	539901	1	25	1	1	1	1301440	21	1301440	21	285160	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-50790	21	0	16	1309110	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	7670	25	3	1	3	1	2	1	NA	96	2	1	1	1	1	1	1	1	1	1	2	1	NA	96	3	1	3	1	3	1	5	1	2	1	103600	1	111181	1	NA	96	1	5	1	1301440	1301440	0	0	3	1	NA	96	1	1	3	1	0	2	1	2	1	80	1	3	1	0	1	2	1	1	1	2	1	2	1	4	1	2	1	4	1	2	1	2	1
2023	ES	5400	3	1	2023	1	540001	1	540001	1	18	1	1	1	1074099	21	875269	21	875269	21	NA	-7	0	11	0	11	0	11	0	11	209649	56	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-340	21	0	16	1145689	25	0	15	0	15	0	15	0	15	209649	56	0	16	0	25	0	11	0	15	0	11	0	16	0	16	71590	25	2	1	2	1	1	1	3	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	4	1	3	1	3	1	2	1	66144	1	77449	1	NA	96	1	2	1	1074099	1074099	1	1	1	1	2	1	NA	96	1	1	1	2	1	1	1	50	1	2	1	0	1	2	1	1	1	1	1	2	1	4	1	2	1	4	1	1	1	2	1
2023	ES	5401	3	1	2023	1	540101	1	540101	1	8	1	2	1	579900	21	285110	21	285110	21	NA	-7	0	11	0	11	0	11	0	11	120000	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	627410	25	0	15	0	15	0	15	0	15	120000	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	47510	25	3	1	3	1	2	1	NA	96	1	1	1	1	2	1	1	1	1	1	4	1	NA	96	1	1	3	1	3	1	3	1	1	1	62144	1	82707	1	NA	96	2	8	1.5	579900	579900	1	0	2	1	NA	96	NA	96	1	1	1	1	1	1	1	30	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	1	4	1	2	1	2	1
2023	ES	5402	3	1	2023	1	540201	1	540201	1	20	1	1	1	1382680	21	1382680	21	1382680	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	56000	11	0	16	0	16	0	11	0	16	1597830	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	56000	11	0	16	0	16	159150	25	NA	96	2	1	2	1	NA	96	2	1	2	1	2	1	3	1	3	1	1	1	NA	96	2	1	NA	97	1	1	3	1	2	1	NA	96	39531	1	NA	96	1	2	1	1382680	2342438	0	1	3	1	NA	96	6	1	3	1	0	1	1	1	1	75	1	2	1	959759	1	2	1	1	1	1	1	1	1	3	1	2	1	4	1	2	1	1	1
2023	ES	5403	4	1	2023	1	540301	1	540302	1	32	1	4	1	6207780	21	4860820	21	4860820	21	NA	-7	2448350	21	0	11	0	11	0	11	0	16	0	16	7370	21	0	11	0	11	0	11	0	16	0	16	437360	21	0	16	8089570	25	2876450	25	0	15	0	15	0	15	0	16	0	16	11910	25	0	11	0	15	0	11	0	16	0	16	1881790	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	3	1	8	1	1	1	147044	1	172258	1	NA	96	4	12	2.5	6207780	6207780	0	0	3	1	NA	96	1	1	2	1	0	2	1	2	1	90	1	3	1	0	1	2	1	1	1	2	1	2	1	4	1	1	1	3	1	1	1	1	1
2023	ES	5404	2	1	2023	1	540401	1	540401	1	NA	97	2	1	5242260	21	5242260	21	-74540	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	59870	21	0	11	0	11	40000	11	0	16	0	16	94410	21	0	16	6416040	25	0	15	0	15	0	15	0	15	0	16	0	16	79120	25	0	11	0	15	40000	11	0	16	0	16	1133780	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	24687	1	NA	96	2	7	1.5	5242260	6027342	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	100	1	4	1	785083	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5406	4	1	2023	1	540601	1	540602	1	6	1	2	1	3460954	21	2943484	21	2943484	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	240000	16	0	16	48500	21	0	16	4516617	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	240000	16	0	16	815663	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	3	1	4	1	3	1	3	1	2	1	NA	97	NA	97	NA	96	2	8	1.5	3460954	3460954	0	0	3	1	NA	96	4	1	1	1	0	2	1	2	1	NA	97	3	1	0	1	2	1	1	1	1	1	2	1	5	1	NA	96	4	1	2	1	1	1
2023	ES	5407	3	1	2023	1	540701	1	540701	1	15	1	4	1	2823020	21	2598720	21	2598720	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-106630	21	0	16	3131280	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	308260	25	3	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	4	1	3	1	3	1	2	1	75000	1	90414	1	NA	96	4	12	2.3	2823020	2823020	0	0	2	1	NA	96	NA	96	2	1	1	2	1	2	1	52	1	3	1	0	1	2	1	2	1	2	1	2	1	5	1	NA	96	4	1	2	1	2	1
2023	ES	5408	4	1	2023	1	540801	1	540801	1	14	1	1	1	3866480	21	3866480	21	3866480	21	NA	-7	87310	21	0	11	0	11	0	11	0	16	0	16	11750	21	200692	51	0	11	50000	11	0	16	0	16	-52190	21	0	16	5413050	25	87310	25	0	15	0	15	0	15	0	16	0	16	14500	25	200692	51	0	15	50000	11	0	16	0	16	1496570	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	2	1	2	1	1	1	NA	96	42892	1	NA	96	1	5	1	3866480	4687352	0	0	1	1	2	1	NA	96	3	1	0	2	1	1	1	65	1	1	1	1021565	1	2	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1
2023	ES	5409	3	1	2023	1	540901	1	540902	1	9	1	2	1	5007870	21	5007870	21	5007870	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	15090	21	0	16	6893970	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	1886100	25	3	1	3	1	2	1	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	1	1	1	4	1	3	1	3	1	1	1	125000	1	147864	1	NA	96	2	8	1.5	5007870	5007870	0	0	2	1	NA	96	NA	96	NA	97	0	2	1	2	1	55	1	3	1	0	1	2	1	1	1	2	1	2	1	4	1	1	1	4	1	1	1	2	1
2023	ES	5410	4	1	2023	1	541001	1	541001	1	10	1	1	1	1427920	21	312560	21	312560	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	11	0	11	0	11	0	11	0	16	0	16	0	11	0	16	1538930	25	0	15	0	15	0	15	0	15	0	16	0	16	0	15	0	11	0	15	0	11	0	16	0	16	111010	25	1	1	2	1	2	1	NA	96	2	1	1	1	2	1	3	1	3	1	2	1	NA	96	2	1	4	1	3	1	3	1	2	1	82644	1	106008	1	NA	96	1	2	1	1427920	1427920	0	1	3	1	NA	96	4	1	NA	97	0	2	1	1	1	70	1	3	1	0	1	2	1	1	1	2	1	2	1	5	1	NA	96	4	1	1	1	1	1
2023	ES	5411	3	1	2023	1	541101	1	541102	1	10	1	3	1	6566880	21	2406430	11	2406430	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	22970	21	0	11	0	11	0	11	0	16	0	16	-155860	21	0	16	7388800	25	0	15	0	15	0	15	0	15	0	16	0	16	28350	25	0	11	0	15	0	11	0	16	0	16	821920	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	3	1	5	1	1	1	86644	1	104064	1	NA	96	3	9	2	6566880	6566880	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	70	1	2	1	0	1	2	1	2	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1
2023	ES	5412	4	1	2023	1	541201	1	541201	1	13	1	1	1	2799600	21	2799600	21	-61580	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	48000	11	0	16	0	16	13580	21	0	16	3491350	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	48000	11	0	16	0	16	643750	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	3	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	19177	1	NA	96	1	3	1	2799600	3759635	0	0	1	1	6	1	NA	96	3	1	0	2	1	2	1	69	1	3	1	960035	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5414	4	1	2023	1	541401	1	541401	1	7	1	2	1	5236220	21	5236220	21	5236220	21	NA	-7	0	11	0	11	0	11	0	11	2400000	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-39650	21	0	16	6199180	25	0	15	0	15	0	15	0	15	2400000	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	962960	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	3	1	5	1	NA	96	1	1	4	1	3	1	4	1	1	1	116000	1	131364	1	NA	96	2	8	1.5	5236220	5236220	0	0	2	1	NA	96	NA	96	2	1	0	1	1	1	1	80	1	4	1	0	1	2	1	2	1	2	1	1	1	2	1	1	1	4	1	1	1	1	1
2023	ES	5415	3	1	2023	1	541501	1	541501	1	21	1	1	1	2247660	11	2247660	11	2247660	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	158940	21	0	16	3900000	15	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	1652340	15	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	2	1	4	1	NA	96	1	1	4	1	5	1	5	1	1	1	NA	96	17396	1	NA	96	1	2	1	2247660	3168095	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	70	1	3	1	920435	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5416	4	1	2023	1	541601	1	541601	1	7	1	4	1	4677760	21	4677760	21	4677760	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	21000	11	0	16	0	16	-32530	21	0	16	5982300	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	21000	11	0	16	0	16	1283540	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	3	1	1	1	7	1	1	1	NA	96	38447	1	NA	96	4	12	2.1	4677760	5520914	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	79	1	4	1	843154	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5417	3	1	2023	1	541701	1	541701	1	6	1	2	1	8352890	21	8352890	21	8352890	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	97383	51	0	11	35000	11	0	16	0	16	-100900	21	0	16	12022780	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	97383	51	0	15	35000	11	0	16	0	16	3634890	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	2	1	3	1	1	1	NA	96	41928	1	60000	1	2	8	1.5	8352890	9178071	0	0	2	1	NA	96	NA	96	3	1	0	2	1	2	1	65	1	3	1	922565	1	2	1	2	1	2	1	1	1	4	1	1	1	4	1	1	1	1	1
2023	ES	5420	3	1	2023	1	542001	1	542002	1	23	1	2	1	6825556	21	6825556	21	3919546	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	4710	21	177000	11	0	11	1e+05	11	0	16	0	16	134160	21	0	16	8610485	25	0	15	0	15	0	15	0	15	0	16	0	16	5820	25	177000	11	0	15	1e+05	11	0	16	0	16	1684929	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	2	1	2	1	1	1	NA	96	64447	1	15000	1	2	10	1.5	6825556	7516687	0	0	2	1	NA	96	NA	96	3	1	0	2	1	2	1	100	1	4	1	868131	1	1	1	2	1	2	1	2	1	3	1	2	1	1	1	1	1	1	1
2023	ES	5421	3	1	2023	1	542101	1	542101	1	19	1	1	1	2436410	21	2165140	21	2165140	21	NA	-7	0	11	0	11	0	11	0	11	6e+05	16	0	16	0	21	0	11	0	11	23000	11	0	16	0	16	-32220	21	0	16	2766670	25	0	15	0	15	0	15	0	15	6e+05	16	0	16	0	25	0	11	0	15	23000	11	0	16	0	16	307260	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	29706	1	NA	96	1	5	1	2436410	3287492	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	90	1	3	1	851083	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	1	1	1	1
2023	ES	5422	3	1	2023	1	542201	1	542202	1	32	1	2	1	7554370	21	7554370	21	-402640	11	NA	-7	420000	11	0	11	0	11	0	11	0	16	0	16	4060	21	0	11	0	11	229600	11	2e+05	16	0	16	849390	21	30000	16	11034540	25	590000	15	0	15	0	15	0	15	0	16	0	16	5010	25	0	11	0	15	229600	11	2e+05	16	0	16	3050570	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	57397	1	NA	96	2	7	1.5	7554370	8445052	0	0	1	1	1	1	NA	96	2	1	0	2	1	1	1	70	1	2	1	890683	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	1	1	1	1
2023	ES	5423	3	1	2023	1	542301	1	542301	1	6	1	4	1	11194870	21	11194870	21	11194870	21	NA	-7	457570	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-98370	21	0	16	16354140	25	457570	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	5159270	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	3	1	4	1	1	1	144144	1	169445	1	NA	96	4	12	2.1	11194870	11194870	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	100	1	1	1	0	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	1	1	1	1
2023	ES	5424	3	1	2023	1	542401	1	542401	1	8	1	3	1	6958660	21	6472660	21	6472660	21	NA	-7	0	11	456000	11	0	11	0	11	1320000	16	1320000	16	0	21	0	11	0	11	0	11	0	16	0	16	-525310	21	0	16	8316820	25	0	15	456000	15	0	15	0	15	1320000	16	1320000	16	0	25	0	11	0	15	0	11	0	16	0	16	1358160	25	3	1	3	1	1	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	3	1	5	1	1	1	80000	1	101044	1	NA	96	3	10	1.8	6958660	6958660	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	90	1	3	1	0	1	2	1	2	1	1	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5425	3	1	2023	1	542501	1	542501	1	8	1	1	1	2927206	21	2927206	21	-2813	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	9570	21	0	11	0	11	13813	11	0	16	0	16	-1430	21	0	16	3638100	25	0	15	0	15	0	15	0	15	0	16	0	16	11810	25	0	11	0	15	13813	11	0	16	0	16	697080	25	NA	96	3	1	2	1	NA	96	1	1	1	1	2	1	1	1	1	1	2	1	NA	96	2	1	4	1	1	1	2	1	1	1	NA	96	18889	1	NA	96	1	6	1	2927206	3859145	0	0	2	1	NA	96	NA	96	3	1	0	2	1	1	1	73	1	3	1	931938	1	2	1	1	1	1	1	1	1	3	1	2	1	4	1	1	1	2	1
2023	ES	5426	3	1	2023	1	542601	1	542601	1	24	1	2	1	7652220	21	7652220	21	1616300	21	NA	-7	521950	21	0	11	0	11	0	11	0	16	0	16	679120	21	0	11	0	11	102800	11	0	16	0	16	650740	21	0	16	10088050	25	521950	25	0	15	0	15	0	15	0	16	0	16	838400	25	0	11	0	15	102800	11	0	16	0	16	2333030	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	31463	1	NA	96	2	7	1.5	7652220	8950655	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	110	1	3	1	1298435	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5427	4	1	2023	1	542701	1	542701	1	13	1	1	1	2606581	21	2606581	21	701311	21	NA	-7	781850	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	33148	11	0	16	0	16	47390	21	0	16	2954330	25	781850	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	33148	11	0	16	0	16	314600	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	3	1	4	1	NA	96	2	1	4	1	1	1	5	1	1	1	NA	96	23020	1	NA	96	1	6	1	2606581	3193572	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	80	1	4	1	586992	1	2	1	2	1	2	1	2	1	3	1	2	1	3	1	1	1	2	1
2023	ES	5428	4	1	2023	1	542801	1	542801	1	20	1	2	1	7869480	21	7869480	21	563850	21	NA	-7	774510	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	50000	11	4e+05	16	2e+05	16	-239340	21	0	16	8704540	25	774510	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	50000	11	4e+05	16	2e+05	16	385060	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	48197	1	NA	96	2	7	1.5	7869480	8702562	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	120	1	4	1	833083	1	2	1	2	1	2	1	2	1	3	1	2	1	3	1	1	1	1	1
2023	ES	5429	3	1	2023	1	542901	1	542902	1	7	1	2	1	4968021	21	4968021	21	247651	21	NA	-7	810820	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	33148	11	0	16	0	16	735120	21	0	16	6596300	25	810820	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	33148	11	0	16	0	16	1595130	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	43722	1	NA	96	2	7	1.5	4968021	6413103	0	0	1	1	6	1	NA	96	2	1	0	2	1	1	1	140	1	4	1	1445083	1	2	1	2	1	2	1	1	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5430	3	1	2023	1	543001	1	543001	1	10	1	1	1	2964840	21	2964840	21	1760190	21	NA	-7	1388150	21	0	11	0	11	0	11	0	16	0	16	186070	21	0	11	0	11	135000	11	1700000	16	0	16	873260	21	0	16	7202110	25	1978410	25	0	15	0	15	0	15	0	16	0	16	203240	25	0	11	0	15	135000	11	1700000	16	0	16	2402270	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	6	1	NA	96	1	1	4	1	1	1	8	1	1	1	NA	96	73981	1	NA	96	1	3	1	2964840	4619922	0	0	1	1	7	1	NA	96	2	1	0	2	1	2	1	175	1	1	1	1655083	1	2	1	1	1	2	1	1	1	3	1	2	1	3	1	1	1	1	1
2023	ES	5431	3	1	2023	1	543101	1	543101	1	27	1	2	1	9623700	21	9623700	21	9623700	21	NA	-7	2102720	21	0	11	0	11	0	11	0	16	0	16	352390	21	0	11	0	11	1610400	11	0	16	0	16	-153540	21	0	16	17920450	25	2630100	25	0	15	0	15	0	15	0	16	0	16	439870	25	0	11	0	15	1610400	11	0	16	0	16	6686350	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	4	1	1	1	8	1	1	1	NA	96	93339	1	NA	96	2	7	1.5	9623700	11014782	0	0	1	1	1	1	NA	96	2	1	0	2	1	2	1	180	1	3	1	1391083	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	5433	3	1	2023	1	543301	1	543301	1	8	1	4	1	11728390	21	11728390	21	11728390	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	2e+05	11	0	16	0	16	-415360	21	0	16	14973200	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	2e+05	11	0	16	0	16	3044810	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	80255	1	NA	96	4	9	2.5	11728390	12715284	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	160	1	3	1	986894	1	2	1	2	1	2	1	1	1	3	1	2	1	3	1	1	1	1	1
