RB010	RB020	RB030	RB050	RB050_F	RB080	RB080_F	RB081	RB081_F	RB082	RB082_F	RB090	RB090_F	RB200	RB200_F	RB211	RB211_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RB280	RB280_F	RB290	RB290_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	VRMATSOCDEP	VRLOWJOB_N	VREU2030_N	AROPE	AROPE_N
2023	ES	70201	134551999	1	1951	1	71	1	71	1	1	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	70202	134551999	1	1978	1	44	1	44	1	1	1	1	1	2	1	70201	1	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	1	1	0	1	1	1	1
2023	ES	70301	181936389	1	1976	1	46	1	46	1	1	1	1	1	1	1	NA	96	NA	96	70302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70302	181936389	1	1978	1	44	1	45	1	2	1	1	1	1	1	NA	96	NA	96	70301	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70303	181936389	1	2005	1	17	1	17	1	1	1	1	1	5	1	70301	1	70302	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70304	181936389	1	2007	1	15	1	15	1	1	1	1	1	5	1	70301	1	70302	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70305	181936389	1	2011	1	11	1	11	1	1	1	1	1	5	1	70301	1	70302	1	NA	96	1	1	1	1	NA	96	35	1	0	1	0	1	0	1	0	1	172552379	1	0	0	0	0	0	0	0
2023	ES	70401	269945577	1	1960	1	62	1	62	1	2	1	1	1	4	1	NA	96	NA	96	70402	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	1	1	0	1
2023	ES	70402	269945577	1	1941	1	81	1	81	1	1	1	1	1	3	1	NA	96	NA	96	70401	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	70501	81049586	1	1963	1	59	1	59	1	1	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70601	154213251	1	1976	1	46	1	46	1	1	1	1	1	1	1	NA	96	NA	96	70602	1	3	1	3	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70602	154213251	1	1975	1	47	1	47	1	2	1	1	1	1	1	NA	96	NA	96	70601	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70603	154213251	1	2009	1	13	1	13	1	2	1	1	1	5	1	70601	1	70602	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70604	154213251	1	2013	1	9	1	9	1	2	1	1	1	5	1	70601	1	70602	1	NA	96	1	1	1	1	NA	96	30	1	0	1	0	1	0	1	0	1	147971592	1	0	0	0	0	0	0	0
2023	ES	70701	56123511	1	1964	1	58	1	59	1	1	1	1	1	8	1	NA	96	NA	96	70702	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70702	56123511	1	1964	1	58	1	59	1	1	1	1	1	1	1	NA	96	NA	96	70701	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	70801	172071535	1	1950	1	72	1	72	1	1	1	1	1	3	1	NA	96	NA	96	70802	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	70802	172071535	1	1952	1	70	1	71	1	2	1	1	1	3	1	NA	96	NA	96	70801	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	70901	197492289	1	1971	1	51	1	51	1	1	1	1	1	8	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	1	1	0	1	1	1	1
2023	ES	71001	226427207	1	1951	1	71	1	71	1	1	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	1	0	9	1	1	1
2023	ES	71101	103639150	1	1968	1	54	1	55	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71102	103639150	1	1999	1	23	1	23	1	1	1	1	1	1	1	NA	96	71101	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71201	282042761	1	1947	1	75	1	75	1	2	1	1	1	6	1	NA	96	NA	96	71202	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	71202	282042761	1	1942	1	80	1	81	1	1	1	1	1	3	1	NA	96	NA	96	71201	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	71301	251969880	1	1980	1	42	1	42	1	1	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71501	111129421	1	1983	1	39	1	39	1	1	1	1	1	1	1	NA	96	NA	96	71502	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71502	111129421	1	1983	1	39	1	39	1	2	1	1	1	1	1	NA	96	NA	96	71501	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71503	111129421	1	2017	1	5	1	5	1	1	1	1	1	5	1	71501	1	71502	1	NA	96	1	1	1	1	30	1	NA	96	0	1	0	1	0	1	0	1	109269091	1	0	0	0	0	0	0	0
2023	ES	71601	270633646	1	1988	1	34	1	34	1	1	1	1	1	1	1	NA	96	NA	96	71602	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71602	270633646	1	1990	1	32	1	32	1	2	1	1	1	1	1	NA	96	NA	96	71601	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71603	270633646	1	2019	1	3	1	3	1	2	1	1	1	5	1	71601	1	71602	1	NA	96	1	1	1	1	25	1	NA	96	0	1	0	1	0	1	0	1	263456296	1	0	0	0	0	0	0	0
2023	ES	71701	115602080	1	1971	1	51	1	51	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	3	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	1	0	0	1	1	1
2023	ES	71702	115602080	1	2011	1	11	1	11	1	1	1	1	1	5	1	NA	96	71701	1	NA	96	1	1	1	1	NA	96	37	1	0	1	0	1	0	1	0	1	109639495	1	0	1	0	0	1	1	1
2023	ES	71801	131074352	1	1978	1	44	1	44	1	1	1	1	1	1	1	NA	96	NA	96	71802	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71802	131074352	1	1980	1	42	1	42	1	2	1	1	1	1	1	NA	96	NA	96	71801	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	71803	131074352	1	2014	1	8	1	8	1	1	1	1	1	5	1	71801	1	71802	1	NA	96	1	1	1	1	NA	96	40	1	4	1	0	1	0	1	0	1	131813963	1	0	0	0	0	0	0	0
2023	ES	71804	131074352	1	2020	1	2	1	3	1	1	1	1	1	5	1	71801	1	71802	1	NA	96	1	1	1	1	38	1	NA	96	0	1	0	1	0	1	0	1	139491235	1	0	0	0	0	0	0	0
2023	ES	71805	131074352	1	2022	1	0	1	0	1	2	1	1	1	8	1	71801	1	71802	1	NA	96	1	1	1	1	0	1	NA	96	NA	96	0	1	0	1	0	1	155310687	1	0	0	0	0	0	0	0
2023	ES	72001	331176841	1	1948	1	74	1	74	1	2	1	1	1	3	1	NA	96	NA	96	72002	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72002	331176841	1	1944	1	78	1	79	1	1	1	1	1	3	1	NA	96	NA	96	72001	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72201	126687642	1	1955	1	67	1	67	1	1	1	1	1	3	1	NA	96	NA	96	72202	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72202	126687642	1	1957	1	65	1	65	1	2	1	1	1	1	1	NA	96	NA	96	72201	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72301	162136369	1	1951	1	71	1	71	1	1	1	1	1	3	1	NA	96	NA	96	72302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72302	162136369	1	1948	1	74	1	74	1	2	1	1	1	3	1	NA	96	NA	96	72301	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72303	162136369	1	1983	1	39	1	39	1	1	1	1	1	1	1	72301	1	72302	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	72401	150501098	1	1970	1	52	1	52	1	1	1	1	1	2	1	NA	96	72402	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	1	1	0	1	1	1	1
2023	ES	72402	150501098	1	1937	1	85	1	86	1	2	1	1	1	6	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	1	0	9	0	1	0
2023	ES	72501	224510378	1	1964	1	58	1	58	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	72502	224510378	1	2000	1	22	1	22	1	1	1	1	1	5	1	NA	96	72501	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	72601	207002185	1	1942	1	80	1	80	1	2	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72701	273589676	1	1943	1	79	1	79	1	1	1	1	1	3	1	NA	96	NA	96	72702	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72702	273589676	1	1947	1	75	1	76	1	2	1	1	1	8	1	NA	96	NA	96	72701	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72801	181936549	1	1952	1	70	1	70	1	1	1	1	1	3	1	NA	96	NA	96	72802	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72802	181936549	1	1949	1	73	1	73	1	2	1	1	1	3	1	NA	96	NA	96	72801	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	72901	207002185	1	1943	1	79	1	79	1	2	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73001	259803618	1	1957	1	65	1	65	1	2	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73101	207002185	1	1938	1	84	1	84	1	2	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73201	244418108	1	1980	1	42	1	42	1	1	1	1	1	1	1	NA	96	NA	96	NA	96	3	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73301	243258925	1	1965	1	57	1	57	1	2	1	1	1	1	1	NA	96	NA	96	73302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73302	243258925	1	1946	1	76	1	77	1	1	1	1	1	3	1	NA	96	NA	96	73301	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73303	243258925	1	1997	1	25	1	25	1	2	1	1	1	1	1	73302	1	73301	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73401	198028642	1	1947	1	75	1	75	1	1	1	1	1	3	1	NA	96	NA	96	73402	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73402	198028642	1	1957	1	65	1	66	1	2	1	1	1	3	1	NA	96	NA	96	73401	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73501	126687642	1	1957	1	65	1	65	1	2	1	1	1	1	1	NA	96	NA	96	73502	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73502	126687642	1	1957	1	65	1	65	1	1	1	1	1	3	1	NA	96	NA	96	73501	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73601	143431028	1	1951	1	71	1	71	1	1	1	1	1	3	1	NA	96	NA	96	73602	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73602	143431028	1	1958	1	64	1	64	1	2	1	1	1	1	1	NA	96	NA	96	73601	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	0	0	0	0
2023	ES	73701	217278772	1	1954	1	68	1	68	1	1	1	1	1	3	1	NA	96	NA	96	73702	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73702	217278772	1	1955	1	67	1	67	1	2	1	1	1	3	1	NA	96	NA	96	73701	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73703	217278772	1	2003	1	19	1	19	1	1	1	1	1	5	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	73801	167910264	1	1978	1	44	1	44	1	1	1	1	1	1	1	NA	96	NA	96	73802	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73802	167910264	1	1979	1	43	1	44	1	2	1	1	1	2	1	NA	96	NA	96	73801	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73803	167910264	1	2012	1	10	1	10	1	1	1	1	1	5	1	73801	1	73802	1	NA	96	1	1	1	1	NA	96	30	1	0	1	0	1	0	1	0	1	167683796	1	0	0	0	0	0	0	0
2023	ES	73804	167910264	1	2015	1	7	1	7	1	1	1	1	1	5	1	73801	1	73802	1	NA	96	1	1	1	1	NA	96	30	1	0	1	0	1	0	1	0	1	154322410	1	0	0	0	0	0	0	0
2023	ES	73805	167910264	1	2020	1	2	1	2	1	1	1	1	1	5	1	73801	1	73802	1	NA	96	1	1	1	1	10	1	NA	96	0	1	0	1	0	1	0	1	178692549	1	0	0	0	0	0	0	0
2023	ES	73901	150226373	1	1978	1	44	1	44	1	1	1	1	1	1	1	NA	96	NA	96	73902	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73902	150226373	1	1979	1	43	1	44	1	2	1	1	1	1	1	NA	96	NA	96	73901	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	73903	150226373	1	2018	1	4	1	4	1	1	1	1	1	5	1	73901	1	73902	1	NA	96	1	1	1	1	36	1	NA	96	0	1	0	1	0	1	0	1	162748427	1	0	0	0	0	0	0	0
2023	ES	73904	150226373	1	2020	1	2	1	2	1	2	1	1	1	5	1	73901	1	73902	1	NA	96	1	1	1	1	36	1	NA	96	0	1	0	1	0	1	0	1	159873095	1	0	0	0	0	0	0	0
2023	ES	74101	211428272	1	1969	1	53	1	53	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74201	1375937215	1	1995	1	27	1	27	1	2	1	1	1	5	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	1	1	0	1	1	1	1
2023	ES	74301	139844721	1	1976	1	46	1	46	1	2	1	1	1	1	1	NA	96	NA	96	74302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74302	139844721	1	1972	1	50	1	50	1	1	1	1	1	1	1	NA	96	NA	96	74301	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74303	139844721	1	2005	1	17	1	18	1	1	1	1	1	5	1	74302	1	74301	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74304	139844721	1	2007	1	15	1	16	1	1	1	1	1	5	1	74302	1	74301	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74401	260876411	1	1939	1	83	1	83	1	1	1	1	1	3	1	NA	96	NA	96	74402	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	74402	260876411	1	1940	1	82	1	83	1	2	1	1	1	3	1	NA	96	NA	96	74401	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	74501	149257423	1	1976	1	46	1	46	1	1	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74701	123617995	1	1977	1	45	1	46	1	1	1	1	1	1	1	NA	96	NA	96	74702	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74702	123617995	1	1976	1	46	1	46	1	2	1	1	1	1	1	NA	96	NA	96	74701	1	2	1	2	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	74703	123617995	1	2013	1	9	1	9	1	1	1	1	1	5	1	74701	1	74702	1	NA	96	1	1	1	1	NA	96	32	1	0	1	0	1	0	1	10	1	118614655	1	0	0	0	0	0	0	0
2023	ES	74801	257456907	1	1970	1	52	1	53	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	1	0	0	0	1	0
2023	ES	74802	257456907	1	2000	1	22	1	23	1	2	1	1	1	5	1	NA	96	74801	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	1	1	0	1	1	1
2023	ES	74901	149850606	1	1950	1	72	1	73	1	2	1	1	1	3	1	NA	96	NA	96	74902	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	74902	149850606	1	1947	1	75	1	75	1	1	1	1	1	3	1	NA	96	NA	96	74901	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75001	358540654	1	1977	1	45	1	45	1	2	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75101	166914391	1	1949	1	73	1	73	1	1	1	1	1	3	1	NA	96	NA	96	75102	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75102	166914391	1	1948	1	74	1	74	1	2	1	1	1	6	1	NA	96	NA	96	75101	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75201	124519590	1	1967	1	55	1	55	1	2	1	1	1	4	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75202	124519590	1	1971	1	51	1	51	1	1	1	1	1	1	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75301	247147294	1	1966	1	56	1	56	1	2	1	1	1	1	1	NA	96	NA	96	75302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75302	247147294	1	1966	1	56	1	56	1	1	1	1	1	1	1	NA	96	NA	96	75301	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75303	247147294	1	2002	1	20	1	20	1	1	1	1	1	5	1	75302	1	75301	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75304	247147294	1	1999	1	23	1	24	1	1	1	1	1	2	1	75302	1	75301	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75401	166914391	1	1953	1	69	1	69	1	2	1	1	1	6	1	NA	96	NA	96	75402	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75402	166914391	1	1953	1	69	1	69	1	1	1	1	1	1	1	NA	96	NA	96	75401	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75501	175271258	1	1946	1	76	1	77	1	1	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75601	283268962	1	1957	1	65	1	65	1	1	1	1	1	3	1	NA	96	NA	96	75602	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75602	283268962	1	1971	1	51	1	51	1	2	1	1	1	1	1	NA	96	NA	96	75601	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75603	283268962	1	1988	1	34	1	34	1	1	1	1	1	2	1	75601	1	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75701	213248849	1	1954	1	68	1	68	1	2	1	1	1	3	1	NA	96	NA	96	75702	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75702	213248849	1	1954	1	68	1	68	1	1	1	1	1	3	1	NA	96	NA	96	75701	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75703	213248849	1	1985	1	37	1	37	1	1	1	2	1	1	1	75702	1	75701	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	75801	219640973	1	1948	1	74	1	75	1	1	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	1	1
2023	ES	75901	115441922	1	1955	1	67	1	67	1	1	1	1	1	3	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	75902	115441922	1	1958	1	64	1	64	1	2	1	1	1	1	1	NA	96	NA	96	75903	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	0	0	0	0
2023	ES	75903	115441922	1	1956	1	66	1	66	1	1	1	1	1	3	1	NA	96	NA	96	75902	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	76001	273589676	1	1946	1	76	1	76	1	2	1	1	1	3	1	NA	96	NA	96	76002	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	76002	273589676	1	1941	1	81	1	81	1	1	1	1	1	3	1	NA	96	NA	96	76001	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	76101	127618461	1	1946	1	76	1	76	1	1	1	1	1	3	1	NA	96	NA	96	76102	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	76102	127618461	1	1947	1	75	1	75	1	2	1	1	1	3	1	NA	96	NA	96	76101	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	76201	215185019	1	1966	1	56	1	56	1	2	1	1	1	2	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	1	1	0	1	1	1	1
2023	ES	76301	145723948	1	1979	1	43	1	43	1	1	1	1	1	1	1	NA	96	NA	96	76302	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
