RB010	RB020	RB030	RB050	RB050_F	RB080	RB080_F	RB081	RB081_F	RB082	RB082_F	RB090	RB090_F	RB200	RB200_F	RB211	RB211_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RB280	RB280_F	RB290	RB290_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	VRMATSOCDEP	VRLOWJOB_N	VREU2030_N	AROPE	AROPE_N
2023	ES	1983802	99962628	1	1993	1	29	1	29	1	2	1	1	1	1	1	NA	96	NA	96	1983801	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	1983901	43211926	1	1964	1	58	1	58	1	2	1	1	1	1	1	NA	96	NA	96	1983902	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
2023	ES	1983902	43211926	1	1960	1	62	1	63	1	1	1	1	1	1	1	NA	96	NA	96	1983901	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	0	0	0	0
2023	ES	1984401	51114713	1	1947	1	75	1	75	1	1	1	1	1	3	1	NA	96	NA	96	1984402	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	1984402	51114713	1	1948	1	74	1	74	1	2	1	1	1	3	1	NA	96	NA	96	1984401	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	1984501	57398601	1	1960	1	62	1	62	1	1	1	1	1	4	1	NA	96	1984502	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	1	1	0	1
2023	ES	1984502	57398601	1	1937	1	85	1	85	1	2	1	1	1	6	1	NA	96	NA	96	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	1984601	68137411	1	1941	1	81	1	82	1	2	1	1	1	8	1	NA	96	NA	96	1984602	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	1984602	68137411	1	1937	1	85	1	85	1	1	1	1	1	3	1	NA	96	NA	96	1984601	1	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	9	0	0	9	0	0	0
2023	ES	1984603	68137411	1	1979	1	43	1	43	1	2	1	1	1	1	1	1984602	1	1984601	1	NA	96	1	1	1	1	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	NA	96	0	0	0	0	0	0	0
