HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAAI	VHPOBREZA	VHMATDEP	HCH010	HCH010_F	HCH020	HCH020_F	HCH030	HCH030_F	HCH040	HCH040_F	HD100	HD100_F	HD110	HD110_F	HD120	HD120_F	HD140	HD140_F	HD150	HD150_F	HD160	HD160_F	HD170	HD170_F	HD180	HD180_F	HD190	HD190_F	HD200	HD200_F	HD210	HD210_F	HD220	HD220_F	HD225	HD225_F	HD240	HD240_F	HK010	HK010_F	HK020	HK020_F	HI012	HI012_F	HY150_1	HY150_1_F	HY150_2	HY150_2_F	HY150_3	HY150_3_F	HY150_4	HY150_4_F	POBRECAT
2021	ES	6789	11	1	2021	1	678901	1	678901	1	6	1	1	1	541870	21	541870	21	6390	21	509725	56	0	11	0	11	0	11	0	11	0	16	0	16	6390	21	0	16	0	11	0	11	0	16	0	16	0	11	0	16	548430	25	0	15	0	15	0	15	0	15	0	16	0	16	7890	25	0	16	0	15	0	11	0	16	0	16	6560	25	 	96	3	1	2	1	 	96	2	1	1	1	2	1	3	1	3	1	3	1	 	96	2	1	4	1	1	1	3	1	1	1	          	96	8114	1	1	1	6	1	 	96	2	1	 	96	1	6	10	541870	1051595	1	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	2	1	2	1	2	1	2	1	2	1	1
2021	ES	6791	10	1	2021	1	679101	1	679101	1	20	1	2	1	5122480	21	5122480	21	1278710	11	770884	56	0	11	0	11	0	11	0	11	0	16	0	16	146870	21	0	16	0	11	100000	11	0	16	0	16	529810	21	0	16	6724200	25	0	15	0	15	0	15	0	15	0	16	0	16	181330	25	0	16	0	15	100000	11	0	16	0	16	1501720	25	 	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	 	96	1	1	1	1	1	1	7	1	1	1	          	96	24377	1	2	1	 	96	 	96	2	1	 	96	2	7	15	5122480	5893364	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6792	9	1	2021	1	679201	1	679202	1	18	1	3	1	4219540	21	3834110	21	3834110	21	544517	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	72000	16	0	11	35000	11	0	16	0	16	-83690	21	2000	16	5095400	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	72000	16	0	15	35000	11	0	16	0	16	840860	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	2	1	6	1	1	1	          	96	26573	1	2	1	 	96	 	96	2	1	350	1	3	11	20	4219540	4692057	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	6793	10	1	2021	1	679302	1	679302	1	27	1	4	1	1789393	51	1519623	51	1519623	51	0	56	0	11	0	11	0	11	15000	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	0	21	0	16	1921688	25	0	15	0	15	0	15	15000	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	132295	25	2	1	3	1	1	1	 	96	2	1	1	1	2	1	1	1	1	1	1	1	 	96	2	1	4	1	3	1	3	1	2	1	54512	1	71495	1	2	1	 	96	 	96	 	97	 	96	4	12	23	1789393	1789393	1	1	2	1	 	96	2	1	 	96	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	2	1	1	1	1	1	2	1	0	1	0	1	 	96	1	1	1	1	2	1	2	1	1
2021	ES	6794	9	1	2021	1	679401	1	679401	1	25	1	3	1	2170820	21	2160820	21	2160820	21	602125	56	0	11	0	11	0	11	10000	11	0	16	0	16	0	21	177000	16	0	11	23000	11	0	16	0	16	-354100	21	0	16	2119710	25	0	15	0	15	0	15	10000	15	0	16	0	16	0	25	177000	16	0	15	23000	11	0	16	0	16	-74110	25	3	1	3	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	4	1	2	1	5	1	1	1	          	96	34427	1	2	1	 	96	 	96	2	1	431	1	3	11	18	2170820	2595945	0	0	 	96	 	96	 	96	 	96	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	97	 	96	 	97	0	1	0	1	 	96	2	1	2	1	2	1	1	1	0
2021	ES	6795	8	1	2021	1	679501	1	679501	1	22	1	2	1	3114460	21	3114460	21	843520	21	531917	56	785220	21	0	11	0	11	0	11	0	16	0	16	82750	21	0	16	0	11	80000	11	0	16	0	16	-44360	21	0	16	3251940	25	867060	25	0	15	0	15	0	15	0	16	0	16	102140	25	0	16	0	15	80000	11	0	16	0	16	57480	25	 	96	3	1	2	1	 	96	2	1	1	1	2	1	2	1	3	1	2	1	 	96	1	1	3	1	1	1	6	1	2	1	          	96	38302	1	2	1	 	96	 	96	3	1	 	96	2	7	15	3114460	3646377	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6796	10	1	2021	1	679601	1	679601	1	20	1	1	1	3086767	21	3086767	21	245397	21	586977	56	262420	21	0	11	0	11	0	11	0	16	0	16	42240	21	0	16	0	11	41192	11	0	16	0	16	18070	21	0	16	3662520	25	262420	25	0	15	0	15	0	15	0	16	0	16	52150	25	0	16	0	15	41192	11	0	16	0	16	534560	25	 	96	3	1	2	1	 	96	2	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	2	1	1	1	7	1	1	1	          	96	20818	1	2	1	 	96	 	96	 	97	 	96	1	6	10	3086767	3673745	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6797	9	1	2021	1	679701	1	679701	1	26	1	1	1	2966470	21	2876470	21	-83230	21	572884	56	0	11	90000	11	0	11	0	11	0	16	0	16	0	21	9448	16	0	11	65000	11	40000	16	40000	16	-21770	21	0	16	3395620	25	0	15	120000	15	0	15	0	15	0	16	0	16	0	25	9448	16	0	15	65000	11	40000	16	40000	16	324150	25	3	1	3	1	2	1	 	96	2	1	1	1	2	1	1	1	3	1	3	1	2	1	2	1	1	1	2	1	6	1	1	1	          	96	38833	1	2	1	 	96	 	96	2	1	250	1	1	6	10	2966470	3529906	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6798	10	1	2021	1	679801	1	679801	1	11	1	7	1	1971420	21	1587340	21	1587340	21	267819	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	-164350	21	0	16	1948480	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	-22940	25	3	1	3	1	1	1	 	96	2	1	1	1	2	1	1	1	1	1	3	1	 	96	2	1	4	1	4	1	4	1	2	1	21512	1	35296	1	2	1	 	96	 	96	2	1	 	96	7	14	34	1971420	2239239	1	0	2	1	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6799	10	1	2021	1	679901	1	679901	1	11	1	3	1	4762320	21	4526320	21	4526320	21	626884	56	400000	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	70000	11	0	16	0	16	196020	21	0	16	6119110	25	400000	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	70000	11	0	16	0	16	1286790	25	 	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	2	1	1	1	6	1	1	1	          	96	24169	1	2	1	 	96	 	96	2	1	 	96	3	11	18	4762320	5389204	0	0	2	1	 	96	2	1	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6802	10	1	2021	1	680201	1	680202	1	11	1	3	1	7589170	21	7589170	21	7589170	21	687602	56	0	11	0	11	0	11	0	11	0	16	0	16	2000	21	0	16	0	11	65000	11	0	16	0	16	-92900	21	0	16	10524660	25	0	15	0	15	0	15	0	15	0	16	0	16	2480	25	0	16	0	15	65000	11	0	16	0	16	2870490	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	6	1	 	96	1	1	1	1	1	1	8	1	1	1	          	96	23282	1	2	1	 	96	 	96	2	1	 	96	3	11	20	7589170	8276772	0	0	 	96	 	96	2	1	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6803	10	1	2021	1	680301	1	680301	1	20	1	5	1	966340	21	815810	21	815810	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	0	11	60000	16	0	16	9670	21	0	16	1100360	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	0	11	60000	16	0	16	74020	25	3	1	3	1	1	1	 	96	2	1	1	1	1	1	1	1	1	1	5	1	 	96	1	1	4	1	3	1	5	1	1	1	25200	1	40072	1	2	1	 	96	 	96	2	1	 	96	5	13	24	966340	966340	1	0	 	96	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	96	1	1	1	1	1	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6805	10	1	2021	1	 	97	680501	1	9	1	1	1	487140	21	487140	21	-30000	21	534925	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	30000	11	0	16	0	16	0	11	0	16	517140	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	30000	11	0	16	0	16	0	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	3	1	1	1	5	1	 	96	1	1	4	1	1	1	5	1	1	1	          	96	19468	1	2	1	 	96	 	96	1	1	 	96	1	6	10	487140	1022065	1	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6806	8	1	2021	1	680601	1	680601	1	20	1	2	1	1886970	21	1886970	21	15430	21	605125	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	45000	11	0	16	0	16	-60430	21	0	16	2072290	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	45000	11	0	16	0	16	140320	25	 	96	3	1	2	1	 	96	1	1	1	1	2	1	3	1	1	1	5	1	 	96	1	1	4	1	1	1	6	1	1	1	          	96	25760	1	2	1	 	96	 	96	2	1	 	96	2	7	15	1886970	2492095	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6807	10	1	2021	1	680701	1	680701	1	29	1	5	1	4489110	21	4489110	21	3567860	21	571825	56	0	11	0	11	0	11	0	11	90000	16	0	16	0	21	0	16	0	11	32600	11	0	16	0	16	-190070	21	0	16	5196450	25	0	15	0	15	0	15	0	15	90000	16	0	16	0	25	0	16	0	15	32600	11	0	16	0	16	674740	25	 	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	4	1	1	1	6	1	1	1	          	96	25302	1	2	1	 	96	 	96	2	1	 	96	5	14	26	4489110	5060935	0	0	2	1	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6809	10	1	2021	1	680904	1	680901	1	54	1	5	1	3569270	21	2609270	21	1509630	21	73517	56	0	11	0	11	840000	11	120000	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	-235980	21	0	16	3546150	25	0	15	0	15	840000	15	120000	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	-23120	25	3	1	3	1	2	1	 	96	1	1	1	1	2	1	3	1	1	1	1	1	 	96	3	1	3	1	4	1	5	1	1	1	32500	1	49079	1	2	1	 	96	 	96	2	1	 	96	5	14	28	3569270	3642787	0	0	2	1	 	96	2	1	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	1	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6810	11	1	2021	1	681001	1	681001	1	7	1	4	1	3947090	21	3947090	21	3947090	21	659725	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	50000	11	0	16	0	16	-33600	21	0	16	4885200	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	50000	11	0	16	0	16	888110	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	4	1	1	1	6	1	1	1	          	96	28760	1	3	1	 	96	3	1	2	1	 	96	4	12	23	3947090	4606815	0	0	2	1	 	96	2	1	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	6811	10	1	2021	1	681101	1	681102	1	9	1	5	1	1198272	21	68542	51	68542	51	506239	56	0	11	0	11	1129730	21	0	11	0	16	0	16	0	21	0	16	93175	51	24632	11	0	16	0	16	0	21	0	16	1222905	25	0	15	0	15	1129730	25	0	15	0	16	0	16	0	25	0	16	93175	55	24632	11	0	16	0	16	0	25	 	96	3	1	2	1	 	96	2	1	1	1	2	1	1	1	1	1	4	1	 	96	2	1	3	1	1	1	3	1	1	1	          	96	14206	1	2	1	 	96	 	96	2	1	 	96	5	13	24	1198272	1704512	1	0	2	1	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6813	9	1	2021	1	681301	1	681301	1	14	1	2	1	10533490	21	8312240	21	8312240	21	662884	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	123000	16	0	11	90000	11	0	16	0	16	155270	21	0	16	13520320	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	123000	16	0	15	90000	11	0	16	0	16	2896830	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	3	1	4	1	 	96	1	1	2	1	2	1	3	1	1	1	          	96	34052	1	2	1	 	96	 	96	 	97	602	1	2	8	15	10533490	11073374	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	6814	9	1	2021	1	 	97	681402	1	10	1	2	1	1442830	21	1442830	21	-577540	11	662884	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	72000	16	0	11	70000	11	0	16	0	16	-311010	21	0	16	1513600	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	72000	16	0	15	70000	11	0	16	0	16	770	25	1	1	2	1	2	1	 	96	1	1	1	1	2	1	1	1	1	1	2	1	 	96	2	1	1	1	2	1	5	1	1	1	          	96	58252	1	2	1	 	96	 	96	2	1	700	1	2	7	15	1442830	2033714	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6815	10	1	2021	1	681501	1	681501	1	10	1	1	1	1985300	21	1889480	21	1889480	21	662884	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	179303	16	0	11	40000	11	0	16	0	16	3830	21	0	16	2575690	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	179303	16	0	15	40000	11	0	16	0	16	550390	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	3	1	 	96	1	1	2	1	2	1	6	1	1	1	          	96	36149	1	2	1	 	96	 	96	2	1	570	1	1	2	10	1985300	2468881	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	6816	9	1	2021	1	681601	1	681601	1	8	1	2	1	1107518	21	947028	21	947028	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	11	0	16	0	11	0	11	180000	16	180000	16	-47988	11	0	16	1350340	25	0	15	0	15	0	15	0	15	0	16	0	16	0	15	0	16	0	15	0	11	180000	16	180000	16	62821	25	3	1	3	1	2	1	 	96	2	1	2	1	2	1	2	1	1	1	1	1	 	96	2	1	1	1	3	1	6	1	2	1	45000	1	51637	1	2	1	 	96	 	96	1	1	 	96	2	8	15	1107518	1107518	1	1	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	2	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6817	10	1	2021	1	681701	1	681701	1	14	1	2	1	11136510	21	11136510	21	9584020	21	706482	56	376430	21	0	11	0	11	0	11	0	16	0	16	33640	21	0	16	0	11	198800	11	0	16	0	16	-723680	21	0	16	15036320	25	581450	25	0	15	0	15	0	15	0	16	0	16	41520	25	0	16	0	15	198800	11	0	16	0	16	3701010	25	 	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	1	1	1	1	6	1	1	1	          	96	43387	1	3	1	 	96	1	1	1	1	 	96	2	7	15	11136510	11842992	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	6820	11	1	2021	1	682001	1	682002	1	7	1	2	1	3683560	21	3683560	21	453490	21	477432	56	0	11	0	11	0	11	0	11	0	16	0	16	380790	21	0	16	0	11	30000	11	0	16	0	16	51140	21	38000	16	4114590	25	0	15	0	15	0	15	0	15	0	16	0	16	470110	25	0	16	0	15	30000	11	0	16	0	16	401030	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	4	1	1	1	5	1	1	1	          	96	18906	1	2	1	 	96	 	96	3	1	 	96	2	7	15	3683560	4160992	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6822	9	1	2021	1	682201	1	682201	1	11	1	1	1	2640800	21	2640800	21	37050	11	706482	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	40000	11	0	16	0	16	74200	21	0	16	3281820	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	40000	11	0	16	0	16	601020	25	3	1	3	1	2	1	2	1	2	1	1	1	2	1	3	1	3	1	2	1	 	96	2	1	1	1	1	1	10	1	1	1	          	96	40929	1	2	1	 	96	 	96	3	1	 	96	1	3	10	2640800	3347282	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6823	10	1	2021	1	682301	1	682301	1	10	1	1	1	952340	21	952340	21	0	11	411282	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	0	11	0	16	952340	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	0	25	 	96	3	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	5	1	5	1	2	1	          	96	16850	1	2	1	 	96	 	96	2	1	 	96	1	3	10	952340	1363622	1	1	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	6824	10	1	2021	1	682401	1	682401	1	6	1	1	1	2100950	21	2100950	21	1559520	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	970	21	0	16	0	11	0	11	0	16	0	16	90140	21	0	16	2657930	25	0	15	0	15	0	15	0	15	0	16	0	16	1200	25	0	16	0	15	0	11	0	16	0	16	556980	25	3	1	3	1	2	1	 	96	1	1	1	1	2	1	1	1	1	1	3	1	 	96	1	1	4	1	3	1	3	1	1	1	17000	1	28995	1	2	1	 	96	 	96	2	1	 	96	1	2	10	2100950	2100950	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6825	10	1	2021	1	682501	1	682501	1	9	1	2	1	2717560	21	2717560	21	702390	21	494975	56	0	11	0	11	0	11	0	11	0	16	0	16	717200	21	0	16	0	11	20000	11	0	16	0	16	-5190	21	0	16	2900610	25	0	15	0	15	0	15	0	15	0	16	0	16	885440	25	0	16	0	15	20000	11	0	16	0	16	163050	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	3	1	1	1	4	1	 	96	2	1	2	1	1	1	7	1	1	1	          	96	13232	1	2	1	 	96	 	96	2	1	 	96	2	7	15	2717560	3212535	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	6828	9	1	2021	1	682801	1	682802	1	24	1	3	1	4377224	21	4020134	21	4020134	21	480367	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	186000	16	0	11	0	11	120000	16	120000	16	11630	21	0	16	5540869	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	186000	16	0	15	0	11	120000	16	120000	16	1043644	25	3	1	3	1	2	1	 	96	1	1	1	1	2	1	1	1	1	1	4	1	2	1	2	1	3	1	2	1	4	1	2	1	          	96	25677	1	2	1	 	96	 	96	3	1	255	1	3	11	20	4377224	4671592	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	1	1	0
2021	ES	6829	11	1	2021	1	682901	1	682901	1	15	1	2	1	4421455	21	3285095	21	3285095	21	734884	56	0	11	0	11	200700	21	0	11	0	16	0	16	0	21	72000	16	0	11	120000	11	0	16	0	16	-49880	21	0	16	5455470	25	0	15	0	15	200700	25	0	15	0	16	0	16	0	25	72000	16	0	15	120000	11	0	16	0	16	914014	25	3	1	3	1	2	1	 	96	2	1	1	1	1	1	1	1	1	1	3	1	 	96	3	1	2	1	2	1	5	1	1	1	          	96	37777	1	3	1	 	96	1	1	2	1	675	1	2	8	15	4421455	5084339	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	2	1	2	1	2	1	1	1	1	1	0
2021	ES	6831	10	1	2021	1	683101	1	683101	1	13	1	4	1	3902657	21	3902657	21	3902657	21	522465	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	12000	16	0	11	24632	11	0	16	0	16	-358370	21	0	16	5009350	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	12000	16	0	15	24632	11	0	16	0	16	1082060	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	4	1	2	1	4	1	1	1	          	96	27412	1	2	1	 	96	 	96	2	1	430	1	4	12	21	3902657	4413122	0	0	2	1	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	96	1	1	0	1	0	1	 	96	2	1	2	1	2	1	1	1	0
2021	ES	6832	9	1	2021	1	683201	1	683201	1	8	1	2	1	1472630	21	1472630	21	-30000	21	542717	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	30000	11	0	16	0	16	0	11	0	16	1502630	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	30000	11	0	16	0	16	0	25	 	96	3	1	2	1	 	96	2	1	1	1	1	1	3	1	1	1	4	1	 	96	1	1	3	1	1	1	5	1	1	1	          	96	21393	1	3	1	 	96	9	1	1	1	 	96	2	7	15	1472630	2015347	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	2	1	2	1	2	1	2	1	2	1	1
2021	ES	6833	11	1	2021	1	683301	1	683301	1	14	1	2	1	1654250	21	1654250	21	624120	21	590884	56	427540	21	0	11	0	11	0	11	0	16	0	16	154640	21	0	16	0	11	38500	11	0	16	0	16	-40800	21	20000	16	1692800	25	427540	25	0	15	0	15	0	15	0	16	0	16	190910	25	0	16	0	15	38500	11	0	16	0	16	50	25	 	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	5	1	1	1	          	96	19885	1	2	1	 	96	 	96	2	1	 	96	2	7	15	1654250	2245134	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	1
