HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAAI	VHPOBREZA	VHMATDEP	HCH010	HCH010_F	HCH020	HCH020_F	HCH030	HCH030_F	HCH040	HCH040_F	HD100	HD100_F	HD110	HD110_F	HD120	HD120_F	HD140	HD140_F	HD150	HD150_F	HD160	HD160_F	HD170	HD170_F	HD180	HD180_F	HD190	HD190_F	HD200	HD200_F	HD210	HD210_F	HD220	HD220_F	HD225	HD225_F	HD240	HD240_F	HK010	HK010_F	HK020	HK020_F	HI012	HI012_F	HY150_1	HY150_1_F	HY150_2	HY150_2_F	HY150_3	HY150_3_F	HY150_4	HY150_4_F	POBRECAT
2021	ES	26239	10	1	2021	1	2623901	1	2623901	1	13	1	2	1	4384980	21	4348170	21	4348170	21	447978	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	35000	11	0	16	0	16	-77210	21	0	16	6215600	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	35000	11	0	16	0	16	1795620	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	3	1	1	1	3	1	1	1	          	96	19156	1	2	1	 	96	 	96	2	1	 	96	2	8	15	4384980	4832958	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	26241	12	1	2021	1	2624102	1	2624102	1	75	1	2	1	3763430	51	3763430	51	2527780	51	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	3670	21	0	16	4295230	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	531800	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	3	1	4	1	1	1	12735	1	47918	1	2	1	 	96	 	96	1	1	 	96	2	7	15	3763430	3763430	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26242	11	1	2021	1	2624201	1	2624201	1	8	1	1	1	2230290	21	2230290	21	-58170	11	633162	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	23000	11	0	16	0	16	35170	21	0	16	2711120	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	23000	11	0	16	0	16	457830	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	3	1	5	1	 	96	1	1	3	1	1	1	3	1	1	1	          	96	21156	1	2	1	 	96	 	96	2	1	 	96	1	3	10	2230290	2863452	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26244	10	1	2021	1	2624401	1	2624401	1	13	1	1	1	1496840	21	1496840	21	148660	21	689813	56	224790	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	50000	11	0	16	0	16	26130	21	0	16	1572970	25	224790	25	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	50000	11	0	16	0	16	26130	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	3	1	3	1	5	1	 	96	1	1	3	1	1	1	4	1	1	1	          	96	24781	1	2	1	 	96	 	96	2	1	 	96	1	5	10	1496840	2186653	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26245	11	1	2021	1	2624501	1	2624501	1	28	1	1	1	4140540	21	4140540	21	1171040	21	779213	56	0	11	0	11	0	11	0	11	0	16	0	16	1166550	21	91948	56	0	11	79600	11	0	16	0	16	-84090	21	0	16	5064860	25	0	15	0	15	0	15	0	15	0	16	0	16	1440810	25	91948	56	0	15	79600	11	0	16	0	16	844720	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	5	1	 	96	3	1	3	1	2	1	4	1	1	1	          	96	32425	1	2	1	 	96	 	96	2	1	 	96	1	2	10	4140540	4827805	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26246	11	1	2021	1	2624601	1	2624601	1	32	1	1	1	2441890	21	2441890	21	-73900	21	728164	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	48000	11	0	16	0	16	25900	21	0	16	3002490	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	48000	11	0	16	0	16	512600	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	3	1	3	1	5	1	 	96	1	1	4	1	1	1	3	1	1	1	          	96	19881	1	2	1	 	96	 	96	2	1	 	96	1	6	10	2441890	3170054	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26248	11	1	2021	1	2624801	1	2624802	1	24	1	2	1	3043548	21	3043548	21	689658	21	682798	56	553760	21	0	11	0	11	0	11	0	16	0	16	4180	21	0	16	0	11	90000	11	0	16	0	16	98450	21	0	16	3675221	25	553760	25	0	15	0	15	0	15	0	16	0	16	5160	25	0	16	0	15	90000	11	0	16	0	16	541673	25	 	96	3	1	2	1	 	96	2	1	1	1	1	1	1	1	2	1	3	1	 	96	1	1	3	1	1	1	4	1	1	1	          	96	28364	1	2	1	 	96	 	96	3	1	 	96	2	7	15	3043548	3726347	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26249	11	1	2021	1	2624902	1	2624902	1	19	1	2	1	3744190	21	3744190	21	-3820	21	549978	56	52010	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	45000	11	0	16	0	16	10830	21	0	16	4467920	25	71080	25	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	45000	11	0	16	0	16	678730	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	3	1	4	1	 	96	1	1	3	1	1	1	5	1	1	1	          	96	17531	1	2	1	 	96	 	96	2	1	 	96	2	7	15	3744190	4294168	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26250	11	1	2021	1	2625003	1	2625002	1	9	1	3	1	5376180	21	5376180	21	320320	21	977213	56	0	11	0	11	0	11	0	11	0	16	0	16	30670	21	0	16	0	11	15000	11	0	16	0	16	51520	21	0	16	6491280	25	0	15	0	15	0	15	0	15	0	16	0	16	38200	25	0	16	0	15	15000	11	0	16	0	16	1100100	25	 	96	3	1	2	1	 	96	1	1	1	1	2	1	1	1	1	1	5	1	 	96	1	1	3	1	1	1	6	1	1	1	          	96	20697	1	2	1	 	96	 	96	2	1	 	96	3	9	20	5376180	6353393	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26251	11	1	2021	1	2625101	1	2625101	1	45	1	2	1	4036830	21	4036830	21	1066410	21	713213	56	1109790	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	90000	11	0	16	0	16	252130	21	0	16	4526650	25	1109790	25	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	90000	11	0	16	0	16	399820	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	3	1	4	1	 	96	3	1	3	1	1	1	6	1	1	1	          	96	33510	1	2	1	 	96	 	96	3	1	 	96	2	7	15	4036830	4750043	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26253	10	1	2021	1	2625301	1	2625301	1	19	1	1	1	951640	21	951640	21	-6000	21	573978	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	6000	11	0	16	0	16	0	11	0	16	957640	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	6000	11	0	16	0	16	0	25	 	96	3	1	2	1	 	96	2	1	1	1	2	1	2	1	3	1	3	1	 	96	1	1	3	1	1	1	3	1	2	1	          	96	15514	1	2	1	 	96	 	96	2	1	 	96	1	6	10	951640	1525618	1	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	26255	11	1	2021	1	2625501	1	2625501	1	12	1	1	1	6025261	21	6025261	21	3413491	21	705515	56	3901890	21	0	11	0	11	0	11	0	16	0	16	47410	21	0	16	0	11	16608	11	0	16	0	16	519200	21	2000	16	7803900	25	4601360	25	0	15	0	15	0	15	0	16	0	16	63380	25	0	16	0	15	16608	11	0	16	0	16	1762030	25	 	96	3	1	2	1	 	96	1	1	1	1	2	1	3	1	3	1	5	1	 	96	1	1	3	1	5	1	6	1	1	1	          	96	31002	1	2	1	 	96	 	96	2	1	 	96	1	6	10	6025261	6730776	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26256	11	1	2021	1	2625601	1	2625601	1	16	1	3	1	5476280	21	5104110	21	5104110	21	831774	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	750000	16	0	11	50000	11	0	16	0	16	16870	21	0	16	7519740	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	750000	16	0	15	50000	11	0	16	0	16	1993460	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	2	1	2	1	4	1	2	1	          	96	85195	1	2	1	 	96	 	96	1	1	790	1	3	11	18	5476280	5558054	0	0	2	1	 	96	 	96	 	96	1	1	1	1	3	1	3	1	3	1	3	1	1	1	3	1	1	1	3	1	 	96	 	96	 	96	3	1	0	1	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	26257	11	1	2021	1	2625701	1	2625701	1	10	1	4	1	6479230	21	6079230	21	6079230	21	535712	56	0	11	0	11	0	11	0	11	0	16	0	16	9920	21	0	16	0	11	20000	11	0	16	0	16	-510	21	0	16	8486590	25	0	15	0	15	0	15	0	15	0	16	0	16	12250	25	0	16	0	15	20000	11	0	16	0	16	1987360	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	2	1	1	1	4	1	1	1	          	96	20778	1	2	1	 	96	 	96	2	1	 	96	4	12	25	6479230	7014942	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26258	11	1	2021	1	2625802	1	2625801	1	31	1	2	1	4192404	21	4192404	21	1993074	21	1127213	56	0	11	0	11	0	11	0	11	720000	16	720000	16	6120	21	110712	16	0	11	80000	11	600000	16	600000	16	1312260	21	0	16	7525474	25	0	15	0	15	0	15	0	15	720000	16	720000	16	7560	25	110712	16	0	15	80000	11	600000	16	600000	16	2653070	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	3	1	3	1	2	1	5	1	1	1	          	96	48697	1	2	1	 	96	 	96	 	97	1200	1	2	7	15	4192404	5208905	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26259	10	1	2021	1	2625901	1	2625901	1	6	1	1	1	2583700	21	2583700	21	2583700	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	3230	21	0	16	0	11	0	11	720000	16	720000	16	-51840	21	0	16	4109540	25	0	15	0	15	0	15	0	15	0	16	0	16	3990	25	0	16	0	15	0	11	720000	16	720000	16	805840	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	3	1	1	1	40000	1	49329	1	2	1	 	96	 	96	2	1	 	96	1	2	10	2583700	2583700	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26260	10	1	2021	1	2626001	1	2626001	1	8	1	2	1	8744320	21	8744320	21	8744320	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	0	11	0	16	0	16	456840	21	0	16	13521960	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	0	11	0	16	0	16	4777640	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	6	1	 	96	1	1	4	1	3	1	5	1	1	1	89235	1	105535	1	1	1	2	1	 	96	2	1	 	96	2	8	15	8744320	8744320	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	1	1	2	1	2	1	2	1	2	1	0
2021	ES	26261	11	1	2021	1	2626101	1	2626101	1	7	1	4	1	6154480	21	5803960	21	5803960	21	867774	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	30000	11	0	16	0	16	362010	21	0	16	8536410	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	30000	11	0	16	0	16	2351930	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	2	1	1	1	5	1	1	1	          	96	16653	1	3	1	 	96	9	1	2	1	 	96	4	12	25	6154480	7022254	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	0	1	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	26262	11	1	2021	1	2626201	1	2626202	1	78	1	2	1	11912610	21	11912610	21	7415170	21	711602	56	2075040	21	0	11	0	11	0	11	0	16	0	16	2575420	21	0	16	0	11	110000	11	0	16	0	16	1259710	21	0	16	16358590	25	2472840	25	0	15	0	15	0	15	0	16	0	16	3182870	25	0	16	0	15	110000	11	0	16	0	16	4335980	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	5	1	 	96	1	1	3	1	1	1	5	1	1	1	          	96	34964	1	2	1	 	96	 	96	2	1	 	96	2	7	15	11912610	12624212	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26263	10	1	2021	1	2626304	1	2626304	1	11	1	4	1	2007930	21	2007930	21	2007930	21	519431	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	70000	11	0	16	0	16	-101550	21	0	16	2943880	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	70000	11	0	16	0	16	865950	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	1	1	1	1	6	1	1	1	          	96	36195	1	2	1	 	96	 	96	1	1	 	96	4	12	23	2007930	2527361	1	0	1	1	2	1	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	26264	10	1	2021	1	2626401	1	2626401	1	13	1	3	1	6176810	21	6176810	21	6176810	21	716998	56	572730	21	0	11	0	11	0	11	0	16	0	16	17260	21	117223	16	0	11	47000	11	0	16	0	16	125310	21	0	16	8383050	25	572730	25	0	15	0	15	0	15	0	16	0	16	21990	25	117223	16	0	15	47000	11	0	16	0	16	2159240	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	2	1	2	1	4	1	1	1	          	96	27630	1	3	1	 	96	7	1	2	1	400	1	3	11	18	6176810	6776585	0	0	 	96	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	26265	11	1	2021	1	2626503	1	2626503	1	19	1	4	1	5801980	21	4356970	21	4356970	21	919580	56	0	11	0	11	401580	21	0	11	0	16	0	16	0	21	402000	16	0	11	16800	11	0	16	0	16	-93230	21	0	16	6676920	25	0	15	0	15	401580	25	0	15	0	16	0	16	0	25	402000	16	0	15	16800	11	0	16	0	16	858140	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	3	1	3	1	4	1	 	96	1	1	4	1	2	1	6	1	1	1	          	96	53722	1	2	1	 	96	 	96	2	1	829	1	4	9	25	5801980	6319560	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
2021	ES	26266	10	1	2021	1	2626601	1	2626601	1	64	1	1	1	1496500	21	1496500	21	-66000	21	633409	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	66000	11	0	16	0	16	0	11	0	16	1635000	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	66000	11	0	16	0	16	72500	25	 	96	3	1	2	1	 	96	2	1	1	1	1	1	3	1	3	1	3	1	 	96	2	1	4	1	1	1	4	1	2	1	          	96	31243	1	2	1	 	96	 	96	 	97	 	96	1	6	10	1496500	2129909	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26267	10	1	2021	1	2626701	1	2626701	1	9	1	1	1	1550970	21	1550970	21	590390	21	698209	56	0	11	0	11	0	11	0	11	0	16	0	16	396590	21	0	16	0	11	20000	11	0	16	0	16	-93340	21	0	16	1570660	25	0	15	0	15	0	15	0	15	0	16	0	16	489620	25	0	16	0	15	20000	11	0	16	0	16	-310	25	 	96	3	1	1	1	 	96	1	1	1	1	1	1	3	1	3	1	4	1	 	96	1	1	4	1	1	1	4	1	2	1	          	96	14539	1	2	1	 	96	 	96	 	97	 	96	1	6	10	1550970	2249179	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26268	11	1	2021	1	2626801	1	2626802	1	42	1	4	1	3733600	21	3733600	21	3733600	21	816726	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	97819	56	0	11	13000	11	0	16	0	16	-292380	21	0	16	4053400	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	97819	56	0	15	13000	11	0	16	0	16	306800	25	3	1	2	1	2	1	 	96	2	1	1	1	2	1	1	1	1	1	3	1	 	96	2	1	4	1	2	1	4	1	2	1	          	96	25906	1	3	1	 	96	9	1	 	97	 	96	4	12	25	3733600	4452506	0	1	 	96	 	96	 	96	 	96	1	1	1	1	3	1	 	97	 	97	 	97	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	26269	11	1	2021	1	2626902	1	2626901	1	8	1	2	1	4024742	21	4024742	21	44002	21	775894	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	38144	16	0	11	31247	11	0	16	0	16	15270	21	0	16	4562840	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	38144	16	0	15	31247	11	0	16	0	16	506850	25	3	1	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	4	1	 	96	1	1	4	1	2	1	4	1	1	1	          	96	27010	1	2	1	 	96	 	96	2	1	300	1	2	7	15	4024742	4762492	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26270	11	1	2021	1	2627001	1	2627001	1	12	1	2	1	2159540	21	1724540	21	1724540	21	800198	56	0	11	0	11	20090	21	0	11	360000	16	360000	16	0	21	0	16	0	11	27000	11	0	16	0	16	59730	21	0	16	2522830	25	0	15	0	15	20090	25	0	15	360000	16	360000	16	0	25	0	16	0	15	27000	11	0	16	0	16	336290	25	 	96	2	1	2	1	 	96	2	1	1	1	2	1	1	1	1	1	3	1	 	96	2	1	4	1	1	1	3	1	2	1	          	96	28031	1	3	1	 	96	4	1	3	1	 	96	2	10	15	2159540	2959738	0	1	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	2	1	2	1	2	1	2	1	2	1	0
2021	ES	26271	12	1	2021	1	2627101	1	2627101	1	8	1	2	1	1194150	21	288000	11	288000	11	0	56	0	11	0	11	906150	21	0	11	288000	16	288000	16	0	11	0	16	0	11	0	11	0	16	0	16	0	11	0	16	1194150	25	0	15	0	15	906150	25	0	15	288000	16	288000	16	0	15	0	16	0	15	0	11	0	16	0	16	0	25	2	1	2	1	2	1	 	96	2	1	1	1	2	1	1	1	3	1	1	1	 	96	2	1	4	1	3	1	4	1	1	1	39235	1	56098	1	2	1	 	96	 	96	 	97	 	96	2	10	15	1194150	1194150	1	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	1	1	0	1	 	96	2	1	2	1	2	1	2	1	1
2021	ES	26272	11	1	2021	1	2627201	1	2627201	1	10	1	1	1	2408030	21	2408030	21	136950	21	717978	56	0	11	0	11	0	11	0	11	0	16	0	16	102380	21	0	16	0	11	60000	11	0	16	0	16	85460	21	0	16	2995430	25	0	15	0	15	0	15	0	15	0	16	0	16	126440	25	0	16	0	15	60000	11	0	16	0	16	527400	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	5	1	 	96	1	1	1	1	1	1	5	1	1	1	          	96	22987	1	2	1	 	96	 	96	2	1	 	96	1	6	10	2408030	3126008	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26273	10	1	2021	1	2627301	1	2627302	1	17	1	2	1	2478330	21	2478330	21	-22000	21	614809	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	16	0	11	22000	11	0	16	0	16	0	11	0	16	2548660	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	16	0	15	22000	11	0	16	0	16	48330	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	3	1	3	1	4	1	 	96	1	1	4	1	1	1	4	1	1	1	          	96	15962	1	2	1	 	96	 	96	2	1	 	96	2	7	15	2478330	3093139	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	2	1	2	1	2	1	0
2021	ES	26274	11	1	2021	1	 	97	2627401	1	18	1	2	1	23400	11	16400	11	16400	11	588602	56	0	11	7000	11	0	11	0	11	32000	16	15000	16	0	11	0	16	0	11	0	11	15600	16	0	16	0	11	25000	16	39000	15	0	15	7000	15	0	15	0	15	32000	16	15000	16	0	15	0	16	0	15	0	11	15600	16	0	16	0	15	 	96	3	1	2	1	 	96	2	1	1	1	2	1	1	1	1	1	2	1	 	96	1	1	3	1	5	1	8	1	1	1	          	96	21755	1	2	1	 	96	 	96	1	1	 	96	2	10	13	23400	612002	1	0	2	1	 	96	 	96	 	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	2	1	 	96	2	1	1	1	2	1	2	1	1
2021	ES	26275	10	1	2021	1	2627501	1	2627502	1	31	1	2	1	4285120	21	3901150	21	3901150	21	638198	56	0	11	0	11	0	11	0	11	0	16	0	16	22970	21	0	16	0	11	23000	11	0	16	0	16	-29580	21	0	16	5298030	25	0	15	0	15	0	15	0	15	0	16	0	16	28360	25	0	16	0	15	23000	11	0	16	0	16	989910	25	 	96	3	1	2	1	 	96	1	1	1	1	1	1	1	1	1	1	5	1	 	96	1	1	4	1	1	1	4	1	1	1	          	96	18497	1	2	1	 	96	 	96	2	1	 	96	2	8	15	4285120	4923318	0	0	 	95	 	95	 	95	 	95	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	96	 	95	 	95	 	96	 	96	 	96	0	1	 	96	2	1	1	1	2	1	2	1	0
