RB010	RB020	RB030	RB050	RB050_F	RB080	RB080_F	RB081	RB081_F	RB082	RB082_F	RB090	RB090_F	RB200	RB200_F	RB211	RB211_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RB280	RB280_F	RB290	RB290_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	VRMATSOCDEP	VRLOWJOB_N	VREU2020_N	RCH010	RCH010_F	RCH020	RCH020_F	RK050	RK050_F	RK060	RK060_F	RK070	RK070_F	RK080	RK080_F	AROPE	AROPE_N
2021	ES	36201	253705331	1	1962	1	58	1	59	1	1	1	1	1	1	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36202	253705331	1	1962	1	58	1	58	1	2	1	1	1	1	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36301	326304168	1	1935	1	87	1	88	1	2	1	1	1	6	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	1	9	1	 	96	 	96	 	96	 	96	 	96	 	96	0	1
2021	ES	36302	326304168	1	1960	1	60	1	61	1	1	1	1	1	4	1	 	96	36301	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	0	1
2021	ES	36501	621467323	1	1949	1	71	1	72	1	2	1	1	1	3	1	 	96	 	96	 	96	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36601	595111788	1	1983	1	37	1	38	1	2	1	1	1	1	1	 	96	 	96	36602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36602	595111788	1	1975	1	45	1	45	1	1	1	1	1	1	1	 	96	36603	1	36601	1	2	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36603	595111788	1	1942	1	78	1	79	1	2	1	1	1	3	1	 	96	 	96	 	96	2	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36604	595111788	1	2015	1	5	1	6	1	2	1	1	1	5	1	36602	1	36601	1	 	96	1	1	1	1	 	96	40	1	0	1	0	1	0	1	0	1	570593276	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	36605	595111788	1	2018	1	2	1	3	1	2	1	1	1	5	1	36602	1	36601	1	 	96	1	1	1	1	40	1	 	96	0	1	0	1	0	1	0	1	660313476	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	36606	595111788	1	2001	1	19	1	20	1	1	1	1	1	5	1	36602	1	 	96	 	96	2	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36701	401003472	1	1945	1	75	1	75	1	1	1	1	1	3	1	 	96	 	96	36702	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36702	401003472	1	1944	1	76	1	76	1	2	1	1	1	3	1	 	96	 	96	36701	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36801	205849501	1	1968	1	52	1	52	1	1	1	1	1	1	1	 	96	 	96	36802	1	2	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36802	205849501	1	1982	1	38	1	39	1	1	1	1	1	1	1	 	96	 	96	36801	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	36901	386127563	1	1981	1	39	1	40	1	2	1	1	1	1	1	 	96	 	96	 	96	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	37001	372371002	1	1962	1	58	1	58	1	1	1	1	1	1	1	 	96	 	96	37002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37002	372371002	1	1962	1	58	1	59	1	2	1	1	1	1	1	 	96	 	96	37001	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37003	372371002	1	1992	1	28	1	28	1	2	1	1	1	1	1	37001	1	37002	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37004	372371002	1	1997	1	23	1	24	1	1	1	1	1	1	1	37001	1	37002	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37201	471897810	1	1975	1	45	1	46	1	2	1	1	1	1	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37202	471897810	1	2008	1	12	1	12	1	1	1	1	1	5	1	 	96	37201	1	 	96	1	1	1	1	 	96	32	1	0	1	0	1	0	1	0	1	546298081	1	0	0	0	0	0	1	1	3	1	1	1	3	1	16	1	3	1	0	0
2021	ES	37203	471897810	1	2010	1	10	1	11	1	1	1	1	1	5	1	 	96	37201	1	 	96	1	1	1	1	 	96	37	1	0	1	0	1	0	1	0	1	452642716	1	0	0	0	0	0	1	1	3	1	1	1	3	1	16	1	3	1	0	0
2021	ES	37204	471897810	1	2004	1	16	1	17	1	2	1	1	1	5	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	1	1	1	1	31	1	2	1	0	0
2021	ES	37301	369333705	1	1946	1	74	1	75	1	1	1	1	1	3	1	 	96	 	96	37302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37302	369333705	1	1949	1	71	1	72	1	2	1	1	1	3	1	 	96	 	96	37301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37601	293145232	1	1954	1	66	1	67	1	1	1	1	1	3	1	 	96	 	96	37602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37602	293145232	1	1956	1	64	1	65	1	2	1	1	1	3	1	 	96	 	96	37601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37701	434196057	1	1973	1	47	1	47	1	1	1	1	1	2	1	 	96	 	96	37702	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37702	434196057	1	1974	1	46	1	47	1	2	1	1	1	1	1	 	96	 	96	37701	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37703	434196057	1	2008	1	12	1	13	1	2	1	1	1	5	1	37701	1	37702	1	 	96	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	37704	434196057	1	2010	1	10	1	10	1	2	1	1	1	5	1	37701	1	37702	1	 	96	1	1	1	1	 	96	35	1	5	1	0	1	2	1	0	1	423760835	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	37801	205883753	1	1971	1	49	1	50	1	1	1	1	1	1	1	 	96	 	96	37802	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37802	205883753	1	1976	1	44	1	45	1	2	1	1	1	1	1	 	96	 	96	37801	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37803	205883753	1	2007	1	13	1	14	1	2	1	1	1	5	1	37801	1	37802	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	37804	205883753	1	2010	1	10	1	11	1	2	1	1	1	5	1	37801	1	37802	1	 	96	1	1	1	1	 	96	40	1	0	1	0	1	0	1	0	1	197482971	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	37901	344243388	1	1976	1	44	1	44	1	1	1	1	1	1	1	 	96	 	96	37902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37902	344243388	1	1980	1	40	1	41	1	2	1	1	1	1	1	 	96	 	96	37901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	37903	344243388	1	2012	1	8	1	9	1	1	1	1	1	5	1	37901	1	37902	1	 	96	1	1	1	1	 	96	40	1	0	1	0	1	0	1	0	1	329754893	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	37904	344243388	1	2014	1	6	1	7	1	1	1	1	1	5	1	37901	1	37902	1	 	96	1	1	1	1	 	96	40	1	0	1	0	1	0	1	0	1	325207065	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	38001	291474887	1	1954	1	66	1	67	1	1	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38002	291474887	1	1955	1	65	1	66	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38101	264880953	1	1977	1	43	1	44	1	2	1	1	1	1	1	 	96	 	96	38102	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38102	264880953	1	1981	1	39	1	40	1	1	1	1	1	1	1	 	96	 	96	38101	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38103	264880953	1	2012	1	8	1	9	1	2	1	1	1	5	1	38102	1	38101	1	 	96	1	1	1	1	 	96	48	1	0	1	0	1	0	1	0	1	253732660	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	97	0	0
2021	ES	38104	264880953	1	2015	1	5	1	6	1	2	1	1	1	5	1	38102	1	38101	1	 	96	1	1	1	1	 	96	48	1	0	1	0	1	0	1	0	1	253967899	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	97	0	0
2021	ES	38201	310835910	1	1958	1	62	1	63	1	2	1	1	1	6	1	 	96	 	96	38202	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38202	310835910	1	1952	1	68	1	69	1	1	1	 	97	1	1	 	96	 	96	38201	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	0	9	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38203	310835910	1	1990	1	30	1	31	1	2	1	1	1	1	1	38202	1	38201	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38204	310835910	1	1994	1	26	1	27	1	1	1	2	1	5	1	38202	1	38201	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38401	260962063	1	1964	1	56	1	57	1	1	1	1	1	2	1	 	96	 	96	38402	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38402	260962063	1	1967	1	53	1	54	1	2	1	1	1	1	1	 	96	 	96	38401	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38403	260962063	1	2000	1	20	1	20	1	1	1	1	1	5	1	38401	1	38402	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38501	395075260	1	1980	1	40	1	41	1	1	1	1	1	2	1	 	96	38502	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38502	395075260	1	1950	1	70	1	71	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38601	279686327	1	1964	1	56	1	57	1	1	1	1	1	2	1	 	96	 	96	38602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38602	279686327	1	1972	1	48	1	49	1	2	1	1	1	1	1	 	96	 	96	38601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	38801	445467065	1	1975	1	45	1	46	1	2	1	1	1	8	1	 	96	 	96	 	96	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	1	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38802	445467065	1	2015	1	5	1	6	1	1	1	1	1	5	1	 	96	38801	1	 	96	1	1	1	1	 	96	30	1	20	1	0	1	0	1	0	1	427113893	1	0	1	1	0	1	2	1	2	1	2	1	1	1	30	1	1	1	1	1
2021	ES	38901	357078417	1	1957	1	63	1	64	1	2	1	1	1	6	1	 	96	 	96	38902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	38902	357078417	1	1955	1	65	1	66	1	1	1	1	1	1	1	 	96	 	96	38901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	0	9	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	39101	662830383	1	1984	1	36	1	37	1	2	1	1	1	1	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39201	283263952	1	1966	1	54	1	54	1	2	1	1	1	1	1	 	96	 	96	 	96	2	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	39301	369333705	1	1946	1	74	1	75	1	1	1	1	1	3	1	 	96	 	96	39302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39302	369333705	1	1950	1	70	1	70	1	2	1	1	1	3	1	 	96	 	96	39301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39401	261585174	1	1956	1	64	1	65	1	1	1	1	1	3	1	 	96	 	96	39402	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39402	261585174	1	1957	1	63	1	64	1	2	1	1	1	6	1	 	96	 	96	39401	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39601	340795611	1	1960	1	60	1	61	1	2	1	1	1	4	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	0	1
2021	ES	39701	544341885	1	1963	1	57	1	58	1	1	1	1	1	1	1	 	96	 	96	39702	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39702	544341885	1	1962	1	58	1	59	1	2	1	1	1	1	1	 	96	 	96	39701	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39703	544341885	1	2000	1	20	1	21	1	2	1	1	1	5	1	39701	1	39702	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39801	499820280	1	1963	1	57	1	57	1	1	1	1	1	1	1	 	96	 	96	39802	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39802	499820280	1	1963	1	57	1	58	1	2	1	1	1	1	1	 	96	 	96	39801	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39803	499820280	1	1995	1	25	1	26	1	1	1	1	1	1	1	39801	1	39802	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39804	499820280	1	1999	1	21	1	22	1	2	1	1	1	5	1	39801	1	39802	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39901	551660691	1	1993	1	27	1	28	1	1	1	1	1	1	1	 	96	 	96	39902	1	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	39902	551660691	1	1995	1	25	1	26	1	2	1	1	1	1	1	 	96	 	96	39901	1	3	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40001	323124883	1	1947	1	73	1	74	1	1	1	1	1	3	1	 	96	 	96	40002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40002	323124883	1	1956	1	64	1	65	1	1	1	1	1	4	1	 	96	 	96	40001	1	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40101	205883753	1	1976	1	44	1	45	1	2	1	1	1	1	1	 	96	 	96	40102	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40102	205883753	1	1972	1	48	1	49	1	1	1	1	1	1	1	 	96	 	96	40101	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40103	205883753	1	2010	1	10	1	10	1	2	1	1	1	5	1	40102	1	40101	1	 	96	1	1	1	1	 	96	25	1	17	1	7	1	0	1	0	1	200935660	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	40104	205883753	1	2014	1	6	1	6	1	2	1	1	1	5	1	40102	1	40101	1	 	96	1	1	1	1	 	96	25	1	17	1	4	1	0	1	0	1	197401375	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	40201	324981820	1	1940	1	80	1	81	1	1	1	1	1	3	1	 	96	 	96	40202	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	40202	324981820	1	1942	1	78	1	79	1	2	1	1	1	3	1	 	96	 	96	40201	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	40301	364758930	1	1967	1	53	1	54	1	1	1	1	1	8	1	 	96	 	96	40302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40302	364758930	1	1967	1	53	1	54	1	2	1	1	1	1	1	40305	1	 	96	40301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40303	364758930	1	2004	1	16	1	17	1	2	1	1	1	5	1	40301	1	40302	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	1	1	1	1	 	96	 	96	0	0
2021	ES	40304	364758930	1	2007	1	13	1	14	1	2	1	1	1	5	1	40301	1	40302	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	40305	364758930	1	1935	1	92	1	92	1	1	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40401	557791658	1	1978	1	42	1	43	1	1	1	1	1	2	1	 	96	 	96	 	96	3	1	3	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	40501	224996481	1	1963	1	57	1	58	1	1	1	1	1	1	1	 	96	 	96	40502	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40502	224996481	1	1967	1	53	1	54	1	2	1	1	1	1	1	 	96	 	96	40501	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40601	246155486	1	1951	1	69	1	70	1	1	1	1	1	3	1	 	96	 	96	40602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40602	246155486	1	1953	1	67	1	68	1	2	1	1	1	6	1	 	96	 	96	40601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40701	393131310	1	1935	1	88	1	89	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40702	393131310	1	1968	1	52	1	53	1	2	1	1	1	1	1	 	96	40701	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40703	393131310	1	1935	1	85	1	86	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40901	367599668	1	1972	1	48	1	49	1	1	1	1	1	1	1	 	96	 	96	40902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40902	367599668	1	1974	1	46	1	47	1	2	1	1	1	1	1	 	96	 	96	40901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	40903	367599668	1	2008	1	12	1	13	1	1	1	1	1	5	1	40901	1	40902	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	2	1	3	1	1	1	2	1	 	96	 	96	0	0
2021	ES	40904	367599668	1	2010	1	10	1	11	1	1	1	1	1	5	1	40901	1	40902	1	 	96	1	1	1	1	 	96	25	1	0	1	0	1	0	1	0	1	352600306	1	0	0	0	0	0	1	1	3	1	1	1	2	1	 	96	 	96	0	0
2021	ES	40905	367599668	1	2013	1	7	1	8	1	1	1	1	1	5	1	 	96	 	96	 	96	1	1	1	1	 	96	25	1	0	1	0	1	0	1	0	1	386732495	1	0	0	0	0	0	1	1	3	1	1	1	2	1	 	96	 	96	0	0
2021	ES	41101	353514276	1	1982	1	38	1	39	1	1	1	1	1	1	1	 	96	 	96	41102	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	41102	353514276	1	1980	1	40	1	41	1	2	1	1	1	1	1	 	96	 	96	41101	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	41103	353514276	1	2011	1	9	1	10	1	1	1	1	1	5	1	41101	1	41102	1	 	96	1	1	1	1	 	96	25	1	0	1	0	1	0	1	10	1	345018114	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	41104	353514276	1	2018	1	2	1	3	1	2	1	1	1	5	1	41101	1	41102	1	 	96	1	1	1	1	25	1	 	96	0	1	0	1	0	1	10	1	392246037	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	41301	371284029	1	1973	1	47	1	48	1	1	1	1	1	1	1	 	96	 	96	41302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
