PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PL230	PL230_F	PL250	PL250_F	PL280	PL280_F
2020	ES	32001	585057817	1	11	01	2020	01	8	01	09	01	1955	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1967	01	100	01	07	01	1	01	2	01		96	1	01	51	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	13	01		97	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	4	01	1	01	1	01	1	01	6	01	1	01	1	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697580	110100	0	0	676270	110100	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	1993850	40100	0	0	794280	40100	0	0	01		2	01	2	01	2	01	2	01	2	01	1	01		96		97		96
2020	ES	32501	396618678	1	11	01	2020	01	6	01	06	01	1938	01	1	01		96		96		96	5	01	3	01	1	01	1	01	2	01		96	1952	01	100	01	07	01	1	01	2	01		96	3	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	12	01	54	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	2	01	2	01		96	1	01	4	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778170	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1970680	40100	0	0	0	0	0	0	0	0	03		1	01	2	01	1	01	3	01	2	01	1	01		96	0	01		96
2020	ES	32701	597470023	1	11	01	2020	01	5	01	09	01	1957	01	2	01		96		96	32702	01	2	01	1	01	1	01	1	01	2	01		96		96	0	01	02	01		96		96		96	3	01	53	01	15	01	0	01	10	01	0	01	0	01	2	01	0	01	0	01	0	01	0	01	0	01		96	p	01	4	01	13	01	1	01	2	01	2	01		96	04	01	11	01	41	01	02	01	02	01	02	01	02	01	02	01	02	01	05	01	05	01	02	01	02	01	02	01	02	01	2	01	1	01	3	01	2	01		96	2	01		96	1494243	112000	80000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1763599	12000	80000	40100	0	0	515047	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	1	01	9	01	1	01
2020	ES	32702	598388600	1	11	01	2020	01	4	01	06	01	1956	01	1	01		96		96	32701	01	2	01	1	01	1	01	1	01	2	01		96	1974	01	300	01	07	01	1	01	2	01		96	3	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	18	01	41	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970010	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	2292540	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		96	0	01		96
2020	ES	32703	603211999	1	11	01	2020	01	7	01	12	01	1987	01	1	01	32702	01	32701	01		96	1	01	3	01	1	01	1	01	2	01		96	2003	01	200	01	05	01	1	01	2	01		96	3	01	93	01		96	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96	04	01	17	01	9	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	1426740	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1631730	40100	0	0	0	0	490257	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	12	01		96
2020	ES	32704	603958466	1	11	01	2020	01	7	01	01	01	1982	01	2	01	32702	01	32701	01		96	1	01	3	01	1	01	1	01	2	01		96	2001	01	300	01	01	01		96		96		96	3	01	51	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	s	01		96	03	01	1	01	2	01	2	01		96		96	17	01	21	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01	2	01		96		96		96	1266890	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355300	40100	0	0	0	0	415527	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	32801	326108436	1	10	01	2020	01	7	01	01	01	1963	01	1	01		96		96	32802	01	2	01	1	01	1	01	1	01	2	01		96	1977	01	200	01	01	01		96		96		96	3	01	83	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	13	01	1	01	2	01	2	01		96		96	12	01	44	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	3	01	2	01	3	01	2	01		96	1	01	1	01	1349460	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1503670	40100	0	0	0	0	485698	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		2	01	1	01	1	01	3	01	1	01	1	01	1	01	12	01		96
2020	ES	32802	326437869	1	10	01	2020	01	6	01	04	01	1966	01	2	01		96		96	32801	01	2	01	1	01	1	01	1	01	2	01		96	1980	01	200	01	08	01	1	01	2	01		96	3	01	51	01		96	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	21	01	15	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	2	01	1	01	2	01		96		96		96		96	884358	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712290	110100	0	0	977196	12000	0	0	0	0	303922	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712290	40100	0	0	02		2	01	1	01	1	01	3	01	2	01	1	01		96	0	01		96
2020	ES	32901	545114551	1	10	01	2020	01	8	01	02	01	1974	01	1	01		96		96	32902	01	2	01	1	01	1	01	1	01	2	01		96	1994	01	300	01	01	01		96		96		96	3	01	81	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96	13	01	1	01	2	01	2	01		96		96	17	01	29	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	2722810	110100	9760	110100	0	0	36000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3594960	40100	9760	40100	0	0	1106615	01	36000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	32902	540098281	1	10	01	2020	01	9	01	10	01	1972	01	2	01		96		96	32901	01	2	01	1	01	1	01	1	01	2	01		96	1992	01	500	01	02	01		96		96		96	3	01	43	01	20	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01	6	01	04	01	1	01	2	01	2	01		96		96	19	01	24	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01		96		96		96		96	749700	110100	0	0	0	0	36000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800990	40100	0	0	0	0	241063	01	36000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	33001	497783063	1	11	01	2020	01	4	01	04	01	1969	01	1	01		96		96	33002	01	2	01	1	01	1	01	1	01	2	01		96	1987	01	500	01	01	01		96		96		96	3	01	96	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	e	01		96	15	01	2	01	2	01	2	01		96		96	16	01	35	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96	2	01		96	1514790	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751800	40100	0	0	0	0	524943	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	3	01	1	01	2	01	12	01		96
2020	ES	33002	495461173	1	11	01	2020	01	6	01	03	01	1966	01	2	01		96		96	33001	01	2	01	1	01	1	01	1	01	2	01		96	1984	01	500	01	02	01		96		96		96	3	01	91	01	12	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	n	01	6	01		97	1	01	2	01	2	01		96		96	16	01	35	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01	2	01		96	2	01		96	363940	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393580	40100	0	0	0	0	122717	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	3	01	1	01	2	01	12	01		96
2020	ES	33003	500430391	1	11	01	2020	01	5	01	04	01	1993	01	1	01	33001	01	33002	01		96	1	01	3	01	1	01	1	01	2	01		96	2018	01	500	01	02	01		96		96		96	3	01	53	01	20	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	p	01	3	01	15	01	1	01	2	01	2	01		96	01	01	17	01	3	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	1	01	2	01	3	01		96		96		96		96	445860	110100	0	0	0	0	0	0	0	0	0	0	7200	110100	0	0	0	0	0	0	0	0	0	0	483500	40100	0	0	0	0	144337	01	0	0	0	0	0	0	7710	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	12	01		96
2020	ES	33004	499173501	1	11	01	2020	01	4	01	11	01	2000	01	1	01	33001	01	33002	01		96	1	01	3	01	1	01	1	01	1	01	45	01	2018	01	354	01	06	01	2	01	1	01	1	01		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		96	0	01		96
2020	ES	33101	330837015	1	11	01	2020	01	3	01	02	01	1960	01	1	01		96		96	33102	01	2	01	1	01	1	01	1	01	2	01		96	1978	01	500	01	01	01		96		96		96	3	01	31	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96	13	01	1	01	2	01	2	01		96		96	18	01	42	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	2708280	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3562750	40100	0	0	0	0	1062435	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	2	01	12	01		96
2020	ES	33102	331171225	1	11	01	2020	01	3	01	11	01	1966	01	2	01		96		96	33101	01	2	01	1	01	1	01	1	01	2	01		96	1983	01	300	01	10	01	1	01	2	01		96	3	01	43	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96	2	01	2	01		96		96		96	17	01	8	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	1	01	8	01		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	33103	334492700	1	11	01	2020	01	4	01	01	01	1994	01	1	01	33101	01	33102	01		96	1	01	3	01	1	01	1	01	2	01		96	2018	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96		97	1	01	2	01	2	01		96		96	24	01	2	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	4	01	1	01	3	01	2	01		96		96		96	1568080	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905120	40100	0	0	0	0	594362	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	33104	335408790	1	11	01	2020	01	5	01	10	01	1998	01	1	01	33101	01	33102	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2015	01	344	01	02	01		96		96		96	3	01	31	01	25	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96	c	01	1	01	12	01	2	01	2	01	2	01		96	10	01	22	01	0	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	0	01		96
2020	ES	33201	280206616	1	10	01	2020	01	8	01	09	01	1934	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1951	01	100	01	11	01	1	01	2	01		96	3	01	93	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01		96		96		96		96		91	2	01		96		96		96	17	01	8	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	4	01	1	01	1	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	940240	110100	0	0	0	0	1431480	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	1008280	40100	0	0	0	0	1431480	40100	0	0	0	0	0	0	01		1	01	1	01	1	01	3	01	1	01	3	01		96	0	01		96
2020	ES	33301	337459351	1	10	01	2020	01	7	01	01	01	1936	01	1	01		96		96	33302	01	2	01	1	01	1	01	1	01	2	01		96	1959	01	300	01	07	01	1	01	2	01		96	3	01	43	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	18	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	1	01	2	01		96	2	01		96	17050	110100	0	0	0	0	0	0	0	0	1012740	110100	0	0	2083200	110100	0	0	0	0	0	0	0	0	19820	40100	0	0	0	0	0	00	0	0	0	0	1112900	40100	0	0	2379120	40100	0	0	0	0	0	0	0	0	02		1	01	1	01	1	01	3	01	1	01	1	01		96	0	01		96
2020	ES	33302	337661729	1	10	01	2020	01	5	01	12	01	1944	01	2	01		96		96	33301	01	2	01	1	01	1	01	1	01	2	01		96	1967	01	300	01	07	01	1	01	2	01		96	3	01	93	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	5	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611430	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	611430	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		96	0	01		96
2020	ES	33401	511779705	1	10	01	2020	01	6	01	09	01	1950	01	1	01		96		96	33402	01	2	01	1	01	1	01	1	01	2	01		96	1969	01	500	01	07	01	1	01	2	01		96	3	01	31	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	15	01	43	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	82540	110100	0	0	3019990	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	82540	40100	0	0	3754750	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	33402	514640039	1	10	01	2020	01	4	01	07	01	1952	01	2	01		96		96	33401	01	2	01	1	01	1	01	1	01	2	01		96	1966	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	25	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907810	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	907810	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		96	0	01		96
2020	ES	33501	302787954	1	10	01	2020	01	6	01	12	01	1948	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1978	01	500	01	07	01	1	01	2	01		96	3	01	22	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	43	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	2	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1773940	110100	1284380	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	2209400	40100	1599670	40100	0	0	0	0	0	0	03		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	33701	341578668	1	10	01	2020	01	5	01	02	01	1939	01	1	01		96		96	33702	01	2	01	1	01	1	01	1	01	2	01		96	1964	01	500	01	07	01	1	01	2	01		96	1	01	31	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	19	01	46	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	176290	110100	0	0	0	0	1874710	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	209350	40100	0	0	0	0	2077630	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	33702	341783515	1	10	01	2020	01	5	01	06	01	1940	01	2	01		96		96	33701	01	2	01	1	01	2	01	1	01	2	01		96	1962	01	300	01	11	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01		96		96		96		96		96		96		96		96		96		96		96	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	2	01	2	01	2	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	33801	530440290	1	10	01	2020	01	5	01	12	01	1963	01	2	01		96		96		96	3	01	3	01	1	01	1	01	2	01		96	1981	01	500	01	01	01		96		96		96	3	01	33	01	35	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	03	01	1	01	2	01	2	01		96		96	16	01	40	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01	2	01		96	2	01		96	1517560	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1771370	40100	0	0	0	0	528656	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	33802	527861582	1	10	01	2020	01	4	01	06	01	2000	01	2	01		96	33801	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2017	01	344	01	06	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130000	110100	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130000	40100	96		1	01	1	01	1	01	1	01	1	01	1	01		96	1	01		96
2020	ES	33901	570307024	1	11	01	2020	01	4	01	10	01	1951	01	2	01		96		96		96	5	01	3	01	1	01	1	01	2	01		96	1965	01	200	01	07	01	1	01	2	01		96	3	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	48	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1649790	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1789100	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	34001	341979585	1	11	01	2020	01	8	01	05	01	1961	01	1	01		96		96	34002	01	1	01	1	01	1	01	1	01	2	01		96	1985	01	500	01	03	01		96		96		96	1	01	26	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	r	01		96	01	01		96		96	2	01		96		96	24	01	35	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	1	01	3	01		96		96		96		96	185170	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274860	40100	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	12	01		96
2020	ES	34501	280206616	1	10	01	2020	01	5	01	02	01	1934	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96		96	0	01	11	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01		96		96		96		96		96		96		96		96		96		96		96	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	2	01	2	01	1	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423680	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	1428270	40100	0	0	0	0	0	0	05		1	01	1	01	1	01	1	01	1	01	3	01		96	0	01		96
2020	ES	34701	318683704	1	11	01	2020	01	6	01	11	01	1978	01	1	01		96		96	34702	01	2	01	1	01	3	01	1	01	2	01		96	2002	01	500	01	03	01		96		96		96	2	01	14	01	50	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	04	01		96		96	2	01		96		96	20	01	22	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	2	01	3	01		96		96		96		96	2600590	110100	130980	110100	0	0	0	0	9318450	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028910	40100	130980	40100	0	0	347283	01	0	0	12045060	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	12	01		96
2020	ES	34702	319833194	1	11	01	2020	01	5	01	03	01	1978	01	2	01		96		96	34701	01	2	01	1	01	1	01	1	01	2	01		96	2002	01	500	01	03	01		96		96		96	1	01	12	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	k	01		96	02	01		96		96	2	01		96		96	25	01	13	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	1	01	2	01	3	01		96		96		96		96	2448770	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3626410	40100	0	0	0	0	2069269	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		96	12	01		96
