HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F	HI022	HI022_F	HI090	HI090_F	HI100_1	HI100_1_F	HI100_2	HI100_2_F	HI100_3	HI100_3_F	HI100_4	HI100_4_F	HI100_5	HI100_5_F	HI100_6	HI100_6_F	HI100_7	HI100_7_F	HI100_8	HI100_8_F	HI100_9	HI100_9_F	HI110_1	HI110_1_F	HI110_2	HI110_2_F	HI110_3	HI110_3_F	HI110_4	HI110_4_F	HI120	HI120_F	HC010	HC010_F	HC020	HC020_F	HC030	HC030_F	HC040	HC040_F	HC050	HC050_F	HV010	HV010_F	HV070	HV070_F	HV020	HV020_F	HV080	HV080_F
2020	ES	320	11	01	2020	1	32001	01	32001	01		96	20	01	1972000	10100	1295730	10100	-401850	10100	942608	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75507	112000	0	0	0	0	360000	110100	0	0	41850	110100	0	0	2788130	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75507	12000	0	0	0	0	360000	10100	0	0	456130	1100	2	01	3	01	3	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	1	01	1	01	20000	01	1	01	1	01	2	01	1	01	1	01	1	01	2	01	2	01	5	01	2012	01	1	01	2	01		96	60000	01	26052	01	1	01	1	01	06	06	01		96	1	05	1	1972000	2839100	0	0	1	2	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01		97		97		96		96	2000	01	4	01		97		97	2	01	1	01
2020	ES	325	11	01	2020	1	32501	01	32501	01		96	16	01	2528340	10100	2528340	10100	750170	10100	0	00	814720	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64550	110100	0	0	2785400	20100	814720	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257060	1100	3	01	3	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	4	01	140000	01	2	01		96	1	01	2	01	2	01	2	01	4	01	3	01	2	01	2009	01	2	01	1	01	55000	01		96	70399	01	1	01	1	01	96	96	96		96	1	03	1	2528340	2528340	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	25000	01	10000	01	1800	01		96	4	01		96		96	1	01	1	01
2020	ES	327	11	01	2020	1	32702	01	32702	01	32701	01	12	01	6125403	12076	6125403	12076	4155393	12064	520786	01	0	0	0	0	0	0	0	0	0	0	0	0	22840	110100	0	0	0	0	0	0	0	0	0	0	55320	110100	0	0	7069679	32075	0	0	0	0	0	0	0	0	0	0	0	0	26510	40100	0	0	0	0	0	0	0	0	0	0	944276	1071		96	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	3	01	200000	01	2	01	1	01	2	01	2	01	2	01	2	01	4	01	1	01	3	01	1986	01	2	01	1	01		96	55000	01	22231	01	1	01	1	01	06	06	96		96	4	09	2.5	6125403	6646189	0	0	0	1	01	3	01	2	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	50000	01		97		96		96	5000	01	4	01		97		96	1	01	1	01
2020	ES	328	10	01	2020	1	32801	01	32801	01	32802	01	17	01	2946108	12070	2233818	12060	2233818	12060	539670	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82398	110100	0	0	0	0	0	0	0	0	0	0	0	0	3193156	32069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82398	10100	0	0	0	0	0	0	0	0	247048	1062	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	2	01	200000	01	1	01		96	2	01	2	01	1	01	1	01	3	01	2	01	3	01	1988	01	2	01	1	01		96		97	21376	01	1	01	1	01	06	06	96	512	01	2	08	1.5	2946108	3403380	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	35000	01		96		96	5000	01	4	01	12000000	01	5000000	01	1	01	1	01
2020	ES	329	11	01	2020	1	32902	01	32902	01	32901	01	17	01	3472110	10100	3472110	10100	3472110	10100	681592	01	0	0	0	0	0	0	0	0	0	0	0	0	1390	110100	0	0	0	0	0	0	0	0	0	0	1790	110100	0	0	4397860	20100	0	0	0	0	0	0	0	0	0	0	0	0	1910	40100	0	0	0	0	0	0	0	0	0	0	925750	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	100000	01	1	01	2	01	2	01	2	01	2	01	2	01	4	01	5	01	3	01	2012	01	1	01	1	01		96	65000	01	19227	01	1	01	1	01	96	96	96		96	3	11	1.8	3472110	4153702	0	0	0	1	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	31800	01	20000	01	15000	01	4000	01	5100	01	4	01		96		96	1	01	2	01
2020	ES	330	11	01	2020	1	33002	01	33002	01	33001	01	12	01	2335320	10100	2328120	10100	2328120	10100	799389	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3530	110100	0	0	2636590	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301270	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	1	01	300000	01	1	01	2	01	2	01	2	01	2	01	2	01	4	01	5	01	4	01	1993	01	1	01	1	01		96	100000	01	27947	01	1	01	1	01	06	06	96		96	4	09	2.5	2335320	3134709	1	1	0	2	01	3	01	1	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	33000	01	48000	01		96	10000	01		96	4	01		96		96	2	01	1	01
2020	ES	331	11	01	2020	1	33102	01	33101	01	33102	01	9	01	4427670	10100	4427670	10100	4427670	10100	748989	01	0	0	0	0	0	0	0	0	0	0	0	0	34940	110100	0	0	0	0	0	0	0	0	0	0	-116370	110100	0	0	5506980	20100	0	0	0	0	0	0	0	0	0	0	0	0	39110	40100	0	0	0	0	0	0	0	0	0	0	1079310	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1989	01	2	01	1	01		96	85000	01	21580	01	1	01	1	01	96	96	96		96	4	09	2.5	4427670	5176659	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01		96	7000	01	25800	01	1	01		97		96	2	01	3	01
2020	ES	332	10	01	2020	1	33201	01	33201	01		96	16	01	1835380	10100	1835380	10100	403900	10100	310306	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	110100	0	0	236340	110100	0	0	2439760	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	10100	0	0	304380	1100	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	3	01	400000	01	1	01		96	2	01	1	01	2	01	2	01	4	01	4	01	4	01	1976	01	2	01	1	01	35000	01	110000	01	50640	01	1	01	1	01	06	06	96		96	1	06	1	1835380	2145686	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	70000	01		96	1500	01		96	4	01		96		96	1	01	1	01
2020	ES	333	10	01	2020	1	33302	01	33302	01		96	15	01	3498200	10100	3498200	10100	803570	10100	946989	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226220	110100	0	0	4123270	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625070	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	5	01	90000	01	3	01		96	2	01	2	01	1	01	2	01	4	01	1	01	6	01	2000	01	2	01	1	01		96	140000	01	29614	01	1	01	1	01	96	96	96		96	2	07	1.5	3498200	4445189	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	120000	01	50000	01		96	2000	01	1	01	35000000	01		96	2	01	4	01
2020	ES	334	10	01	2020	1	33401	01	33401	01		96	21	01	4653030	10100	4653030	10100	725230	12100	1090767	01	686190	110100	0	0	0	0	0	0	0	0	0	0	171660	110100	216000	110100	0	0	30000	112000	0	0	0	0	185160	110100	0	0	5642700	20100	686190	40100	0	0	0	0	0	0	0	0	0	0	211410	40100	216000	10100	0	0	30000	12000	0	0	0	0	959670	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	160000	01	2	01		96	1	01	2	01	1	01	1	01	4	01	2	01	5	01	2009	01	2	01	1	01		96	150000	01	42616	01	1	01	1	01	96	96	96	400	01	2	07	1.5	4653030	5527797	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01	30000	01	1000	01	10000	01	1	01	31000000	01	13900000	01	1	01	4	01
2020	ES	335	10	01	2020	1	33501	01	33501	01		96	13	01	2740040	10100	2740040	10100	-318280	10100	873789	01	0	0	0	0	0	0	0	0	0	0	0	0	27320	110100	0	0	0	0	0	0	200000	110100	0	0	145600	110100	0	0	3840560	20100	0	0	0	0	0	0	0	0	0	0	0	0	31490	40100	0	0	0	0	0	0	200000	10100	0	0	900520	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	200000	01	2	01	2	01	1	01	1	01	1	01	1	01	4	01	1	01	4	01	2000	01	2	01	1	01		96	120000	01	18989	01	1	01	1	01	96	96	96		96	1	06	1	2740040	3613829	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	100000	01	25000	01	15000	01		96	4	01	30000000	01		96	1	01	3	01
2020	ES	337	10	01	2020	1	33702	01	33701	01	33702	01	13	01	2174570	10100	2174570	10100	299860	10100	198358	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-123570	110100	0	0	2286980	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112410	1100	3	01	3	01		96	2	01	2	01	2	01	1	01	1	01	1	01	1	01	3	01	2	01	200000	01	2	01		96	2	01	1	01	1	01	2	01	4	01	4	01	4	01	1965	01	2	01	2	01	45000	01	100000	01	54639	01	1	01	1	01	06	06	06		96	2	07	1.5	2174570	2372928	0	0	1	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	65000	01		96	4000	01		96	4	01		96		96	2	01	1	01
2020	ES	338	10	01	2020	1	33801	01	33801	01		96	13	01	985026	10100	855026	10100	855026	10100	867789	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659024	110100	0	0	3510	110100	0	0	1901370	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659024	10100	0	0	257320	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	180000	01	1	01	2	01	1	01	1	01	1	01	1	01	4	01	1	01	6	01	1990	01	2	01	1	01		96	120000	01	29485	01	1	01	1	01	06	06	96		96	2	10	1.5	985026	1852815	1	1	0	2	01	3	01	2	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	36200	01	60000	01	6000	01	6000	01	3000	01	4	01		97		96	2	01	3	01
2020	ES	339	11	01	2020	1	33901	01	33901	01		96	11	01	1649790	10100	1649790	10100	0	0	821158	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789100	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139310	1100		96	3	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	140000	01	1	01	1	01	2	01	2	01	2	01	1	01	4	01	1	01	5	01	1976	01	2	01	1	01		96	130000	01	25239	01	1	01	1	01	06	06	96		96	1	06	1	1649790	2470948	0	0	0	2	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	10000	01	35000	01	1000	01	2000	01	3800	01	4	01		97		96	2	01	1	01
2020	ES	340	11	01	2020	1	34002	01	34001	01	34002	01	12	01	9452880	10100	9452880	10100	9452880	10100	972304	01	0	0	0	0	0	0	0	0	0	0	0	0	16950	110100	0	0	0	0	0	0	0	0	0	0	-60840	110100	0	0	15230070	20100	0	0	0	0	0	0	0	0	0	0	0	0	21740	40100	0	0	0	0	0	0	0	0	0	0	5777190	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	6	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1996	01	2	01	1	01		96	150000	01	24543	01	1	01	1	01	96	96	96		96	2	08	1.5	9452880	10425184	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	35000	01	3500	01	1000	01	14500	01	1	01	5000000	01		96	2	01	4	01
2020	ES	343	10	01	2020	1	34301	01	34301	01		96	13	01	2262220	10100	2262220	10100	2262220	10100	0	00	0	0	0	0	0	0	0	0	900000	110100	0	0	5090	110100	0	0	0	0	0	0	0	0	0	0	34240	110100	0	0	2393950	20100	0	0	0	0	0	0	0	0	900000	10100	0	0	6690	40100	0	0	0	0	0	0	0	0	0	0	131730	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	130000	01	1	01		96	2	01	1	01	2	01	2	01	3	01	3	01	2	01	2016	01	2	01	2	01	75000	01		96	81097	01	1	01	1	01	01	06	06		96	1	02	1	2262220	2262220	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	15000	01		96	4000	01		96	3	01		96		96	2	01	3	01
2020	ES	344	10	01	2020	1	34401	01	34401	01		96	17	01	2789070	10100	2789070	10100	558350	10100	225587	01	0	0	0	0	0	0	0	0	0	0	0	0	290550	110100	0	0	0	0	0	0	9600	110100	0	0	-277400	110100	0	0	2983500	20100	0	0	0	0	0	0	0	0	0	0	0	0	348300	40100	0	0	0	0	0	0	9600	10100	0	0	184830	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	100000	01	2	01	2	01	1	01	2	01	2	01	2	01	3	01	4	01	3	01	1978	01	2	01	1	01	34000	01	90000	01	42614	01	1	01	1	01	96	96	96		96	1	06	1	2789070	3014657	0	0	0	1	01	3	01	1	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	5300	01	25000	01	12000	01	4500	01	8900	01	1	01		96		96	1	01	4	01
2020	ES	345	10	01	2020	1	34501	01	34501	01		96	10	01	1448600	10100	1448600	10100	24920	10100	543587	01	24920	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453190	20100	24920	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4590	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	4	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1967	01	2	01	1	01		96	70000	01	18864	01	1	01	1	01	96	96	96		96	1	06	1	1448600	1992187	0	0	0	3	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96		96	2	01		97		96	2	01	4	01
2020	ES	347	11	01	2020	1	34702	01	34702	01	34701	01	17	01	15576510	10100	15576510	10100	15576510	10100	0	00	2000000	110100	0	0	0	0	0	0	0	0	0	0	1539180	110100	0	0	0	0	0	0	0	0	0	0	2330480	110100	0	0	22600860	22100	2000000	40100	0	0	0	0	0	0	0	0	0	0	1900480	40100	0	0	0	0	0	0	0	0	0	0	7024350	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01	1	01	2	01	2	01	2	01	1	01	4	01	3	01	6	01	2012	01	2	01	1	01	190000	01		96	214927	01	1	01	1	01	96	96	96		96	5	13	2.4	15576510	15576510	0	0	0	1	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	2	01	250000	01	40000	01	10000	01		96	46700	01	1	01		96		96	1	01	4	01
2020	ES	348	10	01	2020	1	34801	01	34802	01	34803	01	19	01	9536170	10100	9536170	10100	7138760	10100	1281789	01	1524640	110100	0	0	0	0	0	0	0	0	0	0	580230	110100	177000	110100	0	0	0	0	0	0	0	0	1570950	110100	0	0	14659920	20100	1815410	40100	0	0	0	0	0	0	0	0	0	0	716330	40100	177000	10100	0	0	0	0	0	0	0	0	5123750	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	600000	01	1	01		96	2	01	2	01	1	01	2	01	4	01	2	01	6	01	1993	01	1	01	1	01		96	300000	01	131114	01	1	01	1	01	06	06	96	2500	01	6	14	3.1	9536170	10640959	0	0	0	2	01	2	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	200000	01	50000	01		96	26700	01	4	01	200000000	01	20000000	01	1	01	1	01
2020	ES	349	11	01	2020	1	34901	01	34901	01		96	15	01	6434425	12093	6434425	12093	4787845	12090	1039389	01	0	0	0	0	0	0	0	0	1440000	110100	1440000	110100	2739300	110100	0	0	0	0	0	0	0	0	0	0	-143500	110100	0	0	6975836	22093	0	0	0	0	0	0	0	0	1440000	10100	1440000	10100	3381840	40100	0	0	0	0	0	0	0	0	0	0	541412	1092		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	150000	01	2	01		96	2	01	1	01	2	01	1	01	4	01	1	01	5	01	1997	01	1	01	1	01		96	170000	01	35923	01	1	01	1	01	96	96	96		96	3	10	2	6434425	7473814	0	0	0	3	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01		96		96	18500	01	2	01	55000000	01		96	2	01	4	01
2020	ES	352	10	01	2020	1	35202	01	35201	01	35202	01	11	01	3602690	10100	3602690	10100	3602690	10100	797233	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-253730	110100	0	0	4109300	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506610	1100		96	3	01	3	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	3	01	200000	01	1	01	2	01	2	01	2	01	2	01	2	01	3	01	5	01	5	01	2019	01	2	01	1	01		96	100000	01	8864	01	1	01	1	01	01	06	96		96	4	12	2.1	3602690	4399923	0	0	0	1	01	1	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	10000	01	60000	01	30000	01	7500	01		96	4	01		96		96	2	01	2	01
2020	ES	353	10	01	2020	1		97	35301	01	35302	01	12	01	4919280	10100	4509350	10100	4509350	10100	682306	01	0	0	0	0	0	0	0	0	0	0	0	0	55380	110100	0	0	0	0	0	0	0	0	0	0	-22790	110100	0	0	6431480	20100	0	0	0	0	0	0	0	0	0	0	0	0	70030	40100	0	0	0	0	0	0	0	0	0	0	1512200	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01	1	01	2	01	1	01	2	01	1	01	4	01	1	01	3	01	1975	01	2	01	1	01		96	100000	01	20635	01	1	01	1	01	96	96	96		96	2	08	1.5	4919280	5601586	0	0	0	1	01	3	01	1	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	56000	01	70000	01	15000	01	3000	01	19100	01	1	01	31600000	01		96	2	01	4	01
2020	ES	354	10	01	2020	1	35401	01	35401	01		96	17	01	2466760	10100	2201760	10100	2201760	10100	0	00	0	0	0	0	0	0	240000	110100	30000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2120	110100	0	0	2838550	20100	0	0	0	0	0	0	240000	10100	30000	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371790	1100	3	01	2	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	2	01	200000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	3	01	4	01	2019	01	1	01	1	01	75000	01		96	88364	01	1	01	1	01	01	06	96		96	3	10	1.6	2466760	2466760	0	0	0	2	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	2	01	25000	01	40000	01	24000	01	2700	01		96	3	01		96		96	1	01	1	01
2020	ES	355	10	01	2020	1	35501	01	35501	01	35502	01	17	01	6957410	10100	6957410	10100	6957410	10100	905314	01	0	0	0	0	0	0	0	0	0	0	0	0	1670	110100	0	0	0	0	0	0	0	0	0	0	-25470	110100	0	0	9491170	20100	0	0	0	0	0	0	0	0	0	0	0	0	2090	40100	0	0	0	0	0	0	0	0	0	0	2533760	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	1	01	2	01	2	01	2	01	2	01	2	01	4	01	1	01	4	01	2001	01	2	01	1	01		96	100000	01	19843	01	1	01	1	01	96	96	96		96	4	12	2.5	6957410	7862724	0	0	0	1	01	3	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	1	01	2	01	2	01	2	01	49000	01	70000	01	15000	01	2800	01	24200	01	1	01	30000000	01		96	1	01	4	01
2020	ES	356	10	01	2020	1		97	35601	01		96	14	01	1779710	10100	1779710	10100	-63570	10100	669106	01	0	0	0	0	0	0	0	0	0	0	0	0	53810	110100	0	0	0	0	0	0	120000	110100	0	0	-2620	110100	0	0	2160830	20100	0	0	0	0	0	0	0	0	0	0	0	0	66430	40100	0	0	0	0	0	0	120000	10100	0	0	261120	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	4	01	1972	01	2	01	1	01		96	100000	01	24681	01	1	01	1	01	96	96	96		96	2	10	1.5	1779710	2448816	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01	25000	01	2600	01	7300	01	1	01	25000000	01		96	1	01	3	01
2020	ES	357	10	01	2020	1	35702	01	35701	01	35702	01	15	01	2867540	10100	2867540	10100	2867540	10100	936447	01	134720	110100	0	0	0	0	0	0	0	0	0	0	0	0	420000	110100	0	0	0	0	0	0	0	0	-69880	110100	0	0	3176410	20100	134720	40100	0	0	0	0	0	0	0	0	0	0	0	0	420000	10100	0	0	0	0	0	0	0	0	308870	1100	3	01	3	01	3	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	2	01	250000	01	1	01	2	01	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2001	01	2	01	1	01		96	100000	01	54556	01	1	01	1	01	06	06	96	720	01	4	12	2.5	2867540	3383987	0	0	0	2	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	13000	01	30000	01	3000	01	2200	01	5200	01	4	01	25000000	01	8000000	01	2	01	1	01
2020	ES	359	10	01	2020	1	35901	01	35901	01		96	19	01	1024650	10100	1024650	10100	72000	10100	844067	01	0	0	0	0	0	0	0	0	72000	110100	0	0	0	0	62352	112000	0	0	0	0	0	0	0	0	0	0	0	0	1024650	20100	0	0	0	0	0	0	0	0	72000	10100	0	0	0	0	62352	12000	0	0	0	0	0	0	0	0	0	0	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	1	01	85000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2011	01	2	01	1	01		96		97	17066	01	1	01	1	01	01	06	96	125	01	1	03	1	1024650	1806365	0	1	0	2	01	1	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96		96	3	01		97		97	2	01	1	01
2020	ES	361	10	01	2020	1	36101	01	36101	01		96	16	01	960070	10100	960070	10100	10330	10100	579106	01	0	0	0	0	0	0	0	0	0	0	0	0	7180	110100	0	0	0	0	0	0	0	0	0	0	-3150	110100	0	0	958600	20100	0	0	0	0	0	0	0	0	0	0	0	0	8860	40100	0	0	0	0	0	0	0	0	0	0	-1470	1100		96	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	1	01	80000	01	1	01		96	2	01	2	01	2	01	1	01	4	01	1	01	2	01	1959	01	2	01	1	01		96	70000	01	15614	01	1	01	1	01	06	06	96		96	1	06	1	960070	1539176	1	1	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01		96		96		96	4	01		97		96	2	01	1	01
2020	ES	362	11	01	2020	1	36201	01	36201	01		96	11	01	5363166	12065	5363166	12065	5363166	12065	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14610	110100	0	0	6055214	32062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692048	1038	2	01	2	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	400000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	3	01	4	01	2006	01	2	01	1	01	60000	01		96	70614	01	1	01	1	01	06	06	96		96	4	09	2.5	5363166	5363166	0	0	0	1	01	2	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96	15400	01	7300	01	2	01		96		96	2	01	1	01
