HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F	HI022	HI022_F	HI090	HI090_F	HI100_1	HI100_1_F	HI100_2	HI100_2_F	HI100_3	HI100_3_F	HI100_4	HI100_4_F	HI100_5	HI100_5_F	HI100_6	HI100_6_F	HI100_7	HI100_7_F	HI100_8	HI100_8_F	HI100_9	HI100_9_F	HI110_1	HI110_1_F	HI110_2	HI110_2_F	HI110_3	HI110_3_F	HI110_4	HI110_4_F	HI120	HI120_F	HC010	HC010_F	HC020	HC020_F	HC030	HC030_F	HC040	HC040_F	HC050	HC050_F	HV010	HV010_F	HV070	HV070_F	HV020	HV020_F	HV080	HV080_F
2020	ES	6347	10	01	2020	1		97	634701	01		96	13	01	1447580	10100	1447580	10100	0	0	670306	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455050	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7470	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	4	01	100000	01	2	01		96	2	01	2	01	2	01	1	01	4	01	1	01	4	01	1965	01	1	01	1	01		96	100000	01	20767	01	1	01	1	01	96	96	96		96	1	06	1	1447580	2117886	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	20000	01		96		96		96	4	01	22000000	01		96	2	01	1	01
2020	ES	6348	10	01	2020	1	634802	01	634801	01		96	20	01	4658080	10100	4658080	10100	4658080	10100	898114	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54921	110100	0	0	0	0	360000	110100	360000	110100	8100	110100	0	0	6525980	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54921	10100	0	0	0	0	360000	10100	360000	10100	1507900	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	4	01	2009	01	1	01	1	01		96	100000	01	23981	01	1	01	1	01	96	96	96	500	01	3	11	1.8	4658080	5501273	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01	20000	01	10000	01	13800	01	1	01	25000000	01	8500000	01	1	01	2	01
2020	ES	6349	10	01	2020	1	634901	01	634901	01		96	14	01	4278490	10100	4141210	10100	4141210	10100	873587	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-120920	110100	0	0	4964010	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685520	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	450000	01	3	01		96	2	01	2	01	2	01	2	01	3	01	1	01	5	01	1980	01	2	01	1	01		96	160000	01	16877	01	1	01	1	01	96	96	96		96	3	09	2	4278490	5152077	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	50000	01	10000	01	4500	01	40000	01	1	01	20000000	01		96	2	01	3	01
2020	ES	6350	10	01	2020	1	635002	01	635001	01	635002	01	11	01	1725320	10100	1725320	10100	214530	10100	611987	01	0	0	0	0	0	0	0	0	0	0	0	0	129750	110100	0	0	0	0	0	0	0	0	0	0	-84780	110100	0	0	1761840	20100	0	0	0	0	0	0	0	0	0	0	0	0	212520	40100	0	0	0	0	0	0	0	0	0	0	36520	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	4	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1958	01	2	01	1	01		96	90000	01	23947	01	1	01	1	01	96	96	96		96	2	07	1.5	1725320	2337307	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96	3300	01	4	01		97		96	2	01	1	01
2020	ES	6352	11	01	2020	1	635201	01	635201	01		96	20	01	4156460	10100	4156460	10100	4156460	10100	772114	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77463	110100	0	0	0	0	0	0	0	0	127460	110100	0	0	5228390	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77463	10100	0	0	0	0	0	0	0	0	1071930	1100	3	01	3	01	1	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	130000	01	2	01	2	01	2	01	2	01	2	01	2	01	4	01	2	01	3	01	2001	01	2	01	1	01		96	70000	01	23953	01	1	01	1	01	01	06	96	400	01	2	08	1.5	4156460	4851111	0	0	0	2	01	3	01	1	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	10000	01	40000	01	10000	01	5000	01	7300	01	3	01		97	4100000	01	2	01	1	01
2020	ES	6353	11	01	2020	1	635301	01	635301	01		96	10	01	1568460	10100	1568460	10100	223430	10100	442267	01	222630	110100	0	0	0	0	0	0	0	0	0	0	650	110100	0	0	0	0	0	0	0	0	0	0	-150	110100	0	0	1568460	20100	222630	40100	0	0	0	0	0	0	0	0	0	0	800	40100	0	0	0	0	0	0	0	0	0	0	0	0		96	3	01		96	2	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	3	01	220000	01	1	01		96	2	01	2	01	1	01	1	01	1	01	1	01	5	01	1959	01	2	01	1	01		96		97	25295	01	1	01	1	01	06	06	96		96	1	06	1	1568460	2010727	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	50000	01		96		96		96	2	01		97		96	1	01	4	01
2020	ES	6355	11	01	2020	1	635501	01	635501	01		96	19	01	3675810	10100	3675810	10100	3675810	10100	624618	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-127370	110100	0	0	4522710	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846900	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	180000	01	2	01		96	2	01	2	01	1	01	2	01	3	01	1	01	3	01	2015	01	2	01	1	01		96		97	13614	01	1	01	1	01	96	96	96		96	3	09	2	3675810	4300428	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	45000	01	6000	01	25000	01		97	4	01	6000000	01		96	2	01	1	01
2020	ES	6356	11	01	2020	1	635601	01	635601	01		96	11	01	6139950	10100	6139950	10100	6139950	10100	786433	01	0	0	0	0	0	0	0	0	0	0	0	0	7190	110100	480000	110100	0	0	0	0	0	0	0	0	-187360	110100	0	0	8040980	20100	0	0	0	0	0	0	0	0	0	0	0	0	10750	40100	480000	10100	0	0	0	0	0	0	0	0	1901030	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	1	01		96	1	01	2	01	2	01	1	01	3	01	2	01	5	01	2008	01	2	01	1	01		96	100000	01	61093	01	1	01	1	01	96	96	96	1100	01	4	12	2.1	6139950	6446383	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	100000	01		96	4000	01	17000	01	1	01	13000000	01	23600000	01	1	01	2	01
2020	ES	6357	11	01	2020	1		97	635701	01		96	12	01	1517110	10100	1489110	10100	0	0	617758	01	0	0	0	0	0	0	28000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1517110	20100	0	0	0	0	0	0	28000	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	3	01	160000	01	2	01		96	2	01	2	01	1	01	1	01	4	01	1	01	4	01	1978	01	2	01	1	01		96	70000	01	15031	01	1	01	1	01	06	06	96		96	2	07	1.5	1517110	2134868	0	1	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	35000	01		96		96		96	1	01		97		96	2	01	2	01
2020	ES	6358	11	01	2020	1	635801	01	635801	01		96	14	01	3756760	10100	3756760	10100	2379810	10100	1209587	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	110100	0	0	0	0	0	0	0	0	-56230	110100	0	0	4317380	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402000	10100	0	0	0	0	0	0	0	0	560620	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	300000	01	2	01		96	2	01	2	01	1	01	2	01	1	01	2	01	6	01	1964	01	2	01	1	01		96	250000	01	55737	01	1	01	1	01	96	96	96	1100	01	3	11	1.8	3756760	4564347	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	70000	01	20000	01	6000	01	2100	01	1	01	71000000	01	8000000	01	1	01	2	01
2020	ES	6361	11	01	2020	1	636101	01	636101	01		96	7	01	4325930	10100	4325930	10100	4325930	10100	774189	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	110100	0	0	0	0	0	0	0	0	26110	110100	0	0	5275120	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	10100	0	0	0	0	0	0	0	0	949190	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	350000	01	2	01		96	2	01	2	01	2	01	1	01	4	01	2	01	4	01	2000	01	1	01	1	01		96	100000	01	30522	01	1	01	1	01	96	96	96	400	01	3	11	2	4325930	5094719	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01		96	4000	01	7800	01	1	01	33000000	01	3000000	01	2	01	4	01
2020	ES	6362	11	01	2020	1	636201	01	636201	01		96	14	01	6645760	10100	6645760	10100	6645760	10100	844067	01	202240	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24690	110100	0	0	8872110	20100	202240	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226350	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	400000	01	2	01	1	01	2	01	2	01	2	01	2	01	4	01	1	01	5	01	2003	01	2	01	1	01		96		97	37001	01	1	01	1	01	06	06	96		96	4	12	2.3	6645760	7489827	0	0	0	1	01	3	01	1	01	2	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	60000	01		97		96	24000	01		97	4	01		97		96	1	01	1	01
2020	ES	6363	11	01	2020	1	636301	01	636301	01		96	22	01	8092640	10100	8092640	10100	8092640	10100	981087	01	0	0	0	0	0	0	0	0	0	0	0	0	16190	110100	32400	110100	0	0	0	0	18000	110100	0	0	-334550	110100	0	0	10947950	20100	0	0	0	0	0	0	0	0	0	0	0	0	20140	40100	32400	10100	0	0	0	0	18000	10100	0	0	2837310	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	6	01	300000	01	2	01		96	2	01	2	01	2	01	1	01	4	01	2	01	4	01	2010	01	2	01	1	01		96	120000	01	36466	01	1	01	1	01	96	96	96	997	01	3	11	1.8	8092640	9041327	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	25000	01	14000	01		96	17500	01	1	01	36700000	01	13380300	01	2	01	3	01
2020	ES	6364	11	01	2020	1	636401	01	636401	01		96	17	01	6405000	10100	6405000	10100	6405000	10100	980833	01	0	0	0	0	0	0	0	0	0	0	0	0	12900	110100	36000	110100	0	0	0	0	0	0	0	0	-41700	110100	0	0	8618090	20100	0	0	0	0	0	0	0	0	0	0	0	0	15990	40100	36000	10100	0	0	0	0	0	0	0	0	2213090	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	270000	01	2	01		96	2	01	1	01	1	01	2	01	3	01	2	01	6	01	2003	01	2	01	1	01		96	160000	01	35881	01	1	01	1	01	96	96	96	200	01	3	11	2	6405000	7349833	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01	20000	01	7000	01	35000	01	1	01	35000000	01	960000	01	2	01	4	01
2020	ES	6365	11	01	2020	1	636501	01	636501	01		96	9	01	1521020	10100	1521020	10100	-158980	10100	624618	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158980	110100	0	0	1822483	13092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301463	1053		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	110000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	1	01	6	01	2005	01	2	01	1	01		96		97	42258	01	1	01	1	01	96	96	96		96	1	06	1	1521020	2145638	0	0	0	3	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	12000	01		96	1500	01		96	1	01		97		96	2	01	3	01
2020	ES	6366	11	01	2020	1	636601	01	636601	01		96	16	01	1870450	10100	1870450	10100	82030	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26550	110100	0	0	1959140	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88690	1100	2	01	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	2	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	3	01	4	01	1980	01	2	01	2	01	49000	01		96	58989	01	1	01	1	01	06	06	06		96	2	07	1.5	1870450	1870450	0	0	1	2	01	1	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	40000	01		96	2400	01		96	4	01		96		96	2	01	1	01
2020	ES	6367	11	01	2020	1	636701	01	636701	01		96	10	01	112920	10100	71700	10100	71700	10100	640306	01	0	0	0	0	0	0	0	0	0	0	0	0	15170	110100	0	0	0	0	0	0	0	0	0	0	-49850	110100	0	0	111320	20100	0	0	0	0	0	0	0	0	0	0	0	0	18830	40100	0	0	0	0	0	0	0	0	0	0	-1600	1100		96	2	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	180000	01	1	01	2	01	2	01	2	01	1	01	1	01	4	01	1	01	3	01	1981	01	2	01	1	01		96	100000	01	29218	01	1	01	1	01	01	06	96		96	1	05	1	112920	753226	1	1	0	2	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	15000	01	15000	01	3000	01		96		96	2	01		97		96	2	01	4	01
2020	ES	6369	10	01	2020	1	636901	01	636901	01	636902	01	16	01	1971184	12049	1971184	12049	1971184	12049	873909	01	0	0	0	0	0	0	0	0	0	0	0	0	6690	110100	0	0	0	0	0	0	0	0	0	0	-42840	110100	0	0	2796809	32060	0	0	0	0	0	0	0	0	0	0	0	0	13390	40100	0	0	0	0	0	0	0	0	0	0	825625	1087		96	3	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	300000	01	2	01		96	2	01	1	01	2	01	2	01	4	01	1	01	3	01	1994	01	2	01	1	01		96	120000	01	22727	01	1	01	1	01	06	06	96		96	2	08	1.5	1971184	2845093	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	70000	01		96		96	25000	01	2	01	38000000	01		96	2	01	2	01
2020	ES	6370	10	01	2020	1	637001	01	637001	01		96	18	01	7861572	12100	7861572	12100	7861572	12100	943389	01	0	0	0	0	0	0	0	0	0	0	0	0	52410	110100	0	0	0	0	0	0	139678	112000	0	0	-117520	110100	0	0	12112640	20100	0	0	0	0	0	0	0	0	0	0	0	0	65280	40100	0	0	0	0	0	0	139678	12000	0	0	4111390	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	6	01	250000	01	2	01		96	1	01	2	01	2	01	2	01	4	01	1	01	5	01	2000	01	2	01	1	01		96	140000	01	21282	01	1	01	1	01	96	96	96		96	1	03	1	7861572	8804961	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96		97		96		96	13300	01	1	01	40000000	01		96	2	01	4	01
2020	ES	6371	11	01	2020	1	637101	01	637101	01		96	19	01	3059790	10100	2959790	10100	2959790	10100	0	00	0	0	0	0	0	0	100000	110100	84000	110100	84000	110100	0	0	0	0	0	0	0	0	0	0	0	0	-126800	110100	0	0	3586290	20100	0	0	0	0	0	0	100000	10100	84000	10100	84000	10100	0	0	0	0	0	0	0	0	0	0	0	0	526500	1100	3	01	3	01	3	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	1	01	250000	01	1	01	1	01	2	01	1	01	1	01	2	01	4	01	3	01	4	01	2016	01	1	01	2	01	100000	01		96	111239	01	1	01	1	01	01	06	06		96	3	10	2	3059790	3059790	0	0	0	2	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	1	01	2	01	2	01	2	01		97	35000	01		96	9000	01		96	3	01		96		96	2	01	1	01
2020	ES	6372	11	01	2020	1	637201	01	637201	01		96	19	01	2229780	10100	2229780	10100	2229780	10100	748306	01	0	0	0	0	0	0	0	0	0	0	0	0	32730	110100	0	0	0	0	0	0	0	0	0	0	40450	110100	0	0	2590630	20100	0	0	0	0	0	0	0	0	0	0	0	0	40410	40100	0	0	0	0	0	0	0	0	0	0	360850	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	2	01	220000	01	1	01	1	01	2	01	1	01	2	01	2	01	4	01	1	01	5	01	1980	01	2	01	1	01		96	120000	01	21700	01	1	01	1	01	06	06	96		96	2	08	1.5	2229780	2978086	0	0	0	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	60000	01		96	6000	01	5000	01	4	01		97		96	2	01	1	01
2020	ES	6377	10	01	2020	1	637702	01	637701	01	637702	01	9	01	3602750	10100	3602750	10100	592270	10100	721166	01	364640	110100	0	0	0	0	0	0	0	0	0	0	890	110100	0	0	0	0	0	0	0	0	0	0	-226740	110100	0	0	3697690	20100	364640	40100	0	0	0	0	0	0	0	0	0	0	1140	40100	0	0	0	0	0	0	0	0	0	0	94940	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	1	01	6	01	1992	01	2	01	1	01		96	100000	01	19337	01	1	01	1	01	96	96	96		96	3	09	2	3602750	4323916	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	65000	01		96		96		96	4	01	30000000	01		96	2	01	1	01
2020	ES	6378	10	01	2020	1		97	637801	01		96	12	01	3027380	10100	3027380	10100	3027380	10100	826114	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	110100	0	0	-81840	110100	0	0	4009790	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	10100	0	0	942410	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	5	01	200000	01	2	01		96	2	01	1	01	2	01	2	01	4	01	5	01	5	01	2017	01	2	01	1	01		96	80000	01	21572	01	1	01	1	01	96	96	96		96	1	05	1	3027380	3853494	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	20000	01	5000	01	5000	01		96	1	01		96		96	2	01	3	01
2020	ES	6379	10	01	2020	1		97	637901	01	637902	01	13	01	6157700	10100	6157700	10100	4256050	10100	642106	01	750600	110100	0	0	0	0	0	0	0	0	0	0	1167640	110100	0	0	0	0	0	0	0	0	0	0	333430	110100	0	0	8100960	20100	935220	40100	0	0	0	0	0	0	0	0	0	0	1441530	40100	0	0	0	0	0	0	0	0	0	0	1943260	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	140000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1985	01	2	01	1	01		96	90000	01	20675	01	1	01	1	01	96	96	96		96	2	07	1.5	6157700	6799806	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	40000	01	6000	01		96	6200	01	1	01	30000000	01		96	2	01	4	01
2020	ES	6380	10	01	2020	1	638002	01	638001	01	638002	01	15	01	6714240	10100	6224930	10100	1686200	10100	705958	01	767170	110100	0	0	0	0	0	0	0	0	0	0	5860	110100	0	0	0	0	0	0	0	0	0	0	-5480	110100	0	0	7774460	20100	767170	40100	0	0	0	0	0	0	0	0	0	0	10190	40100	0	0	0	0	0	0	0	0	0	0	1060220	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01		96	1	01	2	01	2	01	1	01	4	01	1	01	6	01	1983	01	2	01	1	01		96	95000	01	21939	01	1	01	1	01	96	96	96		96	4	09	2.5	6714240	7420198	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	100000	01		96	4000	01	10800	01	4	01	23000000	01		96	2	01	1	01
2020	ES	6382	11	01	2020	1	638201	01	638201	01		96	15	01	1860810	10100	1234640	10100	1234640	10100	0	00	600000	110100	0	0	0	0	0	0	600000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-740	110100	0	0	1913870	32100	600000	13100	0	0	0	0	0	0	600000	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53060	1100	3	01	3	01		96	2	01	1	01	2	01	1	01	3	01	1	01	1	01	3	01	3	01	90000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	3	01	5	01	2006	01	1	01	2	01	63000	01		96	80914	01	1	01	1	01	01	06	06		96	1	05	1	1860810	1860810	0	0	0	2	01	3	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	150000	01	30000	01	2000	01		96		96	4	01		96		96	1	01	1	01
2020	ES	6383	11	01	2020	1	638301	01	638301	01		96	10	01	2716850	10100	2716850	10100	2716850	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83150	110100	0	0	4000000	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283150	1100	2	01	2	01		96	1	01	1	01	2	01	1	01	3	01	1	01	1	01	1	01	3	01	300000	01	2	01		96	1	01	1	01	1	01	2	01	3	01	4	01	4	01	2011	01	2	01	1	01	73000	01	90000	01	78614	01	1	01	1	01	06	06	96		96	1	02	1	2716850	2716850	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	25000	01	20000	01	800	01	28700	01	1	01		96		96	2	01	1	01
2020	ES	6384	11	01	2020	1	638401	01	638401	01		96	19	01	1217680	10100	418800	10100	418800	10100	682389	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7520	110100	0	0	1263150	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45470	1100		96	2	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	1	01	100000	01	1	01		96	2	01	1	01	2	01	1	01	4	01	1	01	3	01	1996	01	2	01	2	01		96	70000	01	18056	01	1	01	1	01	06	01	06		96	2	08	1.5	1217680	1900069	1	1	1	2	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	30000	01		96		97		96	4	01	18000000	01		96	2	01	1	01
2020	ES	6385	11	01	2020	1	638501	01	638501	01		96	17	01	5963580	10100	5963580	10100	5963580	10100	930514	01	0	0	0	0	0	0	0	0	0	0	0	0	19700	110100	206400	110100	0	0	0	0	0	0	0	0	-72080	110100	0	0	7852300	20100	0	0	0	0	0	0	0	0	0	0	0	0	28900	40100	206400	10100	0	0	0	0	0	0	0	0	1888720	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	300000	01	2	01	2	01	2	01	1	01	1	01	1	01	4	01	2	01	3	01	2010	01	2	01	1	01		96	110000	01	39627	01	1	01	1	01	96	96	96	540	01	2	08	1.5	5963580	6687694	0	0	0	1	01	3	01	2	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	60000	01	40000	01	12000	01	1000	01	36000	01	1	01	18400000	01	11000000	01	1	01	1	01
2020	ES	6386	11	01	2020	1	638601	01	638601	01		96	15	01	3583890	10100	3530340	10100	833830	10100	719589	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7923	110100	0	0	0	0	0	0	0	0	-220410	110100	0	0	4281210	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7923	10100	0	0	0	0	0	0	0	0	697320	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	5	01	130000	01	2	01		96	2	01	2	01	1	01	2	01	4	01	2	01	5	01	1998	01	2	01	1	01		96	80000	01	21868	01	1	01	1	01	96	96	96	416	01	1	05	1	3583890	4295555	0	0	0	1	01	3	01	0	01		96		96		96		96		96		96		96		96		96		96		96		96		96		96	20000	01		96	2400	01		96	2	01		97		97	1	01	4	01
2020	ES	6388	10	01	2020	1		97	638801	01		96	15	01	-1488790	10100	-1488790	10100	-1488790	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11210	110100	0	0	-1500000	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11210	1100	2	01	1	01	2	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	1	01	180000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	3	01	3	01	2014	01	2	01	1	01	94000	01		96	105640	01	1	01	1	01	01	06	96		96	1	02	1	-1488790	-1488790	1	1	0	2	01	1	01	1	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	2	01	2	01	2	01	6200	01	10000	01		96		96		96	4	01		96		96	2	01	1	01
