RB010	RB020	RB030	RB050	RB050_F	RB070	RB070_F	RB080	RB080_F	RB090	RB090_F	RB200	RB200_F	RB210	RB210_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	AROPE
2019	ES	47201	296595895	01	10	01	1933	01	1	01	1	01	3	01		96		96	47202	01		96		96		96		96		96		96		96	96	0	0
2019	ES	47202	296595895	01	06	01	1933	01	2	01	1	01	3	01		96		96	47201	01		96		96		96		96		96		96		96	96	0	0
2019	ES	47401	563626461	01	09	01	1976	01	1	01	1	01	1	01		96		96	47402	01		96		96		96		96		96		96		96	00	0	0
2019	ES	47402	563626461	01	08	01	1977	01	2	01	1	01	1	01		96		96	47401	01		96		96		96		96		96		96		96	00	0	0
2019	ES	47403	563626461	01	09	01	2012	01	2	01	1	01	4	01	47401	01	47402	01		96		96	30	01	8	01	0	01	0	01	20	01	557859832	01	00	0	0
2019	ES	47501	411215953	01	07	01	1934	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	47601	209374539	01	01	01	1965	01	2	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	47602	209374539	01	07	01	2000	01	1	01	1	01	4	01		96	47601	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	47603	209374539	01	12	01	2001	01	1	01	1	01	4	01		96	47601	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	47701	637510982	01	03	01	1947	01	1	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	47801	254236323	01	11	01	1970	01	1	01	1	01	1	01		96		96	47802	01		96		96		96		96		96		96		96	00	0	0
2019	ES	47802	254236323	01	08	01	1970	01	2	01	1	01	1	01		96		96	47801	01		96		96		96		96		96		96		96	00	0	0
2019	ES	47803	254236323	01	10	01	2000	01	1	01	1	01	4	01	47801	01	47802	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	47804	254236323	01	07	01	2003	01	1	01	1	01	4	01	47801	01	47802	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	47901	537585066	01	07	01	1953	01	1	01	1	01	1	01		96		96	47902	01		96		96		96		96		96		96		96	96	0	0
2019	ES	47902	537585066	01	06	01	1966	01	2	01	1	01	1	01		96		96	47901	01		96		96		96		96		96		96		96	00	0	0
2019	ES	47903	537585066	01	01	01	1993	01	2	01	1	01	4	01	47901	01	47902	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48001	469087260	01	07	01	1978	01	1	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48002	469087260	01	07	01	2008	01	2	01	1	01	4	01	48001	01		96		96		96	30	01	0	01	0	01	0	01	0	01	451262423	01	00	0	0
2019	ES	48101	325555893	01	08	01	1953	01	1	01	1	01	3	01		96		96	48103	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48102	325555893	01	10	01	1933	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	48103	325555893	01	05	01	1954	01	2	01	1	01	3	01		96	48102	01	48101	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48104	325555893	01	03	01	1997	01	2	01	1	01	4	01	48101	01	48103	01		96		96		96		96		96		96		96		96	96	0	0
2019	ES	48201	901917155	01	09	01	1965	01	1	01	1	01	1	01		96		96	48202	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48202	901917155	01	03	01	1967	01	2	01	1	01	1	01		96		96	48201	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48203	901917155	01	04	01	1996	01	2	01	1	01	1	01	48201	01	48202	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48204	901917155	01	03	01	2005	01	2	01	1	01	4	01	48201	01	48202	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48301	596027356	01	12	01	1977	01	1	01	1	01	1	01		96		96	48302	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48302	596027356	01	02	01	1977	01	2	01	1	01	1	01		96		96	48301	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48303	596027356	01	01	01	2012	01	1	01	1	01	4	01	48301	01	48302	01		96		96	30	01	0	01	0	01	0	01	0	01	589929224	01	00	0	0
2019	ES	48401	296595895	01	02	01	1934	01	1	01	1	01	3	01		96		96	48402	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48402	296595895	01	05	01	1938	01	2	01	1	01	3	01		96		96	48401	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48501	296595895	01	03	01	1937	01	1	01	1	01	3	01		96		96	48502	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48502	296595895	01	06	01	1937	01	2	01	1	01	4	01		96		96	48501	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48601	751703389	01	09	01	1959	01	2	01	1	01	1	01		96		96	48602	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48602	751703389	01	02	01	1965	01	1	01	1	01	1	01		96		96	48601	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48603	751703389	01	11	01	1992	01	2	01	1	01	1	01	48602	01	48601	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48701	604888746	01	09	01	1960	01	2	01	1	01	2	01		96		96	48702	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48702	604888746	01	07	01	1957	01	1	01	1	01	3	01		96		96	48701	01		96		96		96		96		96		96		96	96	0	0
2019	ES	48703	604888746	01	02	01	1992	01	2	01	1	01	1	01	48702	01	48701	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	48801	329686844	01	06	01	1951	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	1	1
2019	ES	48901	288483617	01	10	01	1969	01	2	01	1	01	4	01		96		96	48902	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48902	288483617	01	07	01	1967	01	1	01	1	01	1	01		96		96	48901	01		96		96		96		96		96		96		96	00	0	0
2019	ES	48903	288483617	01	07	01	2000	01	1	01	1	01	1	01	48902	01	48901	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	49201	359112630	01	06	01	1954	01	1	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	49202	359112630	01	10	01	1986	01	2	01	1	01	1	01	49201	01		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	49203	359112630	01	12	01	2016	01	2	01	1	01	4	01		96	49202	01		96	20	01		96	0	01	0	01	0	01	0	01	382824748	01	00	0	0
2019	ES	49301	549426506	01	09	01	1948	01	1	01	1	01	3	01		96		96	49302	01		96		96		96		96		96		96		96	96	0	0
2019	ES	49302	549426506	01	08	01	1951	01	2	01	1	01	3	01		96		96	49301	01		96		96		96		96		96		96		96	96	0	0
2019	ES	49601	285265203	01	05	01	1933	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	49701	131166596	01	06	01	1965	01	2	01	1	01	4	01		96		96	49702	01		96		96		96		96		96		96		96	00	0	0
2019	ES	49702	131166596	01	03	01	1956	01	1	01	1	01	1	01		96		96	49701	01		96		96		96		96		96		96		96	96	0	0
2019	ES	49703	131166596	01	03	01	1999	01	1	01	1	01	4	01	49702	01	49701	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	49704	131166596	01	03	01	2002	01	2	01	1	01	4	01	49702	01	49701	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	49801	218235340	01	04	01	1944	01	2	01	1	01	3	01		96		96	49802	01		96		96		96		96		96		96		96	96	0	0
2019	ES	49802	218235340	01	12	01	1939	01	1	01	1	01	3	01		96		96	49801	01		96		96		96		96		96		96		96	96	0	0
2019	ES	49901	268000337	01	11	01	1933	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	49902	268000337	01	12	01	1968	01	1	01	1	01	4	01		96	49901	01		96		96		96		96		96		96		96		96	01	1	1
2019	ES	50001	213490047	01	09	01	1980	01	2	01	1	01	1	01		96		96	50002	01		96		96		96		96		96		96		96	00	0	0
2019	ES	50002	213490047	01	11	01	1974	01	1	01	1	01	1	01		96		96	50001	01		96		96		96		96		96		96		96	00	0	0
2019	ES	50003	213490047	01	01	01	1998	01	1	01	1	01	1	01	50002	01	50001	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50004	213490047	01	04	01	2007	01	1	01	1	01	4	01	50002	01	50001	01		96		96	20	01	0	01	0	01	0	01	0	01	207040021	01	00	0	0
2019	ES	50101	183624220	01	03	01	1958	01	2	01	1	01	4	01		96		96	50102	01		96		96		96		96		96		96		96	96	0	1
2019	ES	50102	183624220	01	09	01	1954	01	1	01	1	01	3	01		96		96	50101	01		96		96		96		96		96		96		96	96	0	1
2019	ES	50103	183624220	01	05	01	1980	01	2	01	1	01	1	01	50102	01	50101	01		96		96		96		96		96		96		96		96	00	0	1
2019	ES	50104	183624220	01	06	01	2007	01	1	01	1	01	4	01		96	50103	01		96		96	25	01	0	01	0	01	0	01	0	01	178076509	01	00	0	1
2019	ES	50105	183624220	01	10	01	2009	01	1	01	1	01	4	01		96	50103	01		96		96	20	01	0	01	0	01	0	01	0	01	218276584	01	00	0	1
2019	ES	50106	183624220	01	11	01	2013	01	2	01	1	01	4	01		96	50103	01		96		96	25	01	0	01	0	01	0	01	0	01	209122499	01	00	0	1
2019	ES	50301	265720608	01	11	01	1957	01	2	01	1	01	4	01		96		96	50302	01		96		96		96		96		96		96		96	96	0	0
2019	ES	50302	265720608	01	03	01	1952	01	1	01	1	01	3	01		96		96	50301	01		96		96		96		96		96		96		96	96	0	0
2019	ES	50303	265720608	01	06	01	1977	01	2	01	1	01	1	01	50302	01	50301	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50304	265720608	01	03	01	1983	01	2	01	1	01	1	01	50302	01	50301	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50305	265720608	01	05	01	1990	01	2	01	1	01	1	01	50302	01	50301	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50501	227644011	01	08	01	1951	01	1	01	1	01	3	01		96		96	50502	01		96		96		96		96		96		96		96	96	0	0
2019	ES	50502	227644011	01	09	01	1957	01	2	01	1	01	4	01		96		96	50501	01		96		96		96		96		96		96		96	96	0	0
2019	ES	50503	227644011	01	11	01	1979	01	2	01	1	01	1	01	50501	01	50502	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50504	227644011	01	03	01	2000	01	1	01	1	01	4	01		96	50503	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50701	354847548	01	12	01	1936	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	50702	354847548	01	12	01	1969	01	2	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	50901	345817280	01	08	01	1980	01	2	01	1	01	1	01		96		96	50902	01		96		96		96		96		96		96		96	00	0	0
2019	ES	50902	345817280	01	05	01	1970	01	1	01	1	01	1	01		96		96	50901	01		96		96		96		96		96		96		96	00	0	0
2019	ES	50903	345817280	01	09	01	2017	01	2	01	1	01	4	01	50902	01	50901	01		96	40	01		96	0	01	0	01	0	01	0	01	368651509	01	00	0	0
2019	ES	51101	337389169	01	01	01	1943	01	1	01	1	01	3	01		96		96	51102	01		96		96		96		96		96		96		96	96	0	0
2019	ES	51102	337389169	01	04	01	1945	01	2	01	1	01	3	01		96		96	51101	01		96		96		96		96		96		96		96	96	0	0
2019	ES	51401	377176728	01	09	01	1954	01	1	01	1	01	4	01		96		96	51402	01		96		96		96		96		96		96		96	96	1	1
2019	ES	51402	377176728	01	06	01	1954	01	2	01	1	01	1	01		96		96	51401	01		96		96		96		96		96		96		96	96	1	1
2019	ES	51901	597875415	01	02	01	1965	01	2	01	1	01	1	01		96		96	51902	01		96		96		96		96		96		96		96	00	0	0
2019	ES	51902	597875415	01	10	01	1966	01	1	01	1	01	1	01		96		96	51901	01		96		96		96		96		96		96		96	00	0	0
2019	ES	51903	597875415	01	01	01	1992	01	2	01	1	01	1	01	51902	01	51901	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	51904	597875415	01	11	01	1994	01	2	01	1	01	1	01	51902	01	51901	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	52001	765679953	01	02	01	1963	01	1	01	1	01	1	01		96		96	52002	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52002	765679953	01	09	01	1950	01	2	01	1	01	3	01		96		96	52001	01		96		96		96		96		96		96		96	96	0	0
2019	ES	52101	1505611937	01	02	01	1969	01	2	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	52501	425225162	01	06	01	1980	01	2	01	1	01	2	01		96		96	52502	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52502	425225162	01	12	01	1980	01	1	01	1	01	1	01		96		96	52501	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52503	425225162	01	12	01	2012	01	1	01	1	01	4	01	52502	01	52501	01		96		96	37	01	0	01	0	01	0	01	0	01	484272436	01	00	0	0
2019	ES	52801	405205481	01	04	01	1963	01	2	01	1	01	4	01		96		96	52804	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52802	405205481	01	05	01	1986	01	1	01	1	01	1	01	52804	01	52801	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	52803	405205481	01	01	01	1994	01	2	01	1	01	1	01	52804	01	52801	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	52804	405205481	01	10	01	1959	01	1	01	1	01	1	01		96		96	52801	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52901	386126522	01	12	01	1971	01	2	01	1	01	2	01		96		96	52902	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52902	386126522	01	08	01	1969	01	1	01	1	01	1	01		96		96	52901	01		96		96		96		96		96		96		96	00	0	0
2019	ES	52903	386126522	01	08	01	2006	01	1	01	1	01	4	01	52902	01	52901	01		96		96	30	01	0	01	0	01	0	01	0	01		96	00	0	0
2019	ES	53001	340923343	01	12	01	1943	01	1	01	1	01	3	01		96		96	53002	01		96		96		96		96		96		96		96	96	0	0
2019	ES	53002	340923343	01	10	01	1947	01	2	01	1	01	3	01		96		96	53001	01		96		96		96		96		96		96		96	96	0	0
2019	ES	53101	508703483	01	03	01	1980	01	1	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	1	1
2019	ES	53201	250157532	01	02	01	1973	01	2	01	1	01	1	01		96		96	53202	01		96		96		96		96		96		96		96	00	0	0
2019	ES	53202	250157532	01	02	01	1974	01	1	01	1	01	1	01		96		96	53201	01		96		96		96		96		96		96		96	00	0	0
2019	ES	53203	250157532	01	07	01	2000	01	1	01	1	01	4	01	53202	01	53201	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	53301	132527707	01	11	01	1963	01	2	01	1	01	4	01		96		96		96		96		96		96		96		96		96		96	01	1	1
2019	ES	53501	313658102	01	02	01	1933	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	1
2019	ES	53601	288854844	01	02	01	1968	01	1	01	1	01	1	01		96		96	53602	01		96		96		96		96		96		96		96	00	1	1
2019	ES	53602	288854844	01	05	01	1971	01	2	01	1	01	4	01		96		96	53601	01		96		96		96		96		96		96		96	00	1	1
2019	ES	53603	288854844	01	05	01	1997	01	2	01	1	01	1	01	53601	01	53602	01		96		96		96		96		96		96		96		96	00	1	1
2019	ES	53604	288854844	01	11	01	2003	01	1	01	1	01	4	01	53601	01	53602	01		96		96		96		96		96		96		96		96	00	1	1
2019	ES	53701	342854569	01	11	01	1977	01	2	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	01	1	1
2019	ES	53702	342854569	01	03	01	2001	01	1	01	1	01	4	01		96	53701	01		96		96		96		96		96		96		96		96	01	1	1
2019	ES	53703	342854569	01	03	01	2003	01	1	01	1	01	4	01		96	53701	01		96		96		96		96		96		96		96		96	01	1	1
2019	ES	53704	342854569	01	08	01	2006	01	1	01	1	01	4	01		96	53701	01		96		96	30	01	0	01	0	01	0	01	0	01		96	01	1	1
2019	ES	53705	342854569	01	10	01	2017	01	2	01	1	01	4	01		96	53701	01		96	20	01		96	0	01	0	01	0	01	0	01	365493171	01	01	1	1
2019	ES	53801	370412814	01	04	01	1964	01	2	01	1	01	1	01		96		96	53802	01		96		96		96		96		96		96		96	00	0	0
2019	ES	53802	370412814	01	11	01	1972	01	1	01	1	01	2	01		96		96	53801	01		96		96		96		96		96		96		96	00	0	0
2019	ES	54001	318634219	01	10	01	1980	01	1	01	1	01	1	01		96		96	54002	01		96		96		96		96		96		96		96	00	0	1
2019	ES	54002	318634219	01	06	01	1981	01	2	01	1	01	4	01		96		96	54001	01		96		96		96		96		96		96		96	00	0	1
2019	ES	54003	318634219	01	11	01	2003	01	2	01	1	01	4	01	54001	01	54002	01		96		96		96		96		96		96		96		96	00	0	1
2019	ES	45401	987637675	01	09	01	1976	01	1	01	1	01	1	01		96		96	45402	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45402	987637675	01	09	01	1980	01	2	01	2	01	1	01		96		96	45401	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45501	497544161	01	11	01	1961	01	1	01	1	01	1	01		96		96	45502	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45502	497544161	01	12	01	1959	01	2	01	1	01	1	01		96		96	45501	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45601	301266972	01	03	01	1975	01	1	01	1	01	1	01		96		96	45602	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45602	301266972	01	05	01	1974	01	2	01	1	01	1	01		96		96	45601	01		96		96		96		96		96		96		96	00	0	0
2019	ES	45603	301266972	01	06	01	2007	01	2	01	1	01	4	01	45601	01	45602	01		96		96	30	01	20	01	0	01	0	01	0	01	292165003	01	00	0	0
2019	ES	45604	301266972	01	04	01	2008	01	2	01	1	01	4	01	45601	01	45602	01		96		96	25	01	20	01	0	01	0	01	0	01	289819135	01	00	0	0
2019	ES	45801	275660115	01	12	01	1943	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	46001	228526159	01	03	01	1933	01	1	01	1	01	3	01		96		96	46002	01		96		96		96		96		96		96		96	96	0	0
2019	ES	46002	228526159	01	04	01	1937	01	2	01	1	01	3	01		96		96	46001	01		96		96		96		96		96		96		96	96	0	0
2019	ES	46101	294264098	01	04	01	1981	01	1	01	1	01	1	01		96		96	46102	01		96		96		96		96		96		96		96	00	0	0
2019	ES	46102	294264098	01	01	01	1981	01	2	01	1	01	1	01		96		96	46101	01		96		96		96		96		96		96		96	00	0	0
2019	ES	46103	294264098	01	03	01	2012	01	2	01	1	01	4	01	46101	01	46102	01		96		96	25	01	0	01	0	01	0	01	20	01	291253395	01	00	0	0
2019	ES	46104	294264098	01	05	01	2015	01	1	01	1	01	4	01	46101	01	46102	01		96	20	01		96	0	01	0	01	0	01	20	01	288467263	01	00	0	0
2019	ES	46301	499510436	01	11	01	1970	01	2	01	1	01	2	01		96		96		96		96		96		96		96		96		96		96	01	1	1
2019	ES	46302	499510436	01	06	01	1985	01	1	01	1	01	1	01		96	46301	01	46305	01		96		96		96		96		96		96		96	01	1	1
2019	ES	46303	499510436	01	03	01	1987	01	2	01	1	01	4	01		96	46301	01		96		96		96		96		96		96		96		96	01	1	1
2019	ES	54004	318634219	01	09	01	2006	01	2	01	1	01	4	01	54001	01	54002	01		96		96	25	01	6	01	0	01	0	01	0	01		96	00	0	1
2019	ES	54005	318634219	01	02	01	2011	01	1	01	1	01	4	01	54001	01	54002	01		96		96	30	01	4	01	0	01	0	01	0	01	319796335	01	00	0	1
2019	ES	54101	712140793	01	02	01	1979	01	1	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	0	0
2019	ES	54201	447960985	01	03	01	1970	01	1	01	1	01	2	01		96		96	54202	01		96		96		96		96		96		96		96	01	1	1
2019	ES	54202	447960985	01	08	01	1981	01	2	01	1	01	1	01		96		96	54201	01		96		96		96		96		96		96		96	01	1	1
2019	ES	54203	447960985	01	02	01	2015	01	1	01	1	01	4	01	54201	01	54202	01		96	30	01		96	0	01	0	01	0	01	0	01	439136408	01	01	1	1
2019	ES	54301	289073284	01	07	01	1976	01	1	01	1	01	2	01		96		96	54302	01		96		96		96		96		96		96		96	00	1	1
2019	ES	54302	289073284	01	09	01	1984	01	2	01	1	01	4	01		96		96	54301	01		96		96		96		96		96		96		96	00	1	1
2019	ES	54303	289073284	01	05	01	2007	01	2	01	1	01	4	01	54301	01	54302	01		96		96	30	01	0	01	0	01	0	01	0	01	280339714	01	00	1	1
2019	ES	54304	289073284	01	08	01	2009	01	1	01	1	01	4	01	54301	01	54302	01		96		96	30	01	0	01	0	01	0	01	0	01	343625307	01	00	1	1
2019	ES	54305	289073284	01	04	01	2016	01	1	01	1	01	4	01	54301	01	54302	01		96	25	01		96	0	01	0	01	0	01	0	01	312226085	01	00	1	1
2019	ES	54401	1188053241	01	01	01	1974	01	2	01	1	01	1	01		96		96		96		96		96		96		96		96		96		96	00	1	1
2019	ES	54701	476004246	01	09	01	1951	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	54702	476004246	01	05	01	1979	01	1	01	1	01	4	01		96	54701	01		96		96		96		96		96		96		96		96	01	1	1
2019	ES	54801	313658102	01	06	01	1937	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	54901	397416211	01	01	01	1985	01	1	01	1	01	2	01		96		96	54902	01		96		96		96		96		96		96		96	00	1	1
2019	ES	54902	397416211	01	03	01	1990	01	2	01	1	01	4	01		96		96	54901	01		96		96		96		96		96		96		96	00	1	1
2019	ES	54903	397416211	01	02	01	2008	01	1	01	1	01	4	01	54901	01	54902	01		96		96	35	01	0	01	0	01	0	01	0	01	382314801	01	00	1	1
2019	ES	54904	397416211	01	04	01	2011	01	1	01	1	01	4	01	54901	01	54902	01		96		96	35	01	0	01	0	01	0	01	0	01	398865661	01	00	1	1
2019	ES	54905	397416211	01	11	01	2017	01	2	01	1	01	4	01	54901	01	54902	01		96	0	01		96		96	0	01	0	01	0	01	479778262	01	00	1	1
2019	ES	55001	279510524	01	03	01	1944	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	0	0
2019	ES	55002	279510524	01	05	01	1968	01	1	01	1	01	1	01		96	55001	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	55101	313658102	01	02	01	1940	01	2	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	1	1
2019	ES	86501	354884906	01	05	01	1963	01	2	01	1	01	1	01		96		96	86502	01		96		96		96		96		96		96		96	00	0	0
2019	ES	86502	354884906	01	07	01	1959	01	1	01	1	01	3	01		96		96	86501	01		96		96		96		96		96		96		96	00	0	0
2019	ES	86503	354884906	01	11	01	1990	01	2	01	1	01	1	01	86502	01	86501	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	86504	354884906	01	09	01	1994	01	1	01	1	01	4	01	86502	01	86501	01		96		96		96		96		96		96		96		96	00	0	0
2019	ES	86701	240080819	01	02	01	1981	01	2	01	1	01	1	01		96		96	86702	01		96		96		96		96		96		96		96	00	0	1
2019	ES	86702	240080819	01	01	01	1967	01	1	01	1	01	4	01		96	86706	01	86701	01		96		96		96		96		96		96		96	00	0	1
2019	ES	86703	240080819	01	01	01	2007	01	1	01	1	01	4	01	86702	01	86701	01		96		96	30	01	0	01	0	01	0	01	0	01	232827424	01	00	0	1
2019	ES	86704	240080819	01	01	01	2009	01	2	01	1	01	4	01	86702	01	86701	01		96		96	30	01	0	01	0	01	0	01	0	01	285387303	01	00	0	1
2019	ES	86705	240080819	01	08	01	2015	01	2	01	1	01	4	01	86702	01	86701	01		96	30	01		96	0	01	0	01	0	01	0	01	235351363	01	00	0	1
2019	ES	86706	240080819	01	07	01	1950	01	2	01	1	01	4	01		96		96		96		96		96		96		96		96		96		96	96	0	1
2019	ES	86801	264927358	01	12	01	1958	01	2	01	1	01	1	01		96		96	86802	01		96		96		96		96		96		96		96	96	0	0
2019	ES	86802	264927358	01	06	01	1953	01	1	01	1	01	3	01		96		96	86801	01		96		96		96		96		96		96		96	96	0	0
2019	ES	86901	127093334	01	04	01	1933	01	1	01	1	01	3	01		96		96		96		96		96		96		96		96		96		96	96	1	1
2019	ES	87001	248510099	01	04	01	1959	01	2	01	1	01	1	01		96		96	87002	01		96		96		96		96		96		96		96	00	0	0
2019	ES	87002	248510099	01	01	01	1954	01	1	01	1	01	3	01		96		96	87001	01		96		96		96		96		96		96		96	96	0	0
2019	ES	87101	222326778	01	12	01	1983	01	1	01	1	01	2	01		96		96		96		96		96		96		96		96		96		96	01	1	1
