PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PT220	PT220_F	PT230	PT230_F	PT240	PT240_F	PT020	PT020_F	PT030	PT030_F	PT040	PT040_F	PT250	PT250_F	PT210	PT210_F	PT060	PT060_F	PT070	PT070_F	PT090	PT090_F	PT100	PT100_F	PT110	PT110_F	PT120	PT120_F	PT130	PT130_F	PT140	PT140_F	PT150	PT150_F	PT160	PT160_F	PT170	PT170_F	PT180	PT180_F	PT190	PT190_F	PT260	PT260_F	PT270	PT270_F	PT280	PT280_F
2019	ES	39902	338856447	1	12	01	2019	01	9	01	01	01	1991	01	1	01		96		96	39901	01	2	01	1	01	1	01	1	01	2	01		96	2013	01	500	01	01	01		96		96		96	3	01	25	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	j	01		96	11	01	1	01	2	01	2	01		96		96	22	01	6	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	2121950	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2673160	40100	0	0	0	0	796603	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	5	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	1	01	1	01	2	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	40001	696983729	1	11	01	2019	01	9	01	05	01	1957	01	1	01		96		96	40002	01	2	01	2	01	1	01	1	01	1	01	50	01	2007	01	500	01	01	01		96		96		96	3	01	22	01	37	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	q	01		96	13	01	1	01	1	01	2	01		96		96	14	01	48	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	2	01		96		96	2	01		96	4031070	110100	0	0	0	0	0	0	-117170	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5363430	40100	0	0	0	0	1010876	01	0	0	-103690	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	40002	701332527	1	11	01	2019	01	14	01	11	01	1987	01	1	01		96		96	40001	01	2	01	2	01	3	01	1	01	1	01	50	01	2015	01	500	01	06	01	1	01	2	01		96	3	01	32	01		96	9	01	0	01	0	01	0	01	0	01	0	01	0	01	3	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96	03	01	22	01	7	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	06	01	06	01	01	01	06	01	1	01	2	01	3	01		96		96	2	01		96	1323370	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515790	40100	0	0	0	0	452328	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	2	01	3	01	5	01	1	01	1	01		94		94	3	01	3	01		94	3	01		94		94		94	1	01	1	01	5	01	4	01	1	01	1	01	1	01
2019	ES	39101	233666048	1	11	01	2019	01	12	01	11	01	1978	01	1	01		96		96	39102	01	2	01	1	01	3	01	1	01	1	01	50	01	2002	01	500	01	03	01		96		96		96	2	01	14	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	i	01		96	14	01		96		96	2	01		96		96	20	01	21	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	2102340	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	3093220	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	2	01	3	01	1	01	1	01	1	01		97	3	01	3	01	3	01	3	01		97	3	01		93	1	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	39102	232809487	1	11	01	2019	01	9	01	03	01	1978	01	2	01		96		96	39101	01	2	01	1	01	1	01	1	01	2	01		96	2002	01	500	01	03	01		96		96		96	1	01	12	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	k	01		96	03	01		96		96	2	01		96		96	25	01	15	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	1	01	2	01	3	01		96		96		96		96	2934910	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3579160	40100	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	4	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	3	01		93	1	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	39201	228956525	1	11	01	2019	01	6	01	06	01	1943	01	1	01		96		96	39202	01	2	01	1	01	1	01	1	01	2	01		96	1967	01	500	01	07	01	1	01	2	01		96	3	01	12	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	25	01	30	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96	2	01		96	10302	112000	0	0	0	0	0	0	0	0	0	0	0	0	1466100	110100	0	0	0	0	0	0	0	0	12122	42000	0	0	0	0	2722	01	0	0	0	0	0	0	0	0	1530960	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	39202	228606257	1	11	01	2019	01	5	01	04	01	1944	01	2	01		96		96	39201	01	2	01	1	01	1	01	1	01	2	01		96	1967	01	500	01	07	01	1	01	2	01		96	1	01	52	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	35	01	15	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	1	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886690	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	985210	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	39203	230423625	1	11	01	2019	01	18	01	04	01	1974	01	1	01	39201	01	39202	01	39204	01	2	01	1	01	1	01	1	01	2	01		96	1998	01	500	01	03	01		96		96		96	1	01	12	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	m	01		96	11	01		96		96	2	01		96		96	22	01	23	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	2	01	3	01		96		96		96		96	1980950	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2353610	40100	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	3	01		93	1	01	3	01		93	5	01	6	01	1	01	1	01	1	01
2019	ES	39204	229578950	1	11	01	2019	01	7	01	06	01	1974	01	2	01		96		96	39203	01	2	01	1	01	1	01	1	01	2	01		96	1997	01	500	01	01	01		96		96		96	3	01	13	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	11	01	1	01	1	01	2	01		96		96	25	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	5616430	110100	9450	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8403530	40100	12260	40100	0	0	1351673	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	7	01		93		93	7	01		93		93	6	01	1	01	1	01	1	01
2019	ES	39401	220969603	1	11	01	2019	01	9	01	11	01	1965	01	2	01		96		96		96	5	01	3	01	1	01	1	01	2	01		96	1987	01	500	01	10	01	1	01	2	01		96	3	01	26	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96	1	01	2	01		96		96		96	23	01	5	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	3	01	2	01	1	01	1	01	2	01	2	01	1	01	1	01	3	01	3	01	3	01		93	1	01	1	01	2	01	9	01	5	01	1	01	1	01	1	01
2019	ES	39402	222885879	1	11	01	2019	01	5	01	01	01	1998	01	2	01		96	39401	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2016	01	344	01	06	01	1	01	2	01		96	3	01	42	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	19	01	0	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01		96		96		96		96	464580	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812130	110100	0	0	0	0	0	0	506910	40100	0	0	0	0	151293	01	0	0	0	0	0	0	0	0	0	0	812130	40100	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	39403	225488346	1	11	01	2019	01	3	01	04	01	2000	01	2	01		96	39401	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2018	01	344	01	06	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812130	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	812130	40100	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	39701	296209761	1	11	01	2019	01	14	01	01	01	1968	01	1	01		96		96	39702	01	1	01	2	01	1	01	1	01	2	01		96	1984	01	200	01	03	01		96		96		96	2	01	33	01	35	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	p	01		96		97		96		96	2	01		96		96	16	01	35	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	1834640	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	2704000	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	2	01	3	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	39702	293841654	1	11	01	2019	01	9	01	09	01	1974	01	2	01		96		96	39701	01	5	01	2	01	1	01	1	01	2	01		96	1999	01	500	01	05	01	1	01	2	01		96	3	01	52	01		96	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96	01	01	26	01	18	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01	2	01		96		96		96	1716980	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047610	40100	0	0	0	0	576831	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	2	01	3	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	39901	346601150	1	12	01	2019	01	13	01	06	01	1990	01	2	01		96		96	39902	01	2	01	1	01	1	01	1	01	2	01		96	2012	01	500	01	01	01		96		96		96	2	01	42	01	35	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	q	01		96	14	01		96		96	2	01		96		96	23	01	2	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01	2	01		96	2	01		96	1054320	110100	0	0	0	0	0	0	0	0	0	0	133940	110100	0	0	0	0	0	0	0	0	0	0	1235760	40100	0	0	0	0	368762	01	0	0	0	0	0	0	133940	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	1	01	2	01	3	01	1	01	2	01	2	01	4	01	1	01	1	01	1	01
2019	ES	40101	294369321	1	12	01	2019	01	13	01	02	01	1985	01	2	01		96		96		96	5	01	3	01	2	01	2	01	2	01		96	2017	01	500	01	01	01		96		96		96	3	01	12	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	13	01	1	01	1	01	2	01		96		96	17	01	17	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96	1	01	1	01	1747960	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2052970	40100	0	0	0	0	545747	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		2	01	1	01	2	01	2	01	2	01	1	01	1	01	1	01	1	01	2	01	1	01	2	01	2	01	1	01	2	01	2	01	2	01	2	01	3	01	3	01	1	01	2	01	2	01	1	01	1	01	2	01	4	01	1	01	1	01	1	01
2019	ES	40501	198972625	1	12	01	2019	01	10	01	12	01	1968	01	1	01		96		96	40502	01	2	01	1	01	1	01	1	01	2	01		96	2008	01	500	01	01	01		96		96		96	3	01	12	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	q	01		96	13	01	1	01	1	01	2	01		96		96	18	01	30	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	2596590	110100	0	0	0	0	120000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3355730	40100	0	0	0	0	1001523	01	120000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	40502	197621554	1	12	01	2019	01	12	01	02	01	1972	01	2	01		96		96	40501	01	2	01	1	01	1	01	1	01	2	01		96	2000	01	500	01	01	01		96		96		96	3	01	31	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	e	01		96	13	01	1	01	2	01	2	01		96		96	20	01	22	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01	2	01		96		96		96	4110400	110100	23250	110100	0	0	122453	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5769590	40100	23950	40100	0	0	1349182	01	122453	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	2	01	3	01		93	2	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	35401	288747537	1	11	01	2019	01	7	01	12	01	1969	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	2001	01	500	01	01	01		96		96		96	3	01	52	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	05	01	1	01	2	01	2	01		96		96	16	01	32	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01	2	01		96	1	01	1	01	1829090	110100	2860	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205090	40100	2860	40100	0	0	658940	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	3	01	1	01	1	01	2	01
2019	ES	35402	292106631	1	11	01	2019	01	5	01	12	01	2000	01	1	01		96	35401	01		96	1	01	3	01	1	01	1	01	1	01	35	01	2016	01	200	01	02	01		96		96		96	3	01	52	01	20	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01	1	01	05	01	2	01	2	01	2	01		96		96	18	01	0	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01	2	01		96	1	01	1	01	162940	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177730	40100	0	0	0	0	52828	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	35801	512212484	1	10	01	2019	01	11	01	09	01	1955	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1967	01	100	01	08	01	1	01	2	01		96	1	01	51	01		96	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	13	01	35	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	4	01	1	01	2	01	2	01		96		96		96	244750	110100	0	0	0	0	0	0	0	0	20040	110100	0	0	0	0	1675230	110100	0	0	640980	110100	0	0	274020	40100	0	0	0	0	86057	01	0	0	0	0	20040	40100	0	0	0	0	1956840	40100	0	0	749410	40100	0	0	01		2	01	1	01	3	01	2	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	35901	349303263	1	10	01	2019	01	4	01	04	01	1944	01	1	01		96		96	35902	01	2	01	1	01	1	01	1	01	2	01		96	1958	01	100	01	02	01		96		96		96	3	01	51	01	20	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	i	01	7	01	11	01	2	01	2	01	2	01		96		96	14	01	60	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01	2	01		96		96		96	800870	110100	0	0	0	0	0	0	0	0	0	0	0	0	845820	110100	0	0	0	0	0	0	0	0	820060	40100	0	0	0	0	90193	01	0	0	0	0	0	0	0	0	932540	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	3	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	35902	349244593	1	10	01	2019	01	8	01	08	01	1947	01	2	01		96		96	35901	01	2	01	1	01	1	01	1	01	2	01		96	1961	01	100	01	07	01	1	01	2	01		96	3	01	51	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	17	01	20	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	4	01	1	01	2	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921190	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	921190	40100	0	0	0	0	0	0	0	0	01		2	01	1	01	3	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	35903	353789331	1	10	01	2019	01	10	01	06	01	1986	01	1	01	35901	01	35902	01		96	1	01	3	01	1	01	1	01	2	01		96	2014	01	500	01	01	01		96		96		96	3	01	74	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	f	01		96	11	01	1	01	2	01	2	01		96		96	16	01	7	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	56616	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63725	42000	0	0	0	0	20183	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	1	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01		93	5	01	1	01	2	01	5	01	5	01	1	01	1	01	3	01
2019	ES	36201	309694399	1	10	01	2019	01	6	01	08	01	1941	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1955	01	100	01	07	01	1	01	2	01		96	3	01	31	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	14	01	48	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	2	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182010	110100	608560	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1313080	40100	676040	40100	0	0	0	0	0	0	01		1	01	1	01	1	01	1	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	36202	311678849	1	10	01	2019	01	13	01	09	01	1977	01	1	01	36201	01		96		96	1	01	3	01	1	01	1	01	2	01		96	1996	01	300	01	02	01		96		96		96	3	01	74	01	24	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01	2	01	11	01	1	01	2	01	2	01		96		96	19	01	23	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	4	01	1	01	2	01	2	01		96	2	01		96	779180	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833380	40100	0	0	0	0	254740	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03		1	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	2	01	5	01	5	01	1	01	1	01	1	01
2019	ES	36301	433195729	1	10	01	2019	01	6	01	07	01	1945	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96		96	000	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	4	01	1	01	1	01	2	01		96	1	01	8	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415090	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	1454620	40100	0	0	0	0	0	0	03		1	01	1	01	3	01	3	01	3	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
