PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PT220	PT220_F	PT230	PT230_F	PT240	PT240_F	PT020	PT020_F	PT030	PT030_F	PT040	PT040_F	PT250	PT250_F	PT210	PT210_F	PT060	PT060_F	PT070	PT070_F	PT090	PT090_F	PT100	PT100_F	PT110	PT110_F	PT120	PT120_F	PT130	PT130_F	PT140	PT140_F	PT150	PT150_F	PT160	PT160_F	PT170	PT170_F	PT180	PT180_F	PT190	PT190_F	PT260	PT260_F	PT270	PT270_F	PT280	PT280_F
2019	ES	49201	361764068	1	12	01	2019	01	4	01	06	01	1954	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1969	01	200	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	44	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	1838890	110100	0	0	0	0	0	0	0	0	0	0	0	0	878360	110100	761070	110100	0	0	0	0	0	0	2471050	40100	0	0	0	0	715340	01	0	0	0	0	0	0	0	0	1046170	40100	807320	40100	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49202	372341134	1	12	01	2019	01	7	01	10	01	1986	01	2	01	49201	01		96		96	3	01	3	01	1	01	1	01	2	01		96	2002	01	200	01	01	01		96		96		96	3	01	42	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	06	01	1	01	2	01	2	01		96		96	18	01	15	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	1470010	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661450	40100	0	0	0	0	495850	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	49301	549874536	1	12	01	2019	01	3	01	09	01	1948	01	1	01		96		96	49302	01	2	01	1	01	1	01	1	01	2	01		96	1966	01	300	01	07	01	1	01	2	01		96	3	01	74	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	35	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	4520	110100	0	0	0	0	0	0	0	0	0	0	2645840	110100	0	0	0	0	0	0	0	0	0	0	4520	40100	0	0	0	00	0	0	0	0	0	0	0	0	3230410	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49302	549782177	1	12	01	2019	01	3	01	08	01	1951	01	2	01		96		96	49301	01	2	01	1	01	1	01	1	01	2	01		96	1969	01	300	01	07	01	1	01	2	01		96	3	01	42	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	18	01	38	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	494590	110100	0	0	2850180	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	494590	40100	0	0	3522140	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49601	285523376	1	11	01	2019	01	5	01	05	01	1933	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96		96	000	01	07	01	1	01	2	01		96	3	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	2	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451010	110100	838960	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	451010	40100	838960	40100	0	0	0	0	0	0	03		1	01	1	01	3	01	3	01	2	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49701	131494562	1	10	01	2019	01	15	01	06	01	1965	01	2	01		96		96	49702	01	2	01	1	01	1	01	1	01	2	01		96	1977	01	100	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01		97		97		97		97	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	9	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	49702	0	1		97	2019	01		97	03	01	1956	01	1	01		96		96	49701	01		97		97		97		97		97		96		97		97	01	01		96		96		96		97		-1		97		97		97		97		97		97		97		97		97		97		97		96		97		96		97		96		96		97		96		96		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		96		97		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225670	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1225670	12000	0	0	0	0	0	0	0	0				97		97		97		97		97		97		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49703	0	1		97	2019	01		97	03	01	1999	01	1	01	49702	01	49701	01		96		97		97		97		97		97		96		97		97		97		97		97		96		96		-2		96		97		97		97		97		97		97		97		97		97		97		96		96		96		96		96		96		96		96		96		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		96		97		96	1344390	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539610	12000	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				97		97		97		97		97		97		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49704	0	1		97	2019	01		97	03	01	2002	01	2	01	49702	01	49701	01		96		97		97		97		97		97		96		97		97		97		97		97		96		96		-2		96		97		97		97		97		97		97		97		97		97		97		96		96		96		96		96		96		96		96		96		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		96		97		96	179550	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196530	12000	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				97		97		97		97		97		97		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49801	218376614	1	11	01	2019	01	5	01	04	01	1944	01	2	01		96		96	49802	01	2	01	1	01	1	01	1	01	2	01		96	1956	01	100	01	07	01	1	01	2	01		96	3	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878390	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	878390	40100	0	0	0	0	0	0	0	0	06		1	01	1	01	3	01	3	01	3	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49802	218711208	1	11	01	2019	01	4	01	12	01	1939	01	1	01		96		96	49801	01	2	01	1	01	1	01	1	01	2	01		96	1951	01	100	01	07	01	1	01	2	01		96	3	01	33	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	45	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	2	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1497480	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1575290	40100	0	0	0	0	0	0	0	0	01		1	01	1	01	3	01	3	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49901	268242885	1	10	01	2019	01	17	01	11	01	1933	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1943	01	100	01	07	01	1	01	2	01		96	3	01	91	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	45	01	15	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	4	01	1	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788260	110100	663180	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	788260	40100	663180	40100	0	0	0	0	0	0	03		1	01	1	01	3	01	3	01	3	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	49902	271485318	1	10	01	2019	01	25	01	12	01	1968	01	1	01		96	49901	01		96	1	01	3	01	1	01	1	01	2	01		96	1980	01	100	01	07	01	1	01	2	01		96	3	01	71	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	30	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017730	110100	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017730	40100	0	0	05		1	01	1	01	1	01	3	01	1	01	3	01	1	01	1	01	1	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	7	01	7	01		93		93	3	01	1	01	1	01	2	01
2019	ES	50001	214537213	1	12	01	2019	01	7	01	09	01	1980	01	2	01		96		96	50002	01	2	01	1	01	3	01	3	01	2	01		96	1996	01	100	01	01	01		96		96		96	3	01	52	01	48	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	14	01	1	01	2	01	2	01		96		96	18	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	2434957	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3114392	12000	0	0	0	0	966563	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	2	01	1	01	3	01	3	01	3	01	3	01	3	01	1	01	1	01	2	01	2	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50002	215326546	1	12	01	2019	01	8	01	11	01	1974	01	1	01		96		96	50001	01	2	01	1	01	3	01	3	01	2	01		96	1990	01	200	01	01	01		96		96		96	1	01	52	01	48	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	02	01		96		96	2	01		96		96	17	01	25	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	1090520	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	1185430	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	1	01	2	01	2	01	3	01	3	01	3	01	3	01	1	01	1	01	1	01	2	01	5	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50003	216225956	1	12	01	2019	01	5	01	01	01	1998	01	1	01	50002	01	50001	01		96	1	01	3	01	3	01	3	01	2	01		96	2014	01	200	01	02	01		96		96		96	3	01	52	01	30	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	14	01	2	01	2	01	2	01		96		96	17	01	4	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	1	01	2	01	3	01		96		96		96		96	471903	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513885	12000	0	0	0	0	156471	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50101	185764182	1	12	01	2019	01	3	01	03	01	1958	01	2	01		96		96	50102	01	2	01	1	01	1	01	1	01	2	01		96	1972	01	100	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50102	184979973	1	12	01	2019	01	4	01	09	01	1954	01	1	01		96		96	50101	01	2	01	1	01	1	01	1	01	2	01		96	1968	01	100	01	07	01	1	01	2	01		96	1	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	15	01	47	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	801950	110100	879660	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	951720	40100	879660	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50103	184524895	1	12	01	2019	01	9	01	05	01	1980	01	2	01	50102	01	50101	01		96	3	01	3	01	1	01	1	01	2	01		96	2000	01	500	01	01	01		96		96		96	3	01	34	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	p	01		96	13	01	1	01	2	01	2	01		96		96	22	01	16	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	933580	110100	0	0	0	0	0	0	0	0	0	0	190770	110100	0	0	0	0	0	0	0	0	0	0	1079250	40100	0	0	0	0	329564	01	0	0	0	0	0	0	204470	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01		93	7	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50301	268817324	1	12	01	2019	01	3	01	11	01	1957	01	2	01		96		96	50302	01	2	01	1	01	1	01	1	01	2	01		96	1971	01	100	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50302	265937290	1	12	01	2019	01	4	01	03	01	1952	01	1	01		96		96	50301	01	2	01	1	01	1	01	1	01	2	01		96	1966	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	50	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1601310	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1667220	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50303	267023965	1	12	01	2019	01	7	01	06	01	1977	01	2	01	50302	01	50301	01		96	1	01	3	01	1	01	1	01	2	01		96	1999	01	500	01	01	01		96		96		96	3	01	43	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	11	01	1	01	2	01	2	01		96		96	22	01	15	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	1059920	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131790	40100	0	0	0	0	337789	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50304	267023965	1	12	01	2019	01	6	01	03	01	1983	01	2	01	50302	01	50301	01		96	1	01	3	01	1	01	1	01	2	01		96	2002	01	300	01	01	01		96		96		96	3	01	52	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	11	01	1	01	2	01	2	01		96		96	20	01	9	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	477330	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522020	40100	0	0	0	0	160975	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50305	275508863	1	12	01	2019	01	7	01	05	01	1990	01	2	01	50302	01	50301	01		96	1	01	3	01	1	01	1	01	2	01		96	2009	01	500	01	01	01		96		96		96	3	01	32	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	q	01		96	11	01	2	01	2	01	2	01		96		96	20	01	5	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	663980	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715670	40100	0	0	0	0	215260	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	50501	227829643	1	12	01	2019	01	3	01	08	01	1951	01	1	01		96		96	50502	01	2	01	1	01	1	01	1	01	2	01		96	1965	01	100	01	07	01	1	01	2	01		96	3	01	71	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	50	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1860930	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	2119160	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50502	230296981	1	12	01	2019	01	4	01	09	01	1957	01	2	01		96		96	50501	01	2	01	1	01	1	01	1	01	2	01		96	1971	01	100	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	467520	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	467520	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50503	228760602	1	12	01	2019	01	6	01	11	01	1979	01	2	01	50501	01	50502	01		96	3	01	3	01	1	01	1	01	2	01		96	1997	01	300	01	01	01		96		96		96	3	01	52	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	11	01	1	01	2	01	2	01		96		96	19	01	12	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	1772910	110100	0	0	0	0	0	0	0	0	0	0	502970	110100	0	0	0	0	0	0	0	0	0	0	1972690	40100	0	0	0	0	459049	01	0	0	0	0	0	0	502970	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	7	01	7	01		93		93	5	01	1	01	1	01	1	01
2019	ES	50504	231702832	1	12	01	2019	01	4	01	03	01	2000	01	1	01		96	50503	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2019	01	344	01	06	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01		96		96		96		96	170580	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185850	40100	0	0	0	0	54285	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	50701	355168695	1	11	01	2019	01	60	01	12	01	1936	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1971	01	500	01	07	01	1	01	2	01		96	2	01	26	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	36	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	5	01	1	01	1	01	2	01		96		96		96	0	0	0	0	0	0	0	0	12706030	110100	0	0	0	0	0	0	1269620	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	15832770	40100	0	0	0	0	0	0	1269620	40100	0	0	0	0	0	0	05		1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
