HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F	HI010T	HI010T_F	HI020T	HI020T_F	HI030T	HI030T_F	HI040T	HI040T_F
2019	ES	463	10	01	2019	01	46305	01	46302	01	46305	01	7	01	1472950	10100	735190	10100	735190	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15280	110100	0	0	1577210	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104260	1100		97	3	01		96	1	01	2	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	3	01	4	01	2013	01	2	01	2	01	65000	01		96	74193	01	1	01	1	01	06	06	06		96	8	14	3.7	1472950	1472950	1	1	0	2	01	2	01		96		96	1	01
2019	ES	464	10	01	2019	01	46401	01	46402	01	46401	01	5	01	0	0	0	0	0	0	646923	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	5	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	4	01	4	01	1955	01	2	01	1	01	10000	01	100000	01	22864	01	1	01	1	01	96	96	96		96	2	07	1.5	0	646923	1	1	0	2	01	2	01		96		96	2	01
2019	ES	465	10	01	2019	01	46501	01	46501	01	46502	01	5	01	2887130	10100	2887130	10100	814770	10100	629104	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141460	110100	0	0	3325450	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438320	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1966	01	2	01	1	01		96	80000	01	26361	01	1	01	1	01	96	96	96		96	2	07	1.5	2887130	3516234	0	0	0	2	01	2	01		96		96	2	01
2019	ES	466	10	01	2019	01	46601	01	46601	01		96	5	01	2520340	10100	2520340	10100	1418380	10100	571504	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330360	110100	0	0	3254070	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733730	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	5	01	120000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1975	01	1	01	1	01		96	60000	01	21406	01	1	01	1	01	96	96	96		96	1	05	1	2520340	3091844	0	0	0	1	01	2	01		96		96	2	01
2019	ES	468	10	01	2019	01	46801	01	46801	01	46802	01	5	01	1270305	12058	615225	12014	615225	12014	706791	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399953	110100	0	0	0	0	0	0	0	0	0	0	0	0	1376537	32058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399953	10100	0	0	0	0	0	0	0	0	106232	1057	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	3	01	2004	01	1	01	1	01		96	70000	01	55893	01	1	01	1	01	06	06	96	688	01	3	09	2	1270305	1577143	1	1	0	1	01	2	01		96		96	2	01
2019	ES	470	10	01	2019	01	47002	01	47001	01	47002	01	7	01	2117030	10100	2117030	10100	294880	10100	581319	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-294880	110100	0	0	2065030	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-52000	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	3	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	3	01	1981	01	2	01	1	01		96		97	17193	01	1	01	1	01	06	06	96		96	2	07	1.5	2117030	2698349	0	0	0	2	01	2	01		96		96	2	01
2019	ES	471	11	01	2019	01	47102	01	47101	01	47102	01	8	01	3128400	10100	3128400	10100	3128400	10100	548016	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102634	112000	0	0	0	0	0	0	0	0	-71460	110100	0	0	3655260	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102634	12000	0	0	0	0	0	0	0	0	526860	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01	1	01	2	01	2	01	2	01	2	01	3	01	2	01	6	01	2005	01	2	01	1	01		96	54000	01	37484	01	1	01	1	01	96	96	96	380	01	4	14	2.5	3128400	3573781	0	0	0	2	01	1	01	4	01		96	2	01
2019	ES	472	11	01	2019	01	47201	01	47201	01	47202	01	11	01	2362230	10100	2362230	10100	48530	10100	579546	01	0	0	0	0	0	0	0	0	0	0	0	0	277530	110100	0	0	0	0	0	0	240000	110100	0	0	-11000	110100	0	0	2710910	20100	0	0	0	0	0	0	0	0	0	0	0	0	342650	40100	0	0	0	0	0	0	240000	10100	0	0	108680	1100		96	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	3	01	180000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1977	01	1	01	1	01		96	70000	01	28471	01	1	01	1	01	06	06	96		96	2	07	1.5	2362230	2941776	0	0	0	2	01	2	01		96		96	3	01
2019	ES	474	11	01	2019	01	47401	01	47401	01	47402	01	13	01	4743730	10100	4743730	10100	4743730	10100	593684	01	236240	110100	0	0	0	0	0	0	0	0	0	0	1750	110100	36000	110100	0	0	0	0	0	0	0	0	27770	110100	0	0	5898420	20100	236240	40100	0	0	0	0	0	0	0	0	0	0	2170	40100	36000	10100	0	0	0	0	0	0	0	0	1154690	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	240000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	2	01	4	01	2011	01	2	01	1	01		96	70000	01	30691	01	1	01	1	01	96	96	96	385	01	3	11	1.8	4743730	5301414	0	0	0	1	01	2	01		96		96	2	01
2019	ES	475	11	01	2019	01	47501	01	47501	01		96	15	01	1207180	10100	1207180	10100	58400	10100	503660	01	0	0	0	0	0	0	0	0	0	0	0	0	47280	110100	0	0	0	0	0	0	0	0	0	0	-11120	110100	0	0	1207140	20100	0	0	0	0	0	0	0	0	0	0	0	0	58360	40100	0	0	0	0	0	0	0	0	0	0	-40	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	3	01	90000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1977	01	2	01	1	01		96	50000	01	22090	01	1	01	1	01	06	06	96		96	1	06	1	1207180	1710840	0	0	0	2	01	3	01		96	6	01		97
2019	ES	476	11	01	2019	01	47601	01	47601	01		96	10	01	2232048	12095	1711010	10100	1711010	10100	586746	01	0	0	0	0	0	0	0	0	960000	110100	960000	110100	0	0	0	0	0	0	0	0	0	0	0	0	-16100	110100	0	0	2281358	32095	0	0	0	0	0	0	0	0	960000	10100	960000	10100	0	0	0	0	0	0	0	0	0	0	0	0	49310	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	140000	01	2	01	3	01	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1999	01	2	01	1	01		96	70000	01	29681	01	1	01	1	01	96	96	96		96	3	10	2	2232048	2818794	0	0	0	1	01	1	01	4	01		96	2	01
2019	ES	477	11	01	2019	01	47701	01	47701	01		96	5	01	1695350	10100	1695350	10100	286790	10100	821653	01	0	0	0	0	0	0	0	0	0	0	0	0	72790	110100	0	0	0	0	0	0	0	0	0	0	244540	110100	0	0	2020850	20100	0	0	0	0	0	0	0	0	0	0	0	0	89850	40100	0	0	0	0	0	0	0	0	0	0	325500	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01		96	2	01	1	01	2	01	2	01	2	01	5	01	6	01	1979	01	1	01	1	01		96	120000	01	21103	01	1	01	1	01	96	96	96		96	1	03	1	1695350	2517003	0	0	0	1	01	2	01		96		96		97
2019	ES	478	10	01	2019	01	47802	01	47801	01	47802	01	6	01	12168410	10100	12168410	10100	12168410	10100	831354	01	176180	110100	0	0	0	0	0	0	0	0	0	0	133540	110100	0	0	0	0	0	0	0	0	0	0	-109290	110100	0	0	18191880	20100	176180	40100	0	0	0	0	0	0	0	0	0	0	166420	40100	0	0	0	0	0	0	0	0	0	0	6023470	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	400000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1997	01	2	01	1	01		96	150000	01	43935	01	1	01	1	01	96	96	96		96	4	12	2.5	12168410	12999764	0	0	0	1	01	1	01	7	01		96	2	01
2019	ES	479	10	01	2019	01	47902	01	47901	01	47902	01	5	01	6760860	10100	6760860	10100	6760860	10100	761815	01	1108490	110100	0	0	0	0	0	0	0	0	0	0	7430	110100	0	0	0	0	0	0	0	0	0	0	471210	110100	0	0	9483740	20100	1378080	40100	0	0	0	0	0	0	0	0	0	0	9170	40100	0	0	0	0	0	0	0	0	0	0	2722880	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	1	01	2	01	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1997	01	2	01	1	01		96	150000	01	35249	01	1	01	1	01	96	96	96		96	3	09	2	6760860	7522675	0	0	0	1	01	3	01		96	1	01		97
2019	ES	480	11	01	2019	01	48001	01	48001	01		96	6	01	2802500	10100	2802500	10100	2802500	10100	723354	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227672	110100	0	0	0	0	120000	110100	120000	110100	53220	110100	0	0	3686290	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227672	10100	0	0	0	0	120000	10100	120000	10100	763790	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	180000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	2	01	6	01	2000	01	1	01	1	01		96	110000	01	47483	01	1	01	1	01	06	06	96	595	01	2	10	1.3	2802500	3298182	0	0	0	1	01	2	01		96		96	2	01
2019	ES	481	11	01	2019	01	48101	01	48101	01	48103	01	5	01	6723950	10100	6723950	10100	288740	10100	895015	01	0	0	0	0	0	0	0	0	0	0	0	0	97570	110100	0	0	0	0	0	0	0	0	0	0	21650	110100	0	0	7950090	20100	0	0	0	0	0	0	0	0	0	0	0	0	122810	40100	0	0	0	0	0	0	0	0	0	0	1226140	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1993	01	2	01	1	01		96	200000	01	53403	01	1	01	1	01	96	96	96		96	4	14	2.5	6723950	7618965	0	0	0	1	01	2	01		96		96	2	01
2019	ES	482	10	01	2019	01	48202	01	48201	01	48202	01	5	01	11472750	10100	8863990	10100	8863990	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	19870	110100	0	0	0	0	0	0	0	0	0	0	-151120	110100	0	0	16725930	20100	0	0	0	0	0	0	0	0	0	0	0	0	24520	40100	0	0	0	0	0	0	0	0	0	0	5253180	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	450000	01	2	01	1	01	2	01	2	01	2	01	2	01	4	01	3	01	6	01	2004	01	2	01	1	01	110000	01		96	123101	01	1	01	1	01	96	96	96		96	4	14	2.3	11472750	11472750	0	0	0	1	01	2	01		96		96	1	01
2019	ES	483	11	01	2019	01	48302	01	48301	01	48302	01	7	01	2043470	10100	2043470	10100	2043470	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240000	110100	240000	110100	-35820	110100	0	0	2523190	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240000	10100	240000	10100	239720	1100	2	01	2	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	350000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	3	01	6	01	2008	01	2	01	1	01	160000	01		96	181616	01	1	01	1	01	06	06	96		96	3	11	1.8	2043470	2043470	0	0	0	1	01	2	01		96		96		97
2019	ES	484	10	01	2019	01	48402	01	48401	01	48402	01	5	01	4657130	10100	4657130	10100	1668270	10100	508792	01	447550	110100	0	0	0	0	0	0	0	0	0	0	846260	110100	0	0	0	0	0	0	0	0	0	0	-374460	110100	0	0	5347390	20100	447550	40100	0	0	0	0	0	0	0	0	0	0	1225650	40100	0	0	0	0	0	0	0	0	0	0	690260	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	200000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1992	01	2	01	1	01		96		97	35435	01	1	01	1	01	96	96	96		96	2	07	1.5	4657130	5165922	0	0	0	1	01	2	01		96		96	2	01
2019	ES	485	12	01	2019	01	48501	01	48501	01		96	5	01	2257730	10100	2257730	10100	266460	10100	589504	01	0	0	0	0	0	0	0	0	0	0	0	0	1080	110100	0	0	0	0	0	0	0	0	0	0	-265380	110100	0	0	2258110	20100	0	0	0	0	0	0	0	0	0	0	0	0	1720	40100	0	0	0	0	0	0	0	0	0	0	380	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	2	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1985	01	2	01	1	01		96	65000	01	18364	01	1	01	1	01	06	06	96		96	2	07	1.5	2257730	2847234	0	0	0	1	01	2	01		96		96	2	01
2019	ES	486	12	01	2019	01	48601	01	48601	01		96	8	01	4453100	10100	4411720	10100	4411720	10100	557754	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23660	110100	0	0	5372790	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919690	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	230000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1991	01	2	01	1	01		96	60000	01	23343	01	1	01	1	01	06	06	96		96	3	09	2	4453100	5010854	0	0	0	1	01	2	01		96		96	2	01
2019	ES	487	12	01	2019	01	48702	01	48702	01		96	8	01	8382178	12039	7258438	12029	7258438	12029	537954	01	0	0	0	0	0	0	0	0	0	0	0	0	1310	110100	0	0	0	0	0	0	0	0	0	0	-3280	110100	0	0	10986749	32037	0	0	0	0	0	0	0	0	0	0	0	0	1640	40100	0	0	0	0	0	0	0	0	0	0	2604571	1031		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	220000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1989	01	2	01	1	01		96	55000	01	27479	01	1	01	1	01	06	06	96		96	3	09	2	8382178	8920132	0	0	0	1	01	2	01		96		96		97
2019	ES	488	12	01	2019	01	48801	01	48801	01		96	7	01	684150	10100	529950	10100	0	0	0	00	0	0	0	0	154200	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688900	20100	0	0	0	0	154200	10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4750	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	2	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	3	01	5	01	2001	01	2	01	1	01	40000	01		96	53836	01	1	01	1	01	06	06	96		96	1	06	1	684150	684150	1	1	0	1	01	2	01		96		96	2	01
2019	ES	489	12	01	2019	01	48902	01	48902	01		96	7	01	3982500	12083	3106810	12078	3106810	12078	699180	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252000	110100	0	0	0	0	0	0	0	0	2860	110100	0	0	4385425	32083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252000	10100	0	0	0	0	0	0	0	0	402925	1080	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2002	01	2	01	1	01		96	60000	01	43285	01	1	01	1	01	06	06	96	400	01	3	09	2	3982500	4429680	0	0	0	1	01	2	01		96		96	2	01
2019	ES	492	12	01	2019	01	49201	01	49201	01		96	5	01	4955680	10100	4955680	10100	3316250	10100	606723	01	0	0	0	0	0	0	0	0	0	0	0	0	24350	110100	0	0	0	0	0	0	0	0	0	0	17000	110100	0	0	6016090	20100	0	0	0	0	0	0	0	0	0	0	0	0	30100	40100	0	0	0	0	0	0	0	0	0	0	1060410	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	2	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1985	01	2	01	1	01		96	60000	01	21906	01	1	01	1	01	06	06	96		96	3	11	1.8	4955680	5562403	0	0	0	1	01	2	01		96		96	2	01
2019	ES	493	12	01	2019	01	49301	01	49301	01		96	7	01	5977900	10100	5977900	10100	481880	10100	491815	01	144250	110100	0	0	0	0	0	0	0	0	0	0	34280	110100	0	0	0	0	0	0	0	0	0	0	191240	110100	0	0	7433850	20100	144250	40100	0	0	0	0	0	0	0	0	0	0	42460	40100	0	0	0	0	0	0	0	0	0	0	1455950	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1990	01	2	01	1	01		96	75000	01	15216	01	1	01	1	01	96	96	96		96	2	07	1.5	5977900	6469715	0	0	0	1	01	2	01		96		96	2	01
2019	ES	496	11	01	2019	01	49601	01	49601	01		96	9	01	1292390	10100	1292390	10100	2420	10100	168111	01	0	0	0	0	0	0	0	0	0	0	0	0	1960	110100	0	0	0	0	0	0	0	0	0	0	-460	110100	0	0	1292390	20100	0	0	0	0	0	0	0	0	0	0	0	0	2420	40100	0	0	0	0	0	0	0	0	0	0	0	0	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	2	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	4	01	2	01	2010	01	2	01	1	01	40000	01	50000	01	46281	01	1	01	1	01	06	06	96		96	1	06	1	1292390	1460501	0	0	0	1	01	2	01		96		96	2	01
2019	ES	497	10	01	2019	01	49701	01	49701	01		96	8	01	2749610	12000	2749610	12000	2749610	12000	355015	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2961810	32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212200	1000		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1990	01	2	01	1	01		96	50000	01	25730	01	1	01	1	01	06	06	96		96	4	97	2.5	2749610	3104625	0	0	0	1	01	2	01		96		96		97
2019	ES	498	11	01	2019	01	49801	01	49801	01		96	6	01	2375870	10100	2375870	10100	0	0	108111	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453680	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77810	1100	3	01	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	3	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	4	01	3	01	2010	01	2	01	1	01	45000	01	50000	01	49864	01	1	01	1	01	06	06	96		96	2	07	1.5	2375870	2483981	0	0	0	1	01	2	01		96		96	2	01
2019	ES	499	10	01	2019	01		97	49901	01		96	12	01	2469170	10100	1451440	10100	0	0	579723	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2469170	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		96	3	01		97	1	01	1	01	1	01		97	1	01	3	01	1	01	3	01	3	01	170000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	3	01	1975	01	2	01	1	01		96	50000	01	12514	01	1	01	1	01	06	06	96		96	2	07	1.5	2469170	3048893	0	0	0	1	01	2	01		96		96		97
2019	ES	500	12	01	2019	01	50001	01	50001	01		96	7	01	4091750	12029	4091750	12029	4091750	12029	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94370	110100	0	0	4813707	32025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721957	1000	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	3	01	4	01	2012	01	2	01	1	01	55000	01		96	66760	01	1	01	1	01	06	06	96		96	4	14	2.3	4091750	4091750	0	0	0	2	01	2	01		96		96	1	01
2019	ES	501	12	01	2019	01	50101	01	50101	01		96	6	01	2788110	10100	1795390	10100	915730	10100	678832	01	84950	110100	0	0	0	0	0	0	0	0	0	0	86570	110100	0	0	0	0	0	0	0	0	0	0	189370	110100	0	0	3306920	20100	84950	40100	0	0	0	0	0	0	0	0	0	0	106870	40100	0	0	0	0	0	0	0	0	0	0	518810	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	300000	01	1	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1980	01	2	01	1	01		96	80000	01	23064	01	1	01	1	01	06	06	96		96	6	14	2.9	2788110	3466942	0	1	0	1	01	2	01		96		96		97
2019	ES	503	12	01	2019	01	50302	01	50302	01		96	6	01	4012390	10100	4012390	10100	2411080	10100	533616	01	0	0	0	0	0	0	0	0	0	0	0	0	116080	110100	0	0	0	0	0	0	0	0	0	0	-93770	110100	0	0	4152800	20100	0	0	0	0	0	0	0	0	0	0	0	0	116100	40100	0	0	0	0	0	0	0	0	0	0	140410	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	300000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	1	01	6	01	1980	01	2	01	1	01		96	50000	01	16989	01	1	01	1	01	06	06	96		96	5	09	3	4012390	4546006	0	0	0	1	01	2	01		96		96	2	01
2019	ES	505	12	01	2019	01	50501	01	50501	01		96	7	01	5534850	10100	4048360	10100	2187430	10100	606832	01	0	0	0	0	516000	110100	0	0	0	0	0	0	226410	110100	0	0	0	0	0	0	0	0	0	0	-17530	110100	0	0	6043700	20100	0	0	0	0	516000	10100	0	0	0	0	0	0	279510	40100	0	0	0	0	0	0	0	0	0	0	508850	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	230000	01	1	01		96	2	01	2	01	2	01	2	01	1	01	1	01	6	01	1983	01	2	01	1	01		96	60000	01	30481	01	1	01	1	01	06	06	96		96	4	14	2.5	5534850	6141682	0	0	0	1	01	2	01		96		96	2	01
2019	ES	507	11	01	2019	01	50701	01	50701	01		96	8	01	11908430	12091	11908430	12091	10638810	12090	1155770	01	0	0	0	0	0	0	0	0	0	0	0	0	4020	110100	0	0	0	0	200000	110100	0	0	0	0	2969600	110100	0	0	18388770	22093	0	0	0	0	0	0	0	0	0	0	0	0	4960	40100	0	0	0	0	200000	10100	0	0	0	0	6280340	1097		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	1	01	1	01	4	01	1996	01	2	01	1	01		96	200000	01	20695	01	1	01	1	01	96	96	96		96	2	07	1.5	11908430	13064200	0	0	0	1	01	2	01		96		96	3	01
2019	ES	509	12	01	2019	01	50901	01	50901	01	50902	01	11	01	4985550	10100	4865550	10100	4865550	10100	930832	01	550000	110100	120000	110100	0	0	0	0	0	0	0	0	2100	110100	540000	110100	0	0	0	0	0	0	0	0	155880	110100	5000	110100	6095370	20100	670000	40100	120000	40100	0	0	0	0	0	0	0	0	2560	40100	540000	10100	0	0	0	0	0	0	0	0	1109820	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	80000	01	2	01	3	01	2	01	2	01	2	01	1	01	1	01	2	01	5	01	2013	01	2	01	1	01		96	150000	01	81331	01	1	01	1	01	96	96	96	640	01	3	11	1.8	4985550	5376382	0	0	0	1	01	1	01	2	01		96	2	01
2019	ES	511	12	01	2019	01	51102	01	51101	01	51102	01	12	01	3669840	10100	3669840	10100	403040	10100	714832	01	468700	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65660	110100	25000	110100	4002420	20100	468700	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332580	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	2	01	120000	01	1	01		96	2	01	2	01	2	01	1	01	1	01	1	01	6	01	2007	01	2	01	1	01		96	90000	01	39585	01	1	01	1	01	06	06	96		96	2	07	1.5	3669840	4384672	0	0	0	2	01	2	01		96		96	2	01
