DB010	DB020	DB030	DB040	DB040_F	DB060	DB060_F	DB090	DB090_F	DB100	DB100_F
2019	ES	531	ES51	01	405	01	508703483	1	1	1
2019	ES	532	ES51	01	405	01	250157532	1	1	1
2019	ES	533	ES51	01	405	01	132527707	1	1	1
2019	ES	535	ES51	01	408	01	313658102	1	2	1
2019	ES	536	ES51	01	408	01	288854844	1	2	1
2019	ES	537	ES51	01	408	01	342854569	1	2	1
2019	ES	538	ES51	01	408	01	370412814	1	2	1
2019	ES	540	ES51	01	410	01	318634219	1	2	1
2019	ES	541	ES51	01	410	01	712140793	1	2	1
2019	ES	542	ES51	01	410	01	447960985	1	2	1
2019	ES	543	ES51	01	410	01	289073284	1	2	1
2019	ES	544	ES51	01	415	01	1188053241	1	1	1
2019	ES	547	ES51	01	416	01	476004246	1	1	1
2019	ES	548	ES51	01	416	01	313658102	1	1	1
2019	ES	549	ES51	01	416	01	397416211	1	1	1
2019	ES	550	ES51	01	416	01	279510524	1	1	1
2019	ES	551	ES51	01	416	01	313658102	1	1	1
2019	ES	865	ES51	01	630	01	354884906	1	2	1
2019	ES	867	ES51	01	630	01	240080819	1	2	1
2019	ES	868	ES51	01	630	01	264927358	1	2	1
2019	ES	869	ES51	01	630	01	127093334	1	2	1
2019	ES	870	ES51	01	630	01	248510099	1	2	1
2019	ES	871	ES51	01	630	01	222326778	1	2	1
2019	ES	872	ES51	01	630	01	376169787	1	2	1
2019	ES	873	ES51	01	631	01	296595895	1	2	1
2019	ES	874	ES51	01	631	01	477120995	1	2	1
2019	ES	876	ES51	01	631	01	293019055	1	2	1
2019	ES	877	ES51	01	631	01	709976011	1	2	1
2019	ES	878	ES51	01	631	01	231863183	1	2	1
2019	ES	879	ES51	01	633	01	228526159	1	2	1
2019	ES	880	ES51	01	633	01	830419745	1	2	1
2019	ES	881	ES51	01	633	01	308143977	1	2	1
2019	ES	882	ES51	01	633	01	771548376	1	2	1
2019	ES	883	ES51	01	635	01	809749604	1	1	1
2019	ES	884	ES51	01	635	01	572890481	1	1	1
2019	ES	885	ES51	01	635	01	507632539	1	1	1
2019	ES	887	ES51	01	641	01	313658102	1	2	1
2019	ES	888	ES51	01	641	01	374855985	1	2	1
2019	ES	890	ES51	01	641	01	252904842	1	2	1
2019	ES	891	ES51	01	641	01	866377265	1	2	1
2019	ES	892	ES51	01	641	01	290115955	1	2	1
2019	ES	893	ES51	01	641	01	237360692	1	2	1
2019	ES	894	ES51	01	641	01	545747514	1	2	1
2019	ES	895	ES51	01	642	01	830419745	1	2	1
2019	ES	896	ES51	01	642	01	127093334	1	2	1
2019	ES	898	ES51	01	643	01	306775432	1	2	1
2019	ES	899	ES51	01	643	01	308206183	1	2	1
2019	ES	900	ES51	01	643	01	183270940	1	2	1
2019	ES	1115	ES51	01	793	01	417462501	1	3	1
2019	ES	1116	ES51	01	793	01	356878708	1	3	1
2019	ES	1118	ES51	01	799	01	581928168	1	1	1
2019	ES	1119	ES51	01	799	01	443391946	1	1	1
2019	ES	1120	ES51	01	799	01	376350715	1	1	1
2019	ES	1121	ES51	01	799	01	579055079	1	1	1
2019	ES	1122	ES51	01	799	01	641202418	1	1	1
2019	ES	1125	ES51	01	805	01	423331309	1	3	1
2019	ES	1126	ES51	01	805	01	379937642	1	3	1
2019	ES	2316	ES51	01	1652	01	282308008	1	3	1
2019	ES	2317	ES51	01	1652	01	304544287	1	3	1
2019	ES	2318	ES51	01	1654	01	323426156	1	3	1
2019	ES	2319	ES51	01	1654	01	503430020	1	3	1
2019	ES	2320	ES51	01	1654	01	357776293	1	3	1
2019	ES	2321	ES51	01	1655	01	273258870	1	1	1
2019	ES	2326	ES51	01	1662	01	416753085	1	2	1
2019	ES	2327	ES51	01	1662	01	659780859	1	2	1
2019	ES	3315	ES51	01	248	01	293360158	1	1	1
2019	ES	3316	ES51	01	248	01	568899242	1	1	1
2019	ES	3317	ES51	01	254	01	205964624	1	1	1
2019	ES	3318	ES51	01	254	01	264211807	1	1	1
2019	ES	3320	ES51	01	254	01	216392037	1	1	1
2019	ES	3322	ES51	01	258	01	541983583	1	1	1
2019	ES	3324	ES51	01	258	01	413440847	1	1	1
2019	ES	3328	ES51	01	261	01	248914885	1	1	1
2019	ES	3329	ES51	01	261	01	121937781	1	1	1
2019	ES	3330	ES51	01	261	01	475360758	1	1	1
2019	ES	3331	ES51	01	261	01	330681532	1	1	1
2019	ES	3333	ES51	01	261	01	379173076	1	1	1
2019	ES	3334	ES51	01	265	01	380492019	1	1	1
2019	ES	3335	ES51	01	265	01	248914885	1	1	1
2019	ES	3340	ES51	01	271	01	554045283	1	1	1
2019	ES	3344	ES51	01	271	01	305314878	1	1	1
2019	ES	3345	ES51	01	271	01	260430885	1	1	1
2019	ES	3347	ES51	01	273	01	201255159	1	1	1
2019	ES	3349	ES51	01	273	01	168489164	1	1	1
2019	ES	3350	ES51	01	273	01	248914885	1	1	1
2019	ES	3351	ES51	01	273	01	348519600	1	1	1
2019	ES	3353	ES51	01	275	01	299722793	1	1	1
2019	ES	3354	ES51	01	275	01	201255159	1	1	1
2019	ES	3355	ES51	01	275	01	215709155	1	1	1
2019	ES	3356	ES51	01	275	01	342751962	1	1	1
2019	ES	3357	ES51	01	275	01	729733763	1	1	1
2019	ES	3358	ES51	01	277	01	318702733	1	1	1
2019	ES	3360	ES51	01	277	01	339401217	1	1	1
2019	ES	3361	ES51	01	277	01	219267689	1	1	1
2019	ES	3365	ES51	01	282	01	410622270	1	1	1
2019	ES	3367	ES51	01	283	01	319824531	1	1	1
2019	ES	3369	ES51	01	283	01	338854435	1	1	1
2019	ES	3370	ES51	01	283	01	1007436135	1	1	1
2019	ES	3371	ES51	01	283	01	310022139	1	1	1
2019	ES	3374	ES51	01	294	01	248914885	1	1	1
2019	ES	3375	ES51	01	294	01	248914885	1	1	1
2019	ES	3376	ES51	01	294	01	416982265	1	1	1
2019	ES	3379	ES51	01	299	01	201255159	1	1	1
2019	ES	3382	ES51	01	299	01	690211402	1	1	1
2019	ES	3384	ES51	01	304	01	417628837	1	1	1
2019	ES	3386	ES51	01	304	01	259720266	1	1	1
2019	ES	3387	ES51	01	304	01	310078265	1	1	1
2019	ES	3388	ES51	01	304	01	248914885	1	1	1
2019	ES	3389	ES51	01	304	01	320220966	1	1	1
2019	ES	3393	ES51	01	306	01	393253035	1	1	1
2019	ES	3394	ES51	01	306	01	192140674	1	1	1
2019	ES	3396	ES51	01	306	01	297352555	1	1	1
2019	ES	3397	ES51	01	306	01	168489164	1	1	1
2019	ES	3398	ES51	01	310	01	260846743	1	2	1
2019	ES	3399	ES51	01	310	01	270090736	1	2	1
2019	ES	3400	ES51	01	310	01	247897794	1	2	1
2019	ES	3401	ES51	01	310	01	544147523	1	2	1
2019	ES	3403	ES51	01	310	01	265266707	1	2	1
2019	ES	3404	ES51	01	310	01	332586109	1	2	1
2019	ES	3405	ES51	01	310	01	293073366	1	2	1
2019	ES	3406	ES51	01	310	01	345596258	1	2	1
2019	ES	3408	ES51	01	313	01	165898112	1	2	1
2019	ES	3409	ES51	01	313	01	446310699	1	2	1
2019	ES	3410	ES51	01	313	01	515233948	1	2	1
2019	ES	3411	ES51	01	313	01	371520953	1	2	1
2019	ES	3413	ES51	01	315	01	303482617	1	1	1
2019	ES	3414	ES51	01	315	01	297736743	1	1	1
2019	ES	3415	ES51	01	315	01	1133689025	1	1	1
2019	ES	3416	ES51	01	315	01	309407186	1	1	1
2019	ES	3417	ES51	01	315	01	250853787	1	1	1
2019	ES	3418	ES51	01	317	01	427787028	1	2	1
2019	ES	3419	ES51	01	317	01	437810028	1	2	1
2019	ES	3422	ES51	01	317	01	445018330	1	2	1
2019	ES	3423	ES51	01	317	01	280416363	1	2	1
2019	ES	3424	ES51	01	317	01	258493195	1	2	1
2019	ES	3425	ES51	01	317	01	297334058	1	2	1
2019	ES	3426	ES51	01	317	01	180448077	1	2	1
2019	ES	3427	ES51	01	317	01	222935095	1	2	1
2019	ES	3429	ES51	01	319	01	528169282	1	1	1
2019	ES	3430	ES51	01	319	01	539948395	1	1	1
2019	ES	3431	ES51	01	321	01	290973145	1	2	1
2019	ES	3432	ES51	01	321	01	480931254	1	2	1
2019	ES	3434	ES51	01	321	01	276411986	1	2	1
2019	ES	3435	ES51	01	321	01	290315658	1	2	1
2019	ES	3436	ES51	01	321	01	249908710	1	2	1
2019	ES	3438	ES51	01	321	01	349911110	1	2	1
2019	ES	3439	ES51	01	321	01	408676245	1	2	1
2019	ES	3440	ES51	01	322	01	163195964	1	1	1
2019	ES	3441	ES51	01	322	01	315079808	1	1	1
2019	ES	3442	ES51	01	322	01	420624146	1	1	1
2019	ES	3443	ES51	01	322	01	242024510	1	1	1
2019	ES	3444	ES51	01	322	01	250442325	1	1	1
2019	ES	3445	ES51	01	322	01	245480664	1	1	1
2019	ES	3446	ES51	01	322	01	308814964	1	1	1
2019	ES	3447	ES51	01	322	01	452192568	1	1	1
2019	ES	3448	ES51	01	323	01	203195124	1	1	1
2019	ES	3449	ES51	01	323	01	250853787	1	1	1
2019	ES	3450	ES51	01	323	01	301587048	1	1	1
2019	ES	3451	ES51	01	323	01	344211758	1	1	1
2019	ES	3453	ES51	01	323	01	285586996	1	1	1
2019	ES	3454	ES51	01	326	01	486524713	1	1	1
2019	ES	3455	ES51	01	326	01	260838285	1	1	1
2019	ES	3456	ES51	01	326	01	290939749	1	1	1
2019	ES	3457	ES51	01	326	01	308401551	1	1	1
2019	ES	3459	ES51	01	326	01	273479720	1	1	1
2019	ES	3460	ES51	01	326	01	539948395	1	1	1
2019	ES	3461	ES51	01	326	01	249447568	1	1	1
2019	ES	3464	ES51	01	328	01	209169674	1	1	1
2019	ES	3466	ES51	01	328	01	1055919763	1	1	1
2019	ES	3467	ES51	01	328	01	293360158	1	1	1
2019	ES	3468	ES51	01	328	01	209169674	1	1	1
2019	ES	3469	ES51	01	331	01	410749903	1	1	1
2019	ES	3470	ES51	01	331	01	170773327	1	1	1
2019	ES	3471	ES51	01	331	01	501933253	1	1	1
2019	ES	3473	ES51	01	331	01	287937273	1	1	1
2019	ES	3477	ES51	01	335	01	604817303	1	1	1
2019	ES	3478	ES51	01	335	01	229100542	1	1	1
2019	ES	3480	ES51	01	340	01	360032953	1	2	1
2019	ES	3482	ES51	01	340	01	270664947	1	2	1
2019	ES	3484	ES51	01	345	01	1679806542	1	1	1
2019	ES	3486	ES51	01	345	01	696909069	1	1	1
2019	ES	3487	ES51	01	345	01	604817303	1	1	1
2019	ES	3488	ES51	01	345	01	361503658	1	1	1
2019	ES	3489	ES51	01	345	01	394360730	1	1	1
2019	ES	3492	ES51	01	350	01	584015465	1	1	1
2019	ES	3493	ES51	01	350	01	203275292	1	1	1
2019	ES	3494	ES51	01	350	01	291879202	1	1	1
2019	ES	3495	ES51	01	350	01	655794703	1	1	1
2019	ES	3496	ES51	01	350	01	224896083	1	1	1
2019	ES	3497	ES51	01	350	01	401027504	1	1	1
2019	ES	3499	ES51	01	352	01	190494662	1	3	1
2019	ES	3500	ES51	01	352	01	354348834	1	3	1
2019	ES	3501	ES51	01	352	01	431331414	1	3	1
2019	ES	3503	ES51	01	352	01	829657285	1	3	1
2019	ES	3504	ES51	01	352	01	390168458	1	3	1
2019	ES	3505	ES51	01	352	01	253078160	1	3	1
2019	ES	3508	ES51	01	354	01	722618868	1	3	1
2019	ES	3509	ES51	01	354	01	175731362	1	3	1
2019	ES	3510	ES51	01	354	01	204286401	1	3	1
2019	ES	3511	ES51	01	354	01	253078160	1	3	1
2019	ES	3512	ES51	01	354	01	296779186	1	3	1
2019	ES	3514	ES51	01	355	01	400557331	1	2	1
2019	ES	3518	ES51	01	355	01	179769434	1	2	1
2019	ES	3519	ES51	01	355	01	339519009	1	2	1
2019	ES	3522	ES51	01	364	01	196488067	1	1	1
2019	ES	3523	ES51	01	364	01	192075139	1	1	1
2019	ES	3525	ES51	01	364	01	288094374	1	1	1
2019	ES	3527	ES51	01	365	01	300984585	1	1	1
2019	ES	3531	ES51	01	365	01	194742698	1	1	1
2019	ES	3532	ES51	01	365	01	264864639	1	1	1
2019	ES	3533	ES51	01	378	01	193435690	1	2	1
2019	ES	3534	ES51	01	378	01	220143144	1	2	1
2019	ES	3535	ES51	01	378	01	264763809	1	2	1
2019	ES	3537	ES51	01	378	01	385282143	1	2	1
2019	ES	3543	ES51	01	379	01	214135567	1	1	1
2019	ES	3544	ES51	01	383	01	201602748	1	1	1
2019	ES	3545	ES51	01	383	01	409486951	1	1	1
2019	ES	3546	ES51	01	383	01	204621292	1	1	1
2019	ES	3547	ES51	01	383	01	216110705	1	1	1
2019	ES	3548	ES51	01	383	01	660601577	1	1	1
2019	ES	3549	ES51	01	383	01	399020751	1	1	1
2019	ES	3550	ES51	01	389	01	334141441	1	1	1
2019	ES	3551	ES51	01	389	01	255317320	1	1	1
2019	ES	3552	ES51	01	389	01	269545488	1	1	1
2019	ES	3553	ES51	01	394	01	420624146	1	1	1
2019	ES	3554	ES51	01	394	01	208464322	1	1	1
2019	ES	3555	ES51	01	394	01	535284448	1	1	1
2019	ES	3556	ES51	01	394	01	182640800	1	1	1
2019	ES	3557	ES51	01	394	01	233629260	1	1	1
2019	ES	3558	ES51	01	394	01	213042903	1	1	1
2019	ES	3560	ES51	01	394	01	156295580	1	1	1
2019	ES	3561	ES51	01	395	01	193988572	1	1	1
2019	ES	3563	ES51	01	395	01	296863272	1	1	1
2019	ES	3564	ES51	01	395	01	251098320	1	1	1
2019	ES	3565	ES51	01	395	01	535284448	1	1	1
2019	ES	3567	ES51	01	395	01	296018099	1	1	1
2019	ES	3568	ES51	01	395	01	232998001	1	1	1
2019	ES	3569	ES51	01	395	01	316047816	1	1	1
2019	ES	3570	ES51	01	401	01	498660144	1	1	1
2019	ES	3571	ES51	01	401	01	638758061	1	1	1
2019	ES	3572	ES51	01	401	01	314077627	1	1	1
2019	ES	3573	ES51	01	401	01	500590711	1	1	1
2019	ES	3574	ES51	01	401	01	298854290	1	1	1
2019	ES	3575	ES51	01	401	01	259096329	1	1	1
2019	ES	3576	ES51	01	401	01	279708651	1	1	1
2019	ES	3577	ES51	01	401	01	600710042	1	1	1
2019	ES	3580	ES51	01	402	01	242473929	1	1	1
2019	ES	3581	ES51	01	402	01	1107993621	1	1	1
2019	ES	3582	ES51	01	402	01	253634726	1	1	1
2019	ES	3583	ES51	01	402	01	790287421	1	1	1
2019	ES	3584	ES51	01	402	01	254225342	1	1	1
2019	ES	3585	ES51	01	402	01	231885177	1	1	1
2019	ES	3587	ES51	01	407	01	168002104	1	1	1
2019	ES	3588	ES51	01	407	01	253078160	1	1	1
2019	ES	3589	ES51	01	407	01	278773442	1	1	1
2019	ES	3590	ES51	01	407	01	253078160	1	1	1
2019	ES	3591	ES51	01	407	01	298840654	1	1	1
2019	ES	3592	ES51	01	407	01	181085826	1	1	1
2019	ES	3593	ES51	01	411	01	261125439	1	1	1
2019	ES	3594	ES51	01	411	01	274987797	1	1	1
2019	ES	3595	ES51	01	411	01	349668169	1	1	1
2019	ES	3596	ES51	01	411	01	502137483	1	1	1
2019	ES	3597	ES51	01	411	01	296046944	1	1	1
2019	ES	3598	ES51	01	412	01	255729586	1	1	1
2019	ES	3599	ES51	01	412	01	348740921	1	1	1
2019	ES	3601	ES51	01	412	01	1135892427	1	1	1
2019	ES	3602	ES51	01	412	01	713851569	1	1	1
2019	ES	3603	ES51	01	412	01	271536773	1	1	1
2019	ES	3604	ES51	01	412	01	229532284	1	1	1
2019	ES	3605	ES51	01	413	01	479540323	1	2	1
2019	ES	3607	ES51	01	413	01	248998715	1	2	1
2019	ES	3608	ES51	01	413	01	255634073	1	2	1
2019	ES	3974	ES51	01	632	01	407719086	1	3	1
2019	ES	3975	ES51	01	632	01	258493195	1	3	1
2019	ES	3977	ES51	01	632	01	305899259	1	3	1
2019	ES	3978	ES51	01	632	01	253078160	1	3	1
2019	ES	3979	ES51	01	632	01	505457136	1	3	1
2019	ES	3980	ES51	01	638	01	204621292	1	3	1
2019	ES	3981	ES51	01	638	01	268365979	1	3	1
2019	ES	3983	ES51	01	638	01	217374603	1	3	1
2019	ES	3984	ES51	01	638	01	433011576	1	3	1
2019	ES	3985	ES51	01	638	01	377149012	1	3	1
2019	ES	3987	ES51	01	640	01	151225023	1	2	1
2019	ES	3988	ES51	01	640	01	178926986	1	2	1
2019	ES	3989	ES51	01	640	01	355392831	1	2	1
2019	ES	4290	ES51	01	797	01	254313827	1	1	1
2019	ES	4291	ES51	01	797	01	204722023	1	1	1
2019	ES	4292	ES51	01	797	01	305864641	1	1	1
2019	ES	4293	ES51	01	797	01	528378105	1	1	1
2019	ES	4294	ES51	01	797	01	293265801	1	1	1
2019	ES	4296	ES51	01	797	01	297507542	1	1	1
2019	ES	4297	ES51	01	797	01	279613552	1	1	1
2019	ES	4299	ES51	01	800	01	292519993	1	1	1
2019	ES	4300	ES51	01	800	01	1195974902	1	1	1
2019	ES	4302	ES51	01	800	01	528378105	1	1	1
2019	ES	4304	ES51	01	801	01	226954518	1	1	1
2019	ES	5891	ES51	01	1648	01	312929008	1	3	1
2019	ES	5892	ES51	01	1648	01	390423993	1	3	1
2019	ES	5893	ES51	01	1648	01	259581637	1	3	1
2019	ES	5894	ES51	01	1648	01	401804242	1	3	1
2019	ES	5896	ES51	01	1648	01	363562796	1	3	1
2019	ES	5898	ES51	01	1648	01	349979259	1	3	1
2019	ES	5899	ES51	01	1648	01	444434114	1	3	1
2019	ES	5900	ES51	01	1649	01	390168458	1	3	1
2019	ES	5901	ES51	01	1649	01	471191614	1	3	1
2019	ES	5902	ES51	01	1649	01	199701557	1	3	1
2019	ES	5903	ES51	01	1649	01	420204456	1	3	1
2019	ES	5904	ES51	01	1664	01	220105757	1	3	1
2019	ES	5905	ES51	01	1664	01	212759576	1	3	1
2019	ES	5907	ES51	01	1664	01	521768367	1	3	1
2019	ES	5908	ES51	01	1664	01	214939308	1	3	1
2019	ES	7501	ES51	01	243	01	23764721	1	1	1
2019	ES	7504	ES51	01	243	01	22554255	1	1	1
2019	ES	7505	ES51	01	243	01	25140011	1	1	1
2019	ES	7509	ES51	01	243	01	57642044	1	1	1
2019	ES	7510	ES51	01	243	01	23041299	1	1	1
2019	ES	7511	ES51	01	243	01	23041299	1	1	1
2019	ES	7513	ES51	01	250	01	48745110	1	1	1
2019	ES	7515	ES51	01	250	01	41483195	1	1	1
2019	ES	7516	ES51	01	250	01	39306156	1	1	1
2019	ES	7517	ES51	01	250	01	34653333	1	1	1
2019	ES	7519	ES51	01	250	01	26704580	1	1	1
2019	ES	7522	ES51	01	250	01	19636350	1	1	1
2019	ES	7523	ES51	01	250	01	32605197	1	1	1
2019	ES	7524	ES51	01	250	01	58501502	1	1	1
2019	ES	7526	ES51	01	253	01	29395612	1	1	1
2019	ES	7527	ES51	01	253	01	32734879	1	1	1
2019	ES	7528	ES51	01	253	01	26348870	1	1	1
2019	ES	7529	ES51	01	253	01	60277903	1	1	1
2019	ES	7531	ES51	01	253	01	33631406	1	1	1
2019	ES	7535	ES51	01	253	01	49086208	1	1	1
2019	ES	7545	ES51	01	256	01	17479457	1	1	1
2019	ES	7548	ES51	01	256	01	15653350	1	1	1
2019	ES	7549	ES51	01	260	01	32734879	1	1	1
2019	ES	7551	ES51	01	260	01	30240039	1	1	1
2019	ES	7555	ES51	01	260	01	34283456	1	1	1
2019	ES	7556	ES51	01	260	01	31217878	1	1	1
2019	ES	7559	ES51	01	260	01	17292942	1	1	1
2019	ES	7561	ES51	01	269	01	34283456	1	1	1
2019	ES	7562	ES51	01	269	01	33631406	1	1	1
2019	ES	7566	ES51	01	269	01	28186154	1	1	1
2019	ES	7568	ES51	01	269	01	33631406	1	1	1
2019	ES	7577	ES51	01	279	01	25726552	1	1	1
2019	ES	7579	ES51	01	279	01	31093850	1	1	1
2019	ES	7581	ES51	01	279	01	35724538	1	1	1
2019	ES	7585	ES51	01	285	01	28186154	1	1	1
2019	ES	7587	ES51	01	285	01	20720066	1	1	1
2019	ES	7591	ES51	01	285	01	28700371	1	1	1
2019	ES	7592	ES51	01	285	01	34482158	1	1	1
2019	ES	7599	ES51	01	286	01	42598640	1	1	1
2019	ES	7601	ES51	01	286	01	28700371	1	1	1
2019	ES	7603	ES51	01	286	01	36699155	1	1	1
2019	ES	7605	ES51	01	286	01	33256431	1	1	1
2019	ES	7608	ES51	01	286	01	44535822	1	1	1
2019	ES	7610	ES51	01	290	01	37714988	1	1	1
2019	ES	7613	ES51	01	290	01	27962372	1	1	1
2019	ES	7616	ES51	01	290	01	42994449	1	1	1
2019	ES	7617	ES51	01	290	01	33631406	1	1	1
2019	ES	7618	ES51	01	290	01	45250843	1	1	1
2019	ES	7619	ES51	01	290	01	27850749	1	1	1
2019	ES	7621	ES51	01	297	01	17429233	1	1	1
2019	ES	7622	ES51	01	297	01	28186154	1	1	1
2019	ES	7624	ES51	01	297	01	32826034	1	1	1
2019	ES	7625	ES51	01	297	01	41301578	1	1	1
2019	ES	7628	ES51	01	297	01	33631406	1	1	1
2019	ES	7631	ES51	01	297	01	28776712	1	1	1
2019	ES	7632	ES51	01	297	01	39931692	1	1	1
2019	ES	7633	ES51	01	298	01	28700371	1	1	1
2019	ES	7639	ES51	01	298	01	33538132	1	1	1
2019	ES	7640	ES51	01	298	01	41708991	1	1	1
2019	ES	7641	ES51	01	298	01	30753485	1	1	1
2019	ES	7643	ES51	01	298	01	47375976	1	1	1
2019	ES	7646	ES51	01	302	01	27850749	1	1	1
