RB010	RB020	RB030	RB050	RB050_F	RB080	RB080_F	RB081	RB081_F	RB082	RB082_F	RB090	RB090_F	RB200	RB200_F	RB211	RB211_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RB280	RB280_F	RB290	RB290_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	VRMATSOCDEP	VRLOWJOB_N	VREU2020_N	AROPE	AROPE_N
2022	ES	46004	200546601	1	2007	1	14	1	15	1	2	1	1	1	5	1	46001	1	46002	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46301	194105166	1	1952	1	69	1	69	1	2	1	1	1	6	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	1	0	9	1	1	1
2022	ES	46401	184536142	1	1965	1	56	1	56	1	1	1	1	1	2	1		96		96	46402	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	1	1
2022	ES	46402	184536142	1	1967	1	54	1	55	1	2	1	1	1	1	1		96		96	46401	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	1	1
2022	ES	46403	184536142	1	1999	1	22	1	23	1	1	1	1	1	5	1	46401	1	46402	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	1	1
2022	ES	46501	356449325	1	1975	1	46	1	46	1	1	1	1	1	1	1		96		96	46502	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46502	356449325	1	1977	1	44	1	45	1	2	1	1	1	1	1		96		96	46501	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46601	192592736	1	1948	1	73	1	73	1	2	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	46602	192592736	1	1985	1	36	1	36	1	1	1	1	1	2	1		96	46601	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46701	262515916	1	1976	1	45	1	46	1	1	1	1	1	2	1		96		96	46702	1	3	1	3	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46702	262515916	1	1978	1	43	1	43	1	2	1	1	1	1	1		96		96	46701	1	3	1	2	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46703	262515916	1	2014	1	7	1	7	1	2	1	1	1	5	1	46701	1	46702	1		96	3	1	2	1		96	25	1	2	1	0	1	0	1	0	1	258694511	1	0	0	0	0	0	0	0
2022	ES	46704	262515916	1	2021	1	0	1	1	1	2	1	1	1	8	1	46701	1	46702	1		96	1	1	2	1	0	1		96		96	0	1	0	1	0	1	283200681	1	0	0	0	0	0	0	0
2022	ES	46801	157362452	1	1969	1	52	1	52	1	1	1	1	1	1	1		96		96	46802	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46802	157362452	1	1968	1	53	1	54	1	2	1	1	1	1	1		96		96	46801	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46803	157362452	1	2005	1	16	1	16	1	1	1	1	1	5	1	46801	1	46802	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	46804	157362452	1	2007	1	14	1	14	1	2	1	1	1	5	1	46801	1	46802	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47001	243062395	1	1960	1	61	1	62	1	2	1	1	1	2	1		96		96		96	3	1	1	1		96		96		96		96		96		96		96	9	1	1	1	1	1	1
2022	ES	47002	243062395	1	1985	1	36	1	37	1	1	1	1	1	2	1		96	47001	1		96	3	1	1	1		96		96		96		96		96		96		96	1	1	0	1	1	1	1
2022	ES	47101	178143958	1	1957	1	64	1	65	1	2	1	1	1	3	1		96		96	47102	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	47102	178143958	1	1957	1	64	1	65	1	1	1	1	1	3	1		96		96	47101	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	47201	280937928	1	1968	1	53	1	54	1	1	1	1	1	1	1		96		96	47202	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47202	280937928	1	1973	1	48	1	48	1	2	1	1	1	1	1		96		96	47201	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47203	280937928	1	1999	1	22	1	22	1	1	1	1	1	1	1	47201	1	47202	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47301	172614518	1	1936	1	85	1	86	1	1	1	1	1	3	1		96		96	47302	1	1	1	1	1		96		96		96		96		96		96		96	9	1	0	9	1	1	1
2022	ES	47302	172614518	1	1940	1	81	1	82	1	2	1	1	1	6	1		96		96	47301	1	1	1	1	1		96		96		96		96		96		96		96	9	1	0	9	1	1	1
2022	ES	47401	205046299	1	1946	1	75	1	75	1	1	1	1	1	3	1		96		96	47402	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	47402	205046299	1	1946	1	75	1	75	1	2	1	1	1	3	1		96		96	47401	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	47501	154883829	1	1955	1	66	1	67	1	2	1	1	1	2	1		96		96		96	3	1	1	1		96		96		96		96		96		96		96	9	1	1	9	1	1	1
2022	ES	47502	154883829	1	1977	1	44	1	45	1	1	1	1	1	1	1		96	47501	1		96	3	1	3	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	47503	154883829	1	2000	1	21	1	22	1	1	1	1	1	5	1	47502	1		96		96	3	1	1	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	47601	292135587	1	1936	1	85	1	86	1	2	1		97	3	1		96		96		96	3	1	1	1		96		96		96		96		96		96		96	9	1	1	9	1	1	1
2022	ES	47701	139890230	1	1968	1	53	1	54	1	1	1	1	1	1	1		96		96	47702	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47702	139890230	1	1972	1	49	1	49	1	2	1	1	1	1	1		96		96	47701	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47703	139890230	1	2003	1	18	1	19	1	1	1	1	1	5	1	47701	1	47702	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47704	139890230	1	2006	1	15	1	16	1	1	1	1	1	5	1	47701	1	47702	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	47801	304202653	1	1975	1	46	1	46	1	2	1	1	1	2	1		96		96		96	3	1	1	1		96		96		96		96		96		96		96	1	1	1	1	1	1	1
2022	ES	48001	220789823	1	1966	1	55	1	56	1	2	1	1	1	1	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48002	220789823	1	1998	1	23	1	23	1	1	1	1	1	1	1		96	48001	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48101	182949286	1	1979	1	42	1	42	1	1	1	1	1	1	1		96		96	48102	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48102	182949286	1	1983	1	38	1	39	1	2	1	1	1	1	1		96		96	48101	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48103	182949286	1	2015	1	6	1	7	1	2	1	1	1	5	1	48101	1	48102	1		96	1	1	1	1		96	37	1	4	1	0	1	0	1	0	1	180286120	1	0	0	0	0	0	0	0
2022	ES	48104	182949286	1	2019	1	2	1	3	1	1	1	1	1	5	1	48101	1	48102	1		96	1	1	1	1	15	1		96	0	1	0	1	0	1	20	1	195286253	1	0	0	0	0	0	0	0
2022	ES	48201	219807461	1	1965	1	56	1	57	1	2	1	1	1	1	1		96	48204	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48202	219807461	1	2000	1	21	1	22	1	2	1	1	1	1	1		96	48201	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48203	219807461	1	1996	1	25	1	25	1	1	1	1	1	1	1		96	48201	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48204	219807461	1	1936	1	85	1	85	1	2	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48301	321260162	1	1961	1	60	1	60	1	1	1	1	1	1	1		96		96	48302	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	0	0	0	0
2022	ES	48302	321260162	1	1966	1	55	1	55	1	2	1	1	1	6	1		96		96	48301	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48303	321260162	1	1993	1	28	1	29	1	1	1	1	1	2	1	48301	1	48302	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48401	302159563	1	1983	1	38	1	39	1	2	1	1	1	6	1		96		96	48402	1	3	1	3	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48402	302159563	1	1981	1	40	1	40	1	1	1	1	1	1	1		96		96	48401	1	3	1	3	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48501	211786339	1	1969	1	52	1	53	1	1	1	1	1	1	1		96		96	48502	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	9	0	0	0
2022	ES	48502	211786339	1	1963	1	58	1	59	1	2	1	1	1	6	1		96		96	48501	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	48601	195151486	1	1947	1	74	1	74	1	1	1	1	1	3	1		96		96	48602	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48602	195151486	1	1948	1	73	1	73	1	2	1	1	1	3	1		96		96	48601	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48701	121650884	1	1936	1	85	1	85	1	1	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	1	1	9	1	1	1
2022	ES	48801	172614518	1	1943	1	78	1	79	1	2	1	1	1	6	1		96		96	48802	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48802	172614518	1	1938	1	83	1	84	1	1	1	1	1	3	1		96		96	48801	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48901	145127311	1	1959	1	62	1	62	1	2	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	48902	145127311	1	1962	1	59	1	60	1	1	1	1	1	1	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49001	191725321	1	1963	1	58	1	58	1	1	1	1	1	1	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49101	210143015	1	1961	1	60	1	60	1	1	1	1	1	2	1		96	49102	1		96	1	1	1	1		96		96		96		96		96		96		96	9	1	0	1	1	1	1
2022	ES	49102	210143015	1	1936	1	85	1	85	1	2	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	1	0	9	1	1	1
2022	ES	49201	161719592	1	1967	1	54	1	55	1	1	1	1	1	1	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49301	129371600	1	1972	1	49	1	50	1	2	1	1	1	2	1		96		96	49302	1	1	1	1	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	49302	129371600	1	1970	1	51	1	51	1	1	1	1	1	1	1		96		96	49301	1	1	1	1	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	49303	129371600	1	2005	1	16	1	17	1	1	1	1	1	5	1	49302	1	49301	1		96	1	1	1	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	49304	129371600	1	2010	1	11	1	12	1	1	1	1	1	5	1	49302	1	49301	1		96	1	1	1	1		96	30	1	2	1	0	1	0	1	0	1	134600551	1	0	1	0	0	1	1	1
2022	ES	49401	129618060	1	1966	1	55	1	55	1	2	1	1	1	1	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49402	129618060	1	1998	1	23	1	24	1	2	1	1	1	1	1		96	49401	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49403	129618060	1	1992	1	29	1	30	1	2	1	1	1	1	1		96	49401	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49501	171553937	1	1977	1	44	1	44	1	2	1	1	1	1	1		96		96	49502	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49502	171553937	1	1978	1	43	1	43	1	1	1	1	1	1	1		96		96	49501	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49503	171553937	1	2015	1	6	1	6	1	1	1	1	1	5	1	49502	1	49501	1		96	1	1	1	1		96	35	1	4	1	0	1	0	1	0	1	168473779	1	0	0	0	0	0	0	0
2022	ES	49601	273956010	1	1969	1	52	1	52	1	2	1	1	1	1	1	49602	1		96	49603	1	2	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49602	273956010	1	1936	1	85	1	85	1	1	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	49603	273956010	1	1964	1	57	1	58	1	1	1	1	1	1	1		96		96	49601	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49604	273956010	1	1986	1	35	1	35	1	1	1	1	1	2	1	49603	1	49601	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49701	201903229	1	1977	1	44	1	45	1	2	1	1	1	1	1		96		96	49702	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49702	201903229	1	1973	1	48	1	49	1	1	1	1	1	1	1		96		96	49701	1	1	1	1	1		96		96		96		96		96		96		96	0	0		0	0	0	0
2022	ES	49703	201903229	1	1997	1	24	1	25	1	2	1	1	1	1	1	49702	1	49701	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0		0	0	0	0
2022	ES	49704	201903229	1	2002	1	19	1	20	1	2	1	1	1	1	1	49702	1	49701	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0		0	0	0	0
2022	ES	49801	168539027	1	1973	1	48	1	48	1	2	1	1	1	1	1		96		96	49802	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49802	168539027	1	1972	1	49	1	49	1	1	1	1	1	1	1		96		96	49801	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49803	168539027	1	2006	1	15	1	16	1	1	1	1	1	5	1	49802	1	49801	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49804	168539027	1	2012	1	9	1	10	1	1	1	1	1	5	1	49802	1	49801	1		96	1	1	1	1		96	30	1	0	1	0	1	0	1	0	1	158297693	1	0	0	0	0	0	0	0
2022	ES	49901	362998787	1	1993	1	28	1	29	1	2	1	1	1	1	1		96		96	49902	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	49902	362998787	1	1987	1	34	1	35	1	1	1	1	1	1	1		96		96	49901	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50001	258112083	1	1971	1	50	1	50	1	2	1	1	1	1	1		96		96	50002	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50002	258112083	1	1972	1	49	1	50	1	1	1	1	1	1	1		96		96	50001	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50003	258112083	1	2003	1	18	1	19	1	2	1	1	1	5	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50004	258112083	1	2006	1	15	1	15	1	1	1	1	1	5	1	50002	1	50001	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50101	158597570	1	1946	1	75	1	75	1	2	1	1	1	6	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	1	1
2022	ES	50301	77856195	1	1964	1	57	1	57	1	2	1	1	1	4	1		96		96		96	3	1	1	1		96		96		96		96		96		96		96	0	1	0	0	0	1	0
2022	ES	50302	77856195	1	2000	1	21	1	21	1	2	1	1	1	1	1		96	50301	1		96	2	1	1	1		96		96		96		96		96		96		96	0	1	0	0	0	1	0
2022	ES	50303	77856195	1	2002	1	19	1	19	1	1	1	1	1	1	1		96	50301	1		96	1	1	1	1		96		96		96		96		96		96		96	0	1	0	0	0	1	0
2022	ES	50401	120944392	1	1977	1	44	1	44	1	2	1	1	1	1	1		96		96	50402	1	3	1	3	1		96		96		96		96		96		96		96	0	1	1	0	1	1	1
2022	ES	50402	120944392	1	1982	1	39	1	40	1	1	1	2	1	1	1		96		96	50401	1	3	1	3	1		96		96		96		96		96		96		96	0	1	1	0	1	1	1
2022	ES	50403	120944392	1	2003	1	18	1	19	1	1	1	1	1	5	1	50402	1	50401	1		96	3	1	3	1		96		96		96		96		96		96		96	0	1	0	0	1	1	1
2022	ES	50404	120944392	1	2016	1	5	1	6	1	1	1	1	1	5	1	50402	1	50401	1		96	1	1	3	1	35	1		96	0	1	0	1	0	1	0	1	118772901	1	0	1	1	0	1	1	1
2022	ES	50405	120944392	1	2007	1	14	1	14	1	2	1	1	1	5	1	50402	1	50401	1		96	2	1	3	1		96		96		96		96		96		96		96	0	1	1	0	1	1	1
2022	ES	50701	124274389	1	1960	1	61	1	62	1	2	1	1	1	3	1		96		96		96	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	50801	107275811	1	1965	1	56	1	57	1	1	1	1	1	1	1		96		96	50802	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50802	107275811	1	1966	1	55	1	56	1	2	1	1	1	1	1		96		96	50801	1	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50803	107275811	1	1998	1	23	1	23	1	2	1	2	1	5	1	50801	1	50802	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50804	107275811	1	2003	1	18	1	19	1	1	1	2	1	5	1	50801	1	50802	1		96	1	1	1	1		96		96		96		96		96		96		96	0	0	0	0	0	0	0
2022	ES	50901	60906350	1	1948	1	73	1	73	1	2	1	1	1	3	1		96		96	50902	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
2022	ES	50902	60906350	1	1940	1	81	1	81	1	1	1	1	1	3	1		96		96	50901	1	1	1	1	1		96		96		96		96		96		96		96	9	0	0	9	0	0	0
