HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	VHMATDEP	HS200	HS200_F	HS210	HS210_F	HS220	HS220_F	POBRECAT
2022	ES	437	6	1	2022	1	43701	1	43701	1	8	1	4	1	8827940	21	7831310	21	7831310	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	108480	21	10000	16	11468920	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	2640980	25	2	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	3	1	6	1	1	1	150000	1	155421	1	2	1		96		96	3	1		96	4	14	25	8827940	8827940	0	0		96		96	2	1	0
2022	ES	439	5	1	2022	1	43901	1	43901	1	5	1	4	1	3694720	21	3694720	21	3694720	21	829060	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	141972	11	0	11	100000	11	0	16	0	16	-205490	21	0	16	4931140	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	141972	11	0	15	100000	11	0	16	0	16	1136420	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	2	1	4	1	1	1		96	44508	1	3	1		96	9	1	2	1	50000	1	4	12	21	3694720	4381807	0	0		96	2	1	2	1	0
2022	ES	440	5	1	2022	1	44001	1	44001	1	19	1	1	1	1239880	21	1239880	21	155490	21	440134	56	0	11	0	11	0	11	0	11	0	16	0	16	103200	21	23508	51	0	11	80000	11	0	16	0	16	-132290	21	0	16	1319050	25	0	15	0	15	0	15	0	15	0	16	0	16	127410	25	23508	51	0	15	80000	11	0	16	0	16	-830	25	3	1	3	1	2	1		96	2	1	1	1	1	1	3	1	1	1	3	1		96	3	1	3	1	2	1	4	1	2	1		96	24053	1	2	1		96		96		97		96	1	6	10	1239880	1656506	0	0		96	1	1	3	1	0
2022	ES	441	7	1	2022	1	44102	1	44102	1		97	2	1	6821305	21	6821305	21	438795	21	1328813	56	10580	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	47924	11	0	16	0	16	-476140	21	0	16	7132760	25	10580	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	47924	11	0	16	0	16	263530	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	3	1	1	1	1	1	7	1	1	1		96	28004	1	2	1		96		96	2	1		96	2	7	15	6821305	8150119	0	0	3	1	1	1	2	1	0
2022	ES	442	7	1	2022	1	44201	1	44202	1	7	1	3	1	2980840	21	2764590	21	2764590	21	861880	56	0	11	120000	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-311780	21	0	16	3281410	25	0	15	120000	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	300570	25		96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	4	1	5	1	5	1	1	1		96	17843	1	1	1	4	1		96	2	1		96	3	11	18	2980840	3842720	0	0	2	1		96		96	0
2022	ES	445	6	1	2022	1	44501	1	44501	1	20	1	5	1	7767202	21	5852132	21	5852132	21	619544	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	62000	11	0	16	0	16	-34300	21	0	16	8826095	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	62000	11	0	16	0	16	996892	25		96	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	4	1	1	1	6	1	1	1		96	26410	1	2	1		96		96	2	1		96	5	14	30	7767202	8386746	0	0	3	1		96	3	1	0
2022	ES	446	7	1	2022	1	44601	1	44601	1	12	1	1	1	1451480	21	1272620	21	1272620	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	240000	16	240000	16	-52310	21	0	16	2003700	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	240000	16	240000	16	312220	25	2	1	3	1	2	1		96	2	1	1	1	2	1	3	1	3	1	1	1		96	2	1	3	1	3	1	3	1	2	1	58446	1	62664	1	3	1		96	4	1	3	1		96	1	2	10	1451480	1451480	0	1		96		96	3	1	0
2022	ES	447	7	1	2022	1	44701	1	44701	1	15	1	1	1	2214586	21	-32575	21	-32575	21	712166	56	0	11	0	11	244982	51	0	11	0	16	0	16	0	21	83852	11	0	11	32575	11	0	16	0	16	0	21	0	16	2247162	25	0	15	0	15	244982	55	0	15	0	16	0	16	0	25	83852	11	0	15	32575	11	0	16	0	16	0	25	3	1	3	1	2	1		96	1	1	1	1	1	1	3	1	3	1	4	1		96	2	1	3	1	2	1	6	1	1	1		96	33075	1	2	1		96		96	2	1	40000	1	1	2	10	2214586	2842900	0	0	1	1		96	2	1	0
2022	ES	448	7	1	2022	1	44801	1	44802	1	9	1	2	1	2485870	21	799870	21	799870	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	420000	16	0	16	54010	21	0	16	3364950	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	420000	16	0	16	459080	25	2	1	3	1	2	1	3	1	2	1	1	1	2	1	3	1	1	1	3	1	2	1	2	1	2	1	3	1	3	1	2	1	69879	1	92915	1	3	1		96	5	1		97		96	2	8	15	2485870	2485870	0	1		96	2	1	2	1	0
2022	ES	450	6	1	2022	1	45001	1	45001	1	25	1	1	1	3180010	21	3180010	21	805840	21	577247	56	0	11	0	11	0	11	0	11	0	16	0	16	936190	21	0	11	0	11	168300	11	0	16	0	16	-37950	21	0	16	4015760	25	0	15	0	15	0	15	0	15	0	16	0	16	1178910	25	0	11	0	15	168300	11	0	16	0	16	667450	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	5	1		96	1	1	4	1	1	1	3	1	1	1		96	15139	1	2	1		96		96	2	1		96	1	3	10	3180010	3757257	0	0	3	1		96	3	1	0
2022	ES	451	6	1	2022	1	45101	1	45101	1	10	1	1	1	66600	21	-924690	11	-924690	11	740260	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	66600	11	0	11	44400	11	0	16	0	16	0	21	0	16	411000	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	66600	11	0	15	44400	11	0	16	0	16	300000	25	3	1	3	1	2	1		96	2	1	1	1	1	1	1	1	3	1	3	1		96	1	1	3	1	2	1	4	1	1	1		96	47531	1	3	1		96	4	1	1	1	75000	1	1	2	10	66600	740260	1	0	3	1	2	1		96	1
2022	ES	452	5	1	2022	1	45201	1	45201	1	8	1	4	1	9297220	21	9297220	21	9297220	21	938157	56	95000	11	0	11	0	11	0	11	0	16	0	16	0	21	9600	11	0	11	100000	11	0	16	0	16	-7790	21	0	16	13324080	25	95000	15	0	15	0	15	0	15	0	16	0	16	0	25	9600	11	0	15	100000	11	0	16	0	16	3926860	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	6	1		96	1	1	4	1	2	1	4	1	1	1		96	35747	1	2	1		96		96	2	1	58000	1	4	12	21	9297220	10225777	0	0	3	1	3	1	3	1	0
2022	ES	453	5	1	2022	1	45301	1	45302	1	8	1	3	1	6576923	21	6079133	21	6079133	21	0	56	3312850	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	15146	11	0	16	0	16	122000	21	0	16	7236790	25	3316980	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	15146	11	0	16	0	16	644720	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	4	1	3	1	3	1	1	1	88000	1	110177	1	2	1		96		96	2	1		96	3	9	20	6576923	6576923	0	0	2	1	2	1	2	1	0
2022	ES	454	7	1	2022	1	45401	1	45401	1	7	1	2	1	4333564	21	3045124	21	3045124	21	1148680	56	651100	21	0	11	0	11	0	11	0	16	0	16	17700	21	0	11	0	11	32575	11	0	16	0	16	134440	21	0	16	5498520	25	651100	25	0	15	0	15	0	15	0	16	0	16	22060	25	0	11	0	15	32575	11	0	16	0	16	1132380	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	4	1	1	1	6	1	1	1		96	21016	1	3	1		96	8	1	2	1		96	2	8	15	4333564	5482244	0	0	3	1	2	1	2	1	0
2022	ES	455	5	1	2022	1	45501	1	45501	1	12	1	1	1	3171010	21	3171010	21	1059290	21	823827	56	2070	21	0	11	0	11	0	11	0	16	0	16	28790	21	0	11	0	11	12000	11	0	16	0	16	-62720	21	0	16	3438960	25	2070	25	0	15	0	15	0	15	0	16	0	16	36920	25	0	11	0	15	12000	11	0	16	0	16	255950	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	4	1		96	1	1	4	1	1	1	6	1	1	1		96	14364	1	2	1		96		96	2	1		96	1	3	10	3171010	3994837	0	0	2	1	2	1	2	1	0
2022	ES	456	6	1	2022	1	45601	1	45601	1	6	1	4	1	15273870	11	15273870	11	15273870	11	0	56	1366440	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	2066480	21	0	16	18706290	15	1366440	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	3432420	15	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	3	1	3	1	3	1	1	1	140000	1	172781	1	2	1		96		96	3	1		96	4	12	21	15273870	15273870	0	0	1	1	1	1	2	1	0
2022	ES	457	7	1	2022	1	45701	1	45701	1	16	1	1	1	1515865	21	1515865	21	-47264	21	760712	56	0	11	0	11	0	11	0	11	0	16	0	16	660	21	0	11	0	11	47924	11	0	16	0	16	0	11	0	16	1639670	25	0	15	0	15	0	15	0	15	0	16	0	16	820	25	0	11	0	15	47924	11	0	16	0	16	75880	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	3	1	4	1		96	3	1	2	1	1	1	3	1	1	1		96	23186	1	2	1		96		96	2	1		96	1	6	10	1515865	2276578	0	0		96		96	3	1	0
2022	ES	458	7	1	2022	1	45801	1	45802	1	11	1	2	1	2585150	21	2585150	21	251970	21	668427	56	361140	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	120000	11	0	16	0	16	-10830	21	0	16	3099610	25	361140	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	120000	11	0	16	0	16	394460	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	2	1		96	1	1	4	1	1	1	5	1	1	1		96	32906	1	2	1		96		96	3	1		96	2	7	15	2585150	3253577	0	0	1	1	1	1	3	1	0
2022	ES	459	5	1	2022	1	45901	1	45901	1	16	1	2	1	5986750	21	5986750	21	2839600	11	732027	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	108800	11	0	16	0	16	854840	21	0	16	8802260	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	108800	11	0	16	0	16	2706710	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	4	1		96	1	1	4	1	1	1	6	1	1	1		96	37420	1	2	1		96		96	2	1		96	2	7	15	5986750	6718777	0	0	3	1	3	1	3	1	0
2022	ES	460	6	1	2022	1	46001	1	46001	1	6	1	4	1	11308780	21	11308780	21	11308780	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	25680	21	0	11	0	11	0	11	0	16	0	16	-2180	21	0	16	16955040	25	0	15	0	15	0	15	0	15	0	16	0	16	35920	25	0	11	0	15	0	11	0	16	0	16	5646260	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	4	1	3	1	6	1	1	1	134746	1	154987	1	2	1		96		96		97		96	4	12	25	11308780	11308780	0	0	1	1		96	3	1	0
2022	ES	463	5	1	2022	1	46301	1	46301	1	11	1	1	1	225224	21	225224	21	225224	21	682277	56	0	11	0	11	0	11	0	11	0	16	0	16	200330	21	0	11	0	11	32575	11	0	16	0	16	-57470	21	0	16	257640	25	0	15	0	15	0	15	0	15	0	16	0	16	257640	25	0	11	0	15	32575	11	0	16	0	16	-160	25		96	3	1	2	1		96	2	1	1	1	1	1	1	1	3	1	3	1		96	1	1	4	1	1	1	4	1	1	1		96	15785	1	3	1		96	9	1	1	1		96	1	6	10	225224	907502	1	0	3	1	3	1	3	1	1
2022	ES	464	6	1	2022	1	46401	1	46402	1	9	1	3	1	2163474	21	2163474	21	2163474	21	670184	56	90000	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	32575	11	0	16	0	16	-45680	21	0	16	2667640	25	90000	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	32575	11	0	16	0	16	471590	25		96	3	1	2	1		96	2	1	1	1	1	1	1	1	1	1	3	1		96	3	1	4	1	1	1	5	1	1	1		96	20599	1	2	1		96		96		97		96	3	11	20	2163474	2833658	0	0	2	1	2	1	2	1	1
2022	ES	465	5	1	2022	1	46501	1	46501	1	11	1	2	1	3803180	21	2321470	21	2321470	21	792647	56	0	11	0	11	0	11	0	11	100000	16	0	16	0	21	96482	11	0	11	18600	11	144000	16	0	16	-16850	21	0	16	4387010	25	0	15	0	15	0	15	0	15	100000	16	0	16	0	25	96482	11	0	15	18600	11	144000	16	0	16	421230	25	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	4	1	2	1	3	1	1	1		96	33371	1	1	1	4	1		96	2	1	35000	1	2	8	15	3803180	4499345	0	0	2	1	2	1	2	1	0
2022	ES	466	7	1	2022	1	46601	1	46601	1	20	1	2	1	2794650	21	2794650	21	733670	21	694184	56	213880	21	0	11	0	11	0	11	0	16	0	16	870	21	0	11	0	11	36000	11	0	16	0	16	78720	21	0	16	3297990	25	218420	25	0	15	0	15	0	15	0	16	0	16	1070	25	0	11	0	15	36000	11	0	16	0	16	467340	25		96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	4	1	1	1	5	1	1	1		96	26697	1	2	1		96		96	2	1		96	2	7	15	2794650	3488834	0	0	2	1	2	1	2	1	0
2022	ES	467	7	1	2022	1	46702	1	46701	1	10	1	4	1	4646240	21	3641240	21	3641240	21	0	56	0	11	1005000	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-527880	21	0	16	5101450	25	0	15	1005000	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	455210	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	4	1	3	1	5	1	2	1	99246	1	125079	1	1	1	7	1		96	3	1		96	4	12	21	4646240	4646240	0	0	2	1	1	1	2	1	0
2022	ES	468	7	1	2022	1	46801	1	46802	1	6	1	4	1	8825500	21	8208340	21	8208340	21	763784	56	5730	21	0	11	0	11	0	11	0	16	0	16	23930	21	36000	11	0	11	90000	11	0	16	0	16	1252820	21	0	16	12440390	25	5730	25	0	15	0	15	0	15	0	16	0	16	29540	25	36000	11	0	15	90000	11	0	16	0	16	3524890	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	4	1	2	1	6	1	1	1		96	37468	1	2	1		96		96	2	1	40000	1	4	12	25	8825500	9553284	0	0	2	1	3	1	3	1	0
2022	ES	470	7	1	2022	1	47001	1	47002	1	6	1	2	1	462970	21	94970	21	94970	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	471660	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	8690	25	3	1	3	1	2	1		96	2	1	2	1	2	1	3	1	1	1	1	1		96	2	1	4	1	3	1	3	1	1	1		97		97	2	1		96		96	1	1		96	2	8	15	462970	462970	1	0		96		96		96	1
2022	ES	471	5	1	2022	1	47101	1	47101	1	17	1	2	1	4590802	21	4590802	21	1080482	51	790827	56	0	11	0	11	0	11	0	11	0	16	0	16	11740	21	0	11	0	11	32575	11	0	16	0	16	144354	11	0	16	5180571	25	0	15	0	15	0	15	0	15	0	16	0	16	14400	25	0	11	0	15	32575	11	0	16	0	16	557193	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	4	1	1	1	5	1	2	1		96	26870	1	2	1		96		96	2	1		96	2	8	15	4590802	5381630	0	0		96		96	2	1	0
2022	ES	472	5	1	2022	1	47201	1	47201	1	12	1	3	1	6387070	21	6387070	21	6387070	21	791086	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	42400	11	0	16	0	16	-43670	21	0	16	8255100	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	42400	11	0	16	0	16	1825630	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	3	1	1	1	4	1	1	1		96	27272	1	2	1		96		96	2	1		96	3	9	20	6387070	7178156	0	0	2	1	2	1	2	1	0
2022	ES	473	6	1	2022	1	47302	1	47301	1	14	1	2	1	1204990	21	1204990	21	23940	21	770717	56	0	11	0	11	0	11	0	11	0	16	0	16	39140	21	0	11	0	11	15200	11	0	16	0	16	0	11	0	16	1229360	25	0	15	0	15	0	15	0	15	0	16	0	16	48310	25	0	11	0	15	15200	11	0	16	0	16	9170	25		96	3	1	2	1		96	2	1	1	1	1	1	3	1	3	1	2	1		96	2	1	4	1	1	1	4	1	2	1		96	18027	1	2	1		96		96	2	1		96	2	7	15	1204990	1975707	1	0	3	1		96	3	1	1
2022	ES	474	5	1	2022	1	47402	1	47401	1	8	1	2	1	2031970	21	2031970	21	-40000	21	716477	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	40000	11	0	16	0	16	0	11	0	16	2071970	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	40000	11	0	16	0	16	0	25		96	3	1	2	1		96	1	1	1	1	2	1	2	1	2	1	2	1		96	2	1	4	1	1	1	4	1	2	1		96	25197	1	2	1		96		96	1	1		96	2	7	15	2031970	2748447	0	0		96		96	3	1	0
2022	ES	475	7	1	2022	1	47501	1	47502	1	12	1	3	1	915710	21	915710	21	915710	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-25430	21	0	16	1271270	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	355560	25	2	1	2	1	2	1		96	2	1	1	1	2	1	1	1	2	1	3	1		96	2	1	4	1	3	1	5	1	1	1	80000	1	92014	1	2	1		96		96	1	1		96	3	11	20	915710	915710	1	1	2	1		96	2	1	1
2022	ES	476	5	1	2022	1	47601	1	47601	1	37	1	1	1	810942	21	810942	21	190402	51	0	56	0	11	0	11	0	11	0	11	190402	56	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	810942	25	0	15	0	15	0	15	0	15	190402	56	0	16	0	25	0	11	0	15	0	11	0	16	0	16	0	25	3	1	3	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	1	1	1	1	2	1	4	1	3	1	5	1	2	1	64200	1	72620	1	3	1		96	8	1	3	1		96	1	6	10	810942	810942	1	1	1	1		96	2	1	1
2022	ES	477	7	1	2022	1	47703	1	47701	1	7	1	4	1	5187570	21	5187570	21	5187570	21	1116280	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	108132	11	0	11	60000	11	0	16	0	16	-279340	21	0	16	6841550	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	108132	11	0	15	60000	11	0	16	0	16	1593980	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	5	1	2	1	2	1	4	1	2	1	6	1	1	1		96	33221	1	2	1		96		96	2	1	75000	1	4	12	25	5187570	6195718	0	0	2	1		96	2	1	0
2022	ES	478	6	1	2022	1	47801	1	47801	1	6	1	1	1	0	11	0	11	0	11	852117	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	78545	51	0	11	0	11	0	16	0	16	0	11	0	16	0	15	0	15	0	15	0	15	0	15	0	16	0	16	0	25	78545	51	0	15	0	11	0	16	0	16	0	15	2	1	2	1	2	1		96	2	1	2	1	2	1	2	1	2	1	1	1		96	2	1	4	1	2	1	4	1	2	1		96	37333	1	3	1		96	5	1	2	1	50000	1	1	5	10	0	773572	1	1	1	1		96	1	1	1
2022	ES	480	6	1	2022	1	48001	1	48001	1	20	1	2	1	3996950	21	3996950	21	3996950	21	698984	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	24000	11	0	11	52400	11	0	16	0	16	12590	21	0	16	4733840	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	24000	11	0	15	52400	11	0	16	0	16	684490	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	4	1	2	1	3	1	4	1	2	1	6	1	1	1		96	24420	1	2	1		96		96	2	1	33900	1	2	8	15	3996950	4671934	0	0	1	1	1	1	1	1	0
2022	ES	481	5	1	2022	1	48101	1	48101	1	11	1	4	1	4536830	21	4416830	21	4416830	21	0	56	0	11	120000	11	0	11	0	11	0	16	0	16	1780	21	0	11	0	11	0	11	36000	16	0	16	-251520	21	0	16	5341440	25	0	15	129800	15	0	15	0	15	0	16	0	16	2200	25	0	11	0	15	0	11	36000	16	0	16	768610	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	3	1		96	3	1	4	1	3	1	6	1	1	1	91246	1	110316	1	2	1		96		96	1	1		96	4	12	21	4536830	4536830	0	0	3	1	2	1	3	1	0
2022	ES	482	5	1	2022	1	48201	1	48201	1	12	1	4	1	5703469	21	5693859	21	4070149	21	653984	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	160111	11	0	11	40000	11	0	16	0	16	12860	21	0	16	6578747	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	160111	11	0	15	40000	11	0	16	0	16	835277	25	3	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	4	1	2	1	5	1	1	1		96	42540	1	2	1		96		96	2	1	35000	1	4	14	25	5703469	6197342	0	0	2	1	2	1	3	1	0
2022	ES	483	5	1	2022	1	48301	1	48301	1	57	1	3	1	5843240	21	5507210	21	5507210	21	774077	56	5820	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	43000	11	0	16	0	16	-190300	21	0	16	7961020	25	5820	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	43000	11	0	16	0	16	2074780	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	4	1	1	1	3	1	1	1		96	31929	1	2	1		96		96	2	1		96	3	9	20	5843240	6617317	0	0	2	1	2	1	2	1	0
2022	ES	484	5	1	2022	1	48401	1	48401	1	9	1	2	1	3917320	21	2935150	21	2935150	21	1004560	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	28000	11	0	16	0	16	4110	21	0	16	5248780	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	28000	11	0	16	0	16	1303460	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	6	1		96	1	1	3	1	1	1	4	1	1	1		96	22522	1	2	1		96		96	2	1		96	2	8	15	3917320	4921880	0	0	3	1	2	1	3	1	0
2022	ES	485	5	1	2022	1	48501	1	48502	1	16	1	2	1	3726930	21	3726930	21	3726930	21	697184	56	650310	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	40000	11	0	16	0	16	-8380	21	0	16	4846690	25	650310	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	40000	11	0	16	0	16	1079760	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	4	1	1	1	3	1	1	1		96	24614	1	2	1		96		96	2	1		96	2	8	15	3726930	4424114	0	0	3	1	3	1	2	1	0
2022	ES	486	6	1	2022	1	48601	1	48601	1	11	1	2	1	3406090	21	3406090	21	-294790	21	930880	56	790600	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	80000	11	1200000	16	0	16	413420	21	6000	16	5566060	25	790600	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	80000	11	1200000	16	0	16	879970	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	5	1		96	1	1	4	1	1	1	6	1	1	1		96	37843	1	2	1		96		96	2	1		96	2	7	15	3406090	4336970	0	0	3	1	3	1	3	1	0
2022	ES	487	7	1	2022	1	48701	1	48701	1	13	1	1	1	915090	21	915090	21	-45000	21	734477	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	45000	11	0	16	0	16	0	11	0	16	960090	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	45000	11	0	16	0	16	0	25		96	3	1	2	1		96	2	1	1	1	2	1	3	1	2	1	2	1		96	2	1	4	1	1	1	4	1	2	1		96	21239	1	2	1		96		96	1	1		96	1	3	10	915090	1649567	1	1	3	1		96	3	1	1
2022	ES	488	5	1	2022	1	48801	1	48802	1	4	1	2	1	1900310	21	1900310	21	54460	21	774510	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	30000	11	0	16	0	16	-84460	21	0	16	2027070	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	30000	11	0	16	0	16	96760	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	3	1	5	1		96	1	1	4	1	1	1	4	1	1	1		96	26491	1	2	1		96		96	1	1		96	2	7	15	1900310	2674820	0	0	2	1	2	1	2	1	0
2022	ES	489	6	1	2022	1	48901	1	48901	1	17	1	2	1	2732410	21	1667650	21	1378390	21	886557	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	48800	11	0	16	0	16	-17560	21	0	16	3149820	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	48800	11	0	16	0	16	368610	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	3	1		96	1	1	4	1	1	1	4	1	1	1		96	22347	1	1	1	7	1		96	2	1		96	2	8	15	2732410	3618967	0	0	2	1	2	1	2	1	0
