HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	VHMATDEP	HS200	HS200_F	HS210	HS210_F	HS220	HS220_F	POBRECAT
2022	ES	11117	7	1	2022	1	1111702	1	1111701	1	17	1	3	1	7762230	21	7762230	21	7762230	21	704549	56	1115710	21	0	11	0	11	0	11	0	16	0	16	0	21	36904	11	0	11	15000	11	0	16	0	16	109660	21	0	16	10535740	25	1115710	25	0	15	0	15	0	15	0	16	0	16	0	25	36904	11	0	15	15000	11	0	16	0	16	2758510	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	1	1	2	1	5	1	1	1		96	30274	1	1	1	7	1		96	2	1	40000	1	3	11	18	7762230	8429875	0	0	2	1	2	1	2	1	0
2022	ES	11119	5	1	2022	1	1111901	1	1111901	1	11	1	5	1	3894600	21	3894600	21	2892870	21	812549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	3600	11	0	11	60400	11	0	16	0	16	-153790	21	0	16	4801900	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	3600	11	0	15	60400	11	0	16	0	16	846900	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	2	1	4	1	1	1		96	27577	1	2	1		96		96	3	1	60300	1	5	14	28	3894600	4703549	0	0	2	1	3	1	3	1	0
2022	ES	11120	7	1	2022	1	1112001	1	1112003	1	9	1	3	1	4878470	21	4878470	21	1866160	21	884549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	150000	11	0	16	0	16	-52580	21	0	16	5672970	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	150000	11	0	16	0	16	644500	25		96	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	5	1	2	1		96	45627	1	2	1		96		96	2	1		96	3	9	20	4878470	5763019	0	0	1	1	1	1	3	1	0
2022	ES	11121	7	1	2022	1	1112101	1	1112101	1	8	1	2	1	2438880	21	2438880	21	-72000	21	740549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	72000	11	0	16	0	16	0	11	15000	16	2510880	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	72000	11	0	16	0	16	0	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	5	1		96	1	1	1	1	1	1	5	1	1	1		96	17314	1	2	1		96		96	2	1		96	2	7	15	2438880	3179429	0	0	1	1	3	1	2	1	0
2022	ES	11122	5	1	2022	1	1112201	1	1112201	1	15	1	4	1	3374560	21	3374560	21	3374560	21	704549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	287643	11	0	11	50000	11	0	16	0	16	-66050	21	0	16	4051730	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	287643	11	0	15	50000	11	0	16	0	16	627170	25	3	1	2	1	2	1	2	1	2	1		97	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	6	1	2	1		96	44431	1	2	1		96		96		97	60000	1	4	12	21	3374560	3791466	0	1	3	1		96	3	1	0
2022	ES	11124	5	1	2022	1		97	1112401	1	13	1	1	1	1478730	21	1478730	21	0	11	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	1507370	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	28640	25	3	1	3	1	2	1		96	2	1	1	1	2	1	1	1	3	1	4	1		96	2	1	3	1	3	1	3	1	1	1	60000	1	78531	1	2	1		96		96	2	1		96	1	6	10	1478730	1478730	0	0		96	3	1	3	1	0
2022	ES	12224	6	1	2022	1	1222401	1	1222401	1	10	1	1	1	2170340	21	2080160	21	2080160	21	606652	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	30000	11	0	16	0	16	30920	21	0	16	2834640	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	30000	11	0	16	0	16	634300	25		96	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1		96	1	1	4	1	1	1	5	1	2	1		96	26593	1	2	1		96		96		97		96	1	5	10	2170340	2776992	0	0	2	1	2	1	2	1	0
2022	ES	12225	6	1	2022	1	1222501	1	1222501	1	6	1	1	1	2483402	21	2483402	21	632402	21	0	56	620810	21	0	11	0	11	0	11	0	16	0	16	88210	21	0	11	0	11	14057	11	0	16	0	16	62560	21	0	16	2931620	25	719550	25	0	15	0	15	0	15	0	16	0	16	108900	25	0	11	0	15	14057	11	0	16	0	16	434160	25	3	1	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	4	1		96	3	1	4	1	3	1	4	1	1	1	62500	1	74843	1	3	1		96	9	1	2	1		96	1	3	10	2483402	2483402	0	0	3	1	3	1	3	1	0
2022	ES	12227	5	1	2022	1	1222701	1	1222701	1	10	1	1	1	2103020	21	2103020	21	2103020	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	50680	21	0	16	2706220	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	603200	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	3	1	4	1	2	1	1	1	3	1	3	1	5	1	1	1	74487	1	90040	1	1	1	4	1		96	1	1		96	1	5	10	2103020	2103020	0	0	3	1	2	1	3	1	0
2022	ES	12229	5	1	2022	1	1222901	1	1222901	1	20	1	2	1	8620930	21	8620930	21	8620930	21	740549	56	0	11	0	11	0	11	0	11	0	16	0	16	86690	21	0	11	0	11	65000	11	0	16	0	16	17090	21	0	16	12344850	25	0	15	0	15	0	15	0	15	0	16	0	16	108850	25	0	11	0	15	65000	11	0	16	0	16	3658920	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	6	1		96	1	1	2	1	1	1	4	1	1	1		96	27169	1	2	1		96		96	2	1		96	2	7	15	8620930	9361479	0	0	2	1	2	1	2	1	0
2022	ES	12230	6	1	2022	1	1223001	1	1223001	1	16	1	4	1	2399460	21	2399460	21	2399460	21	612052	56	409610	21	0	11	0	11	0	11	0	16	0	16	0	21	118309	11	0	11	25000	11	0	16	0	16	-377970	21	0	16	2969830	25	409610	25	0	15	0	15	0	15	0	16	0	16	0	25	118309	11	0	15	25000	11	0	16	0	16	545369	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	4	1	2	1	5	1	1	1		96	56619	1	3	1		96	9	1	1	1	52500	1	4	12	21	2399460	2893203	0	0	2	1	2	1		96	1
2022	ES	12231	7	1	2022	1	1223101	1	1223101	1	9	1	2	1	3917100	21	3917100	21	2338550	21	632549	56	36010	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	30000	11	0	16	0	16	47940	21	2000	16	4750960	25	36010	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	30000	11	0	16	0	16	803860	25		96	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	3	1	1	1		96	18294	1	3	1		96	9	1	3	1		96	2	8	15	3917100	4549649	0	0	3	1	1	1	1	1	0
2022	ES	12232	7	1	2022	1	1223201	1	1223201	1	6	1	2	1	2285211	21	2285211	21	493541	21	812549	56	535760	21	0	11	0	11	0	11	0	16	0	16	740	21	0	11	0	11	43138	11	0	16	0	16	-180	21	0	16	2328350	25	535760	25	0	15	0	15	0	15	0	16	0	16	920	25	0	11	0	15	43138	11	0	16	0	16	0	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	5	1		96	1	1	1	1	1	1	6	1	1	1		96	24085	1	2	1		96		96	2	1		96	2	7	15	2285211	3097760	0	0	2	1	3	1	3	1	0
2022	ES	12233	7	1	2022	1	1223301	1	1223301	1	7	1	4	1	-491032	11	-648114	11	-648114	11	883378	56	0	11	0	11	0	11	0	11	0	16	0	16	264740	21	216000	11	0	11	50000	11	882064	16	882064	16	1764129	21	0	16	2443463	25	0	15	0	15	0	15	0	15	0	16	0	16	330030	25	216000	11	0	15	50000	11	882064	16	882064	16	2002430	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	3	1	2	1	5	1	1	1		96	50655	1	2	1		96		96	2	1	90000	1	4	12	25	-491032	176345	1	0		96	2	1	2	1	1
2022	ES	12234	7	1	2022	1	1223401	1	1223402	1	7	1	3	1	3549180	21	3549180	21	3549180	21	704549	56	469740	21	0	11	0	11	0	11	0	16	0	16	6890	21	6867	11	0	11	39000	11	0	16	0	16	150740	21	0	16	4488859	25	469740	25	0	15	0	15	0	15	0	16	0	16	10360	25	6867	11	0	15	39000	11	0	16	0	16	900679	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	2	1	2	1	5	1	1	1		96	31387	1	2	1		96		96	1	1	28900	1	3	11	20	3549180	4246862	0	0	3	1	3	1	2	1	0
2022	ES	12236	6	1	2022	1	1223601	1	1223602	1	10	1	4	1	3159420	21	3159420	21	3159420	21	1058032	56	0	11	0	11	0	11	0	11	90000	16	0	16	0	21	72000	11	0	11	70000	11	0	16	0	16	-64510	21	0	16	3682050	25	0	15	0	15	0	15	0	15	90000	16	0	16	0	25	72000	11	0	15	70000	11	0	16	0	16	452630	25	2	1	1	1	2	1		96	2	1	1	1	2	1	1	1	1	1	3	1		96	1	1	2	1	2	1	5	1	1	1		96	41695	1	1	1	2	1		96	2	1		96	4	12	21	3159420	4145452	0	0		96		96	2	1	0
2022	ES	12237	5	1	2022	1	1223701	1	1223701	1	6	1	2	1	3655660	21	3655660	21	3655660	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	22300	21	0	16	4555890	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	900230	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	4	1	3	1	3	1	4	1	3	1	3	1	1	1	49000	1	62153	1	2	1		96		96		97		96	2	8	15	3655660	3655660	0	0		96		96		96	0
2022	ES	12239	7	1	2022	1	1223901	1	1223902	1	5	1	3	1	2401622	21	2284780	21	2284780	21	0	56	0	11	0	11	0	11	116842	51	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-364010	21	0	16	2481672	25	0	15	0	15	0	15	116842	55	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	80050	25	3	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	4	1	3	1	3	1	2	1	54246	1	69364	1	2	1		96		96	1	1		96	3	11	18	2401622	2401622	0	1	2	1		96	2	1	0
2022	ES	12240	5	1	2022	1	1224001	1	1224001	1	83	1	1	1	3544080	21	3544080	21	3544080	21	519052	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	5940	11	0	11	70000	11	660000	16	300000	16	125400	21	0	16	5901020	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	5940	11	0	15	70000	11	660000	16	300000	16	1626940	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	4	1		96	3	1	4	1	2	1	3	1	1	1		96	31483	1	1	1	2	1		96	3	1	25000	1	1	2	10	3544080	4057191	0	0	3	1	3	1	3	1	0
2022	ES	12241	7	1	2022	1	1224101	1	1224101	1	11	1	6	1	1374250	21	1092250	21	1092250	21	525052	56	0	11	102000	11	0	11	0	11	0	16	0	16	0	21	10856	11	0	11	32000	11	0	16	0	16	0	21	0	16	1479950	25	0	15	102000	15	0	15	0	15	0	16	0	16	0	25	10856	11	0	15	32000	11	0	16	0	16	73700	25	3	1	3	1	2	1		96	1	1	1	1	2	1	1	1	1	1	3	1		96	1	1	4	1	2	1	5	1	2	1		96	16748	1	3	1		96	4	1	1	1	57000	1	6	13	27	1374250	1888445	1	0	3	1	2	1	3	1	1
2022	ES	12242	5	1	2022	1	1224201	1	1224201	1	20	1	1	1	1192950	21	996620	21	996620	21	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	1277360	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	84410	25	3	1	1	1	2	1		96	1	1	1	1	2	1	2	1	2	1	2	1		96	2	1	4	1	3	1	2	1	2	1	40000	1	54970	1	1	1		97		96	3	1		96	1	5	10	1192950	1192950	0	1	1	1	1	1	2	1	0
2022	ES	12243	6	1	2022	1	1224301	1	1224302	1	9	1	4	1	7461580	21	7121900	21	7121900	21	676378	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	90000	11	600000	16	0	16	-139390	21	0	16	10521340	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	90000	11	600000	16	0	16	2369760	25		96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	3	1	1	1	6	1	1	1		96	39302	1	2	1		96		96	1	1		96	4	14	25	7461580	8137958	0	0	2	1	2	1	2	1	0
2022	ES	12244	5	1	2022	1	1224401	1	1224401	1	17	1	2	1	3719950	21	3719950	21	3719950	21	614549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	121619	11	0	11	17000	11	600000	16	600000	16	-439290	21	0	16	5976040	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	121619	11	0	15	17000	11	600000	16	600000	16	1639090	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	3	1	1	1	4	1	2	1	1	1	2	1	2	1	3	1	1	1		96	31345	1	2	1		96		96	2	1	41500	1	2	10	15	3719950	4212879	0	0	2	1	2	1	2	1	0
2022	ES	12245	6	1	2022	1	1224501	1	1224501	1	13	1	1	1	2393170	21	2393170	21	2393170	21	475779	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	72000	11	0	11	40000	11	0	16	0	16	-91270	21	0	16	3045270	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	72000	11	0	15	40000	11	0	16	0	16	612100	25	3	1	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	4	1		96	1	1	3	1	2	1	3	1	1	1		96	30102	1	2	1		96		96	2	1	30300	1	1	5	10	2393170	2796949	0	0	2	1	3	1	2	1	0
2022	ES	12246	5	1	2022	1	1224601	1	1224601	1	11	1	2	1	1236849	21	0	11	0	11	0	56	0	11	55000	11	954250	21	170000	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	1236849	25	0	15	55000	15	954250	25	170000	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	0	25	2	1	2	1	2	1		96	2	1	2	1	2	1	1	1	2	1	1	1		96	2	1	3	1	3	1	3	1	2	1	39487	1	52893	1	2	1		96		96	2	1		96	2	10	13	1236849	1236849	1	1		96		96	3	1	1
2022	ES	12247	5	1	2022	1	1224701	1	1224701	1	12	1	3	1	1178664	21	1003964	21	1003964	21	529179	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	85441	11	0	11	24855	11	240000	16	240000	16	-26840	21	0	16	1537230	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	85441	11	0	15	24855	11	240000	16	240000	16	93710	25	1	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	4	1	2	1		96	28160	1	3	1		96	3	1	1	1	26000	1	3	11	18	1178664	1622402	1	1		96	1	1	3	1	1
2022	ES	12248	5	1	2022	1	1224801	1	1224802	1	15	1	2	1	4416970	21	4416970	21	2035900	21	704549	56	0	11	0	11	0	11	0	11	0	16	0	16	295010	21	0	11	0	11	90000	11	0	16	0	16	43890	21	40000	16	5297140	25	0	15	0	15	0	15	0	15	0	16	0	16	368750	25	0	11	0	15	90000	11	0	16	0	16	790170	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	1	1	1	1	7	1	1	1		96	36627	1	2	1		96		96		97		96	2	7	15	4416970	5121519	0	0	2	1		96	2	1	0
2022	ES	12249	7	1	2022	1	1224901	1	1224901	1	5	1	1	1	1209440	21	1209440	21	1209440	21	812549	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	80000	11	480000	16	480000	16	-90890	21	0	16	2111810	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	80000	11	480000	16	480000	16	342370	25		96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	6	1	1	1		96	56794	1	2	1		96		96	3	1		96	1	2	10	1209440	2021989	0	0	2	1	3	1	3	1	0
2022	ES	12250	5	1	2022	1	1225001	1	1225002	1	12	1	2	1	5985531	21	5985531	21	527151	21	646499	56	129930	21	0	11	0	11	0	11	0	16	0	16	22780	21	0	11	0	11	43138	11	0	16	0	16	183580	21	0	16	7715990	25	145140	25	0	15	0	15	0	15	0	16	0	16	28120	25	0	11	0	15	43138	11	0	16	0	16	1687320	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	2	1	1	1	7	1	1	1		96	23234	1	2	1		96		96	2	1		96	2	7	15	5985531	6632030	0	0	2	1	2	1	2	1	0
2022	ES	12252	6	1	2022	1	1225201	1	1225201	1	23	1	1	1	2030410	21	2030410	21	2030410	21	646499	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	25000	11	0	16	0	16	71360	21	8000	16	2574170	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	25000	11	0	16	0	16	518760	25		96	3	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1		96	1	1	1	1	1	1	4	1	1	1		96	42457	1	2	1		96		96	2	1		96	1	5	10	2030410	2676909	0	0	3	1	3	1	2	1	0
2022	ES	12253	5	1	2022	1	1225301	1	1225302	1	15	1	3	1	5005260	21	3849450	21	1103830	21	884549	56	0	11	0	11	0	11	0	11	0	16	0	16	39730	21	0	11	0	11	120000	11	0	16	0	16	573430	21	10000	16	6637170	25	0	15	0	15	0	15	0	15	0	16	0	16	49060	25	0	11	0	15	120000	11	0	16	0	16	1511910	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	1	1	1	1	7	1	1	1		96	28957	1	2	1		96		96	2	1		96	3	9	20	5005260	5889809	0	0	2	1	2	1		97	0
2022	ES	12254	7	1	2022	1	1225402	1	1225401	1	8	1	4	1	7495755	21	7495755	21	7495755	21	1598032	56	3368930	21	0	11	0	11	0	11	0	16	0	16	7855	51	75366	51	0	11	1700000	11	0	16	0	16	1073070	21	0	16	13895258	25	3368930	25	0	15	0	15	0	15	0	16	0	16	9698	55	75366	51	0	15	1700000	11	0	16	0	16	4699502	25	3	1	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	1	1	2	1	5	1	1	1		96	52740	1	2	1		96		96	3	1	160000	1	4	14	25	7495755	9018422	0	0	3	1	2	1	3	1	0
2022	ES	12255	7	1	2022	1	1225501	1	1225501	1	6	1	1	1	234250	21	234250	21	234250	21	501915	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	255020	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	20770	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	4	1		96	1	1	2	1	5	1	6	1	1	1		96	17186	1	2	1		96		96	3	1		96	1	5	10	234250	736165	1	0	3	1	2	1	2	1	1
2022	ES	12256	5	1	2022	1	1225601	1	1225601	1	12	1	2	1	1525490	21	1525490	21	1525490	21	872513	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	230034	11	0	11	60000	11	0	16	0	16	-34200	21	0	16	1839910	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	230034	11	0	15	60000	11	0	16	0	16	254420	25	3	1	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	3	1	2	1	3	1	1	1	2	1	4	1	1	1		96	45406	1	2	1		96		96	2	1	70000	1	2	10	13	1525490	2167968	0	0		96		96	3	1	1
2022	ES	12257	5	1	2022	1	1225701	1	1225701	1	23	1	2	1	2500260	21	840590	21	840590	21	501915	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	38000	11	0	16	0	16	197390	21	0	16	2763650	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	38000	11	0	16	0	16	225390	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	1	1	1	1	5	1	1	1		96	25945	1	2	1		96		96		97		96	2	8	15	2500260	3002175	0	0	3	1	2	1	3	1	0
2022	ES	12258	6	1	2022	1	1225801	1	1225802	1	4	1	4	1	7522270	21	7522270	21	7522270	21	690149	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	60000	11	0	16	0	16	-4540	21	0	16	10562230	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	60000	11	0	16	0	16	2979960	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	5	1		96	1	1	2	1	1	1	5	1	1	1		96	44068	1	2	1		96		96	2	1		96	4	12	21	7522270	8212419	0	0	3	1	2	1	3	1	0
2022	ES	12260	7	1	2022	1		97	1226001	1	26	1	2	1	1616291	21	560931	21	101651	21	596549	56	157871	51	0	11	0	11	0	11	0	16	0	16	286610	21	0	11	0	11	116000	11	0	16	0	16	312250	21	0	16	2123231	25	157871	55	0	15	0	15	0	15	0	16	0	16	356210	25	0	11	0	15	116000	11	0	16	0	16	390940	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	3	1		96	3	1	1	1	1	1	8	1	1	1		96	38444	1	2	1		96		96		97		96	2	7	15	1616291	2212841	0	0	2	1	1	1	2	1	1
2022	ES	12261	5	1	2022	1	1226101	1	1226101	1	37	1	3	1	1770730	21	1770730	21	1770730	21	521578	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	80	11	0	11	25000	11	0	16	0	16	-92820	21	0	16	2092620	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	80	11	0	15	25000	11	0	16	0	16	296890	25	3	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	2	1	5	1	2	1		96	20358	1	2	1		96		96	1	1	22300	1	3	9	20	1770730	2292227	1	1		96		96		96	1
2022	ES	12263	6	1	2022	1	1226301	1	1226301	1	11	1	2	1	4086090	21	4086090	21	-43990	21	992549	56	0	11	0	11	0	11	0	11	0	16	0	16	9930	21	0	11	0	11	80000	11	0	16	0	16	36850	21	0	16	4863050	25	0	15	0	15	0	15	0	15	0	16	0	16	12270	25	0	11	0	15	80000	11	0	16	0	16	696960	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	1	1	4	1		96	1	1	2	1	1	1	8	1	1	1		96	37844	1	2	1		96		96	2	1		96	2	7	15	4086090	5078639	0	0	2	1	2	1	2	1	0
2022	ES	12265	5	1	2022	1	1226501	1	1226501	1	10	1	1	1	1220110	21	1220110	21	0	11	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	21	0	16	1220110	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	0	25	3	1	3	1	1	1		96	2	1	1	1	2	1	2	1	1	1	3	1		96	3	1	4	1	3	1	2	1	1	1	39733	1	52502	1	2	1		96		96	2	1		96	1	6	10	1220110	1220110	0	0	3	1		96	2	1	0
2022	ES	12266	6	1	2022	1	1226601	1	1226601	1	12	1	1	1	3896620	21	3896620	21	872250	21	629533	56	0	11	0	11	0	11	0	11	0	16	0	16	659000	21	0	11	0	11	20000	11	0	16	0	16	57020	21	0	16	4890300	25	0	15	0	15	0	15	0	15	0	16	0	16	813560	25	0	11	0	15	20000	11	0	16	0	16	973680	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	5	1		96	1	1	4	1	1	1	6	1	1	1		96	38457	1	3	1		96	9	1	1	1		96	1	6	10	3896620	4526153	0	0	3	1	2	1	2	1	0
2022	ES	12267	5	1	2022	1	1226701	1	1226701	1	8	1	1	1	3032430	21	3032430	21	915490	11	0	56	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	263560	21	0	16	3647390	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	614960	25	3	1	3	1	2	1		96	1	1	1	1	2	1	3	1	1	1	2	1		96	1	1	4	1	3	1	3	1	1	1	42146	1	60268	1	2	1		96		96	1	1		96	1	6	10	3032430	3032430	0	0		96	1	1	2	1	0
2022	ES	12268	5	1	2022	1	1226801	1	1226801	1	12	1	1	1	1083840	21	1083840	21	285160	21	602427	56	311160	21	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	26000	11	0	16	0	16	0	21	0	16	1109840	25	311160	25	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	26000	11	0	16	0	16	0	25		96	3	1	2	1		96	1	1	1	1	1	1	1	1	3	1	4	1		96	1	1	4	1	1	1	5	1	1	1		96	20864	1	2	1		96		96		97		96	1	6	10	1083840	1686267	0	0	3	1	2	1	3	1	1
2022	ES	12270	7	1	2022	1	1227001	1	1227002	1	7	1	2	1	4098140	21	4098140	21	3221930	21	592252	56	0	11	0	11	0	11	0	11	0	16	0	16	54270	21	0	11	0	11	30000	11	0	16	0	16	-64430	21	0	16	5178590	25	0	15	0	15	0	15	0	15	0	16	0	16	67000	25	0	11	0	15	30000	11	0	16	0	16	1050450	25		96	3	1	2	1		96	1	1	1	1	1	1	3	1	1	1	5	1		96	1	1	4	1	1	1	4	1	1	1		96	16292	1	2	1		96		96	2	1		96	2	7	15	4098140	4690392	0	0	3	1		96	1	1	0
