mes,municipis,concepte,estat,valor
02/2021,Pujalt,casos confirmats,,0
02/2021,Quart,casos confirmats,,6
02/2021,Querol,casos confirmats,..,null
02/2021,Rabós,casos confirmats,..,null
02/2021,Rajadell,casos confirmats,,0
02/2021,"Ràpita, la",casos confirmats,,21
02/2021,Rasquera,casos confirmats,..,null
02/2021,Regencós,casos confirmats,..,null
02/2021,Rellinars,casos confirmats,..,null
02/2021,Reus,casos confirmats,,453
02/2021,Rialp,casos confirmats,,4
02/2021,"Riba, la",casos confirmats,,0
02/2021,Riba-roja d'Ebre,casos confirmats,..,null
02/2021,Ribera d'Ondara,casos confirmats,,6
02/2021,Ribera d'Urgellet,casos confirmats,,4
02/2021,Ribes de Freser,casos confirmats,..,null
02/2021,Riells i Viabrea,casos confirmats,,17
02/2021,"Riera de Gaià, la",casos confirmats,,14
02/2021,Riner,casos confirmats,..,null
02/2021,Ripoll,casos confirmats,,83
02/2021,Ripollet,casos confirmats,,246
02/2021,Riudarenes,casos confirmats,,6
02/2021,Riudaura,casos confirmats,,14
02/2021,Riudecanyes,casos confirmats,,6
02/2021,Riudecols,casos confirmats,..,null
02/2021,Riudellots de la Selva,casos confirmats,,16
02/2021,Riudoms,casos confirmats,,20
02/2021,Riumors,casos confirmats,,0
02/2021,"Roca del Vallès, la",casos confirmats,,36
02/2021,Rocafort de Queralt,casos confirmats,,0
02/2021,Roda de Berà,casos confirmats,,18
02/2021,Roda de Ter,casos confirmats,,97
02/2021,Rodonyà,casos confirmats,..,null
02/2021,Roquetes,casos confirmats,,16
02/2021,Roses,casos confirmats,,87
02/2021,Rosselló,casos confirmats,,11
02/2021,"Rourell, el",casos confirmats,..,null
02/2021,Rubí,casos confirmats,,420
02/2021,Rubió,casos confirmats,,0
02/2021,Rupià,casos confirmats,,0
02/2021,Rupit i Pruit,casos confirmats,,0
02/2021,Sabadell,casos confirmats,,1157
02/2021,Salàs de Pallars,casos confirmats,,0
02/2021,Saldes,casos confirmats,,0
02/2021,Sallent,casos confirmats,,29
02/2021,Salomó,casos confirmats,,0
02/2021,Salou,casos confirmats,,72
02/2021,Salt,casos confirmats,,254
02/2021,Sanaüja,casos confirmats,,0
02/2021,Sant Adrià de Besòs,casos confirmats,,378
02/2021,Sant Andreu de la Barca,casos confirmats,,158
02/2021,Sant Andreu de Llavaneres,casos confirmats,,80
02/2021,Sant Aniol de Finestres,casos confirmats,,0
02/2021,Sant Antoni de Vilamajor,casos confirmats,,43
02/2021,Sant Bartomeu del Grau,casos confirmats,,14
02/2021,Sant Boi de Llobregat,casos confirmats,,485
02/2021,Sant Boi de Lluçanès,casos confirmats,,0
02/2021,Sant Cebrià de Vallalta,casos confirmats,,13
02/2021,Sant Celoni,casos confirmats,,176
02/2021,Sant Climent de Llobregat,casos confirmats,,13
02/2021,Sant Climent Sescebes,casos confirmats,,7
02/2021,Sant Cugat del Vallès,casos confirmats,,420
02/2021,Sant Cugat Sesgarrigues,casos confirmats,..,null
02/2021,Sant Esteve de Palautordera,casos confirmats,,48
02/2021,Sant Esteve Sesrovires,casos confirmats,,57
02/2021,Sant Feliu de Buixalleu,casos confirmats,,14
02/2021,Sant Feliu de Codines,casos confirmats,,36
02/2021,Sant Feliu de Guíxols,casos confirmats,,113
02/2021,Sant Feliu de Llobregat,casos confirmats,,195
02/2021,Sant Feliu de Pallerols,casos confirmats,..,null
02/2021,Sant Feliu Sasserra,casos confirmats,,4
02/2021,Sant Ferriol,casos confirmats,,0
02/2021,Sant Fost de Campsentelles,casos confirmats,,46
02/2021,Sant Fruitós de Bages,casos confirmats,,78
02/2021,Sant Gregori,casos confirmats,,36
02/2021,Sant Guim de Freixenet,casos confirmats,,7
02/2021,Sant Hilari Sacalm,casos confirmats,,17
02/2021,Sant Hipòlit de Voltregà,casos confirmats,,29
02/2021,Sant Iscle de Vallalta,casos confirmats,,9
02/2021,Sant Jaume d'Enveja,casos confirmats,,8
02/2021,Sant Jaume de Llierca,casos confirmats,,6
02/2021,Sant Jaume dels Domenys,casos confirmats,,13
02/2021,Sant Joan de les Abadesses,casos confirmats,,13
02/2021,Sant Joan de Mollet,casos confirmats,..,null
02/2021,Sant Joan de Vilatorrada,casos confirmats,,27
02/2021,Sant Joan Despí,casos confirmats,,214
02/2021,Sant Joan les Fonts,casos confirmats,,94
02/2021,Sant Jordi Desvalls,casos confirmats,,9
02/2021,Sant Julià de Cerdanyola,casos confirmats,,0
02/2021,Sant Julià de Ramis,casos confirmats,,14
02/2021,Sant Julià de Vilatorta,casos confirmats,,20
02/2021,Sant Julià del Llor i Bonmatí,casos confirmats,,14
02/2021,Sant Just Desvern,casos confirmats,,105
02/2021,Sant Llorenç d'Hortons,casos confirmats,,14
02/2021,Sant Llorenç de la Muga,casos confirmats,..,null
02/2021,Sant Llorenç de Morunys,casos confirmats,..,null
02/2021,Sant Llorenç Savall,casos confirmats,,6
02/2021,Sant Martí de Centelles,casos confirmats,..,null
02/2021,Sant Martí de Llémena,casos confirmats,,5
02/2021,Sant Martí de Riucorb,casos confirmats,..,null
02/2021,Sant Martí de Tous,casos confirmats,..,null
02/2021,Sant Martí Sarroca,casos confirmats,,18
02/2021,Sant Martí Sesgueioles,casos confirmats,..,null
02/2021,Sant Martí Vell,casos confirmats,,0
02/2021,Sant Mateu de Bages,casos confirmats,,4
02/2021,Sant Miquel de Campmajor,casos confirmats,..,null
02/2021,Sant Miquel de Fluvià,casos confirmats,,0
02/2021,Sant Pau de Segúries,casos confirmats,..,null
02/2021,Sant Pere de Ribes,casos confirmats,,161
02/2021,Sant Pere de Riudebitlles,casos confirmats,,11
02/2021,Sant Pere de Torelló,casos confirmats,,72
02/2021,Sant Pere de Vilamajor,casos confirmats,,15
02/2021,Sant Pere Pescador,casos confirmats,,13
02/2021,Sant Pol de Mar,casos confirmats,,18
02/2021,Sant Quintí de Mediona,casos confirmats,,10
02/2021,Sant Quirze de Besora,casos confirmats,,31
02/2021,Sant Quirze del Vallès,casos confirmats,,92
02/2021,Sant Quirze Safaja,casos confirmats,..,null
02/2021,Sant Ramon,casos confirmats,,0
02/2021,Sant Sadurní d'Anoia,casos confirmats,,89
02/2021,Sant Salvador de Guardiola,casos confirmats,,18
02/2021,Sant Vicenç de Castellet,casos confirmats,,36
02/2021,Sant Vicenç de Montalt,casos confirmats,,18
02/2021,Sant Vicenç de Torelló,casos confirmats,,18
02/2021,Sant Vicenç dels Horts,casos confirmats,,116
02/2021,Santa Bàrbara,casos confirmats,,15
02/2021,Santa Coloma de Cervelló,casos confirmats,,20
02/2021,Santa Coloma de Farners,casos confirmats,,31
