PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PW010T	PW010T_F	PW030T	PW030T_F	PW040T	PW040T_F	PW050T	PW050T_F	PW060T	PW060T_F	PW070T	PW070T_F	PW080T	PW080T_F	PW090T	PW090T_F	PW100T	PW100T_F	PW110T	PW110T_F	PW120T	PW120T_F	PW160T	PW160T_F	PW190T	PW190T_F	PW230T	PW230T_F	PW240T	PW240T_F	PHD01T	PHD01T_F	PHD02T	PHD02T_F	PHD03T	PHD03T_F	PHD04T	PHD04T_F	PHD05T	PHD05T_F
2018	ES	46701	90159554	1	10	01	2018	01	7	01	12	01	1968	01	1	01		96		96	46702	01	2	01	1	01	1	01	1	01	2	01		96	2008	01	500	01	01	01		96		96		96	3	01	12	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	q	01		96	13	01	1	01	1	01	2	01		96		96	18	01	32	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96	2	01		96	2595350	110100	0	0	0	0	120000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3351800	40100	0	0	0	0	994191	01	120000	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	10	01	08	01	1	01	3	01	3	01	2	01	4	01	2	01	07	01	1	01	07	01	08	01	06	01	5	01	02	01	5	01		96		96		96		96
2018	ES	46702	90495889	1	10	01	2018	01	9	01	02	01	1972	01	2	01		96		96	46701	01	2	01	1	01	1	01	1	01	2	01		96	2000	01	500	01	01	01		96		96		96	3	01	31	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	e	01		96	13	01	1	01	2	01	2	01		96		96	20	01	26	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	4261810	110100	20400	110100	0	0	113292	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6010170	40100	20440	40100	0	0	1342743	01	113292	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	08	01	08	01	1	01	4	01	5	01	3	01	5	01	2	01	08	01	1	01	07	01	08	01	06	01	5	01	00	01	5	01		96		96		96		96
2018	ES	46703	92111254	1	10	01	2018	01	5	01	10	01	2001	01	2	01	46701	01	46702	01		96	1	01	3	01	1	01	1	01	1	01	34	01	2016	01	200	01	06	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	10	01	10	01	1	01	3	01	4	01	2	01	5	01	2	01		96	1	01	09	01	10	01	05	01	5	01	01	01	5	01		96		96		96		96
2018	ES	46302	113718538	1	09	01	2018	01	20	01	12	01	1979	01	2	01		96		96	46301	01	2	01	1	01	1	01	1	01	2	01		96	2005	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	o	01		96	13	01	1	01	2	01	2	01		96		96	22	01	10	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	3159640	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4132780	40100	0	0	0	0	1010923	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	06	01	05	01	1	01	2	01	4	01	3	01	4	01	2	01	06	01	1	01	07	01	06	01	06	01	3	01	02	01	5	01		96		96		96		96
2018	ES	46601	210106896	1	10	01	2018	01	8	01	10	01	1979	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	2002	01	500	01	03	01		96		96		96	2	01	35	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	j	01		96	01	01		96		96	2	01		96		96	19	01	19	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	2	01	3	01	2	01		96		96		96	772390	110100	0	0	0	0	0	0	396290	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785270	40100	0	0	0	0	0	00	0	0	704600	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		97		97	1	01		97		97		97		97		97		97	1	01		97		97		97		97		97	5	01		96		96		96		96
2018	ES	46602	209542381	1	10	01	2018	01	18	01	05	01	1980	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	2002	01	500	01	11	01	1	01	2	01		96	2	01	23	01		96	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	20	01	17	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	2	01	2	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	412370	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	698780	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02		1	01	1	01	1	01	1	01	3	01	1	01	07	01	06	01	1	01	2	01	2	01	3	01	3	01	3	01		96	1	01	02	01	07	01	09	01	5	01	03	01	5	01		96		96		96		96
2018	ES	46801	92931616	1	10	01	2018	01	6	01	08	01	1946	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1965	01	500	01	07	01	1	01	2	01		96	3	01	41	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	19	01	35	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499160	110100	1288900	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	564530	40100	1457710	40100	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	3	01	1	01	07	01	07	01	1	01	5	01	5	01	2	01	5	01	3	01		96	1	01	07	01	08	01	07	01	4	01	00	01	5	01		96		96		96		96
2018	ES	46802	97590198	1	10	01	2018	01	4	01	09	01	1996	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	2012	01	200	01	05	01	2	01	1	01	1	01		96		96		96	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	1	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		97		97	1	01		97		97		97		97		97		96	1	01		97		97		97		97		97	5	01		96		96		96		96
2018	ES	46901	126056925	1	10	01	2018	01	4	01	04	01	1973	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1990	01	300	01	01	01		96		96		96	3	01	51	01	30	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	n	01		96	01	01	1	01	2	01	2	01		96		96	18	01	17	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	972620	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038570	40100	0	0	0	0	309965	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	2	01	2	01	1	01		97		97	1	01		97		97		97		97		97		97	1	01		97		97		97		97		97	5	01		96		96		96		96
2018	ES	46902	125718235	1	10	01	2018	01	8	01	06	01	1973	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1989	01	300	01	01	01		96		96		96	3	01	41	01	40	01	10	01	0	01	0	01	0	01	2	01	0	01	0	01	0	01	0	01	0	01		96	l	01		96	09	01	1	01	2	01	1	01	3	01	04	01	18	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	05	01	05	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96	2	01		96	1165180	110100	0	0	0	0	0	0	0	0	0	0	723380	110100	0	0	0	0	0	0	0	0	0	0	1290660	40100	0	0	0	0	383097	01	0	0	0	0	0	0	743150	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	2	01	2	01	1	01	09	01	05	01	1	01	5	01	5	01	2	01	5	01	4	01	05	01	1	01	03	01	08	01	03	01	5	01	00	01	5	01		96		96		96		96
2018	ES	47001	96316465	1	10	01	2018	01	17	01	04	01	1932	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1940	01	100	01	07	01	1	01	2	01		96	2	01	52	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	14	01	37	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	1	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895370	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	895370	40100	0	0	0	0	0	0	0	0	06		1	01	1	01	1	01	3	01	3	01	3	01	04	01	05	01	1	01	2	01	1	01	4	01	2	01	4	01		96	1	01	09	01	10	01	09	01	2	01	09	01	5	01		96		96		96		96
2018	ES	47201	96574181	1	10	01	2018	01	6	01	01	01	1932	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1941	01	100	01	07	01	1	01	2	01		96	3	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	45	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916350	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	916350	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	3	01	3	01	1	01	3	01	07	01	06	01	1	01	4	01	5	01	2	01	5	01	2	01		96	1	01	08	01	08	01	07	01	4	01	00	01	5	01		96		96		96		96
2018	ES	47301	239749460	1	10	01	2018	01	10	01	10	01	1966	01	2	01		96		96		96	3	01	3	01	3	01	3	01	2	01		96	1983	01	200	01	01	01		96		96		96	3	01	52	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	11	01	1	01	2	01	2	01		96		96	18	01	25	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	611908	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673443	12000	0	0	0	0	215913	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	3	01	1	01	07	01	06	01	1	01	5	01	5	01	1	01	4	01	2	01	06	01	2	01	07	01	08	01	08	01	5	01	00	01	5	01		96		96		96		96
2018	ES	47302	239177733	1	10	01	2018	01	8	01	06	01	1957	01	2	01		96		96		96	1	01	3	01	3	01	3	01	2	01		96	1970	01	200	01	01	01		96		96		96	3	01	91	01	35	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	t	01		96	01	01	2	01	2	01	2	01		96		96	15	01	22	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	1020000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080000	40100	0	0	0	0	331773	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	07	01	06	01	1	01	5	01	4	01	1	01	5	01	1	01	06	01	1	01	06	01	08	01	07	01	5	01	00	01	5	01		96		96		96		96
2018	ES	47303	241842627	1	10	01	2018	01	16	01	03	01	1995	01	1	01		96	47301	01		96	1	01	3	01	3	01	3	01	2	01		96	2011	01	200	01	01	01		96		96		96	3	01	51	01	45	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	i	01		96	11	01	1	01	2	01	2	01		96		96	19	01	2	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96		96		96	2269199	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857749	12000	0	0	0	0	815448	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	07	01	06	01	1	01	5	01	5	01	1	01	5	01	1	01	06	01	1	01	06	01	07	01	05	01	5	01	00	01	5	01		96		96		96		96
2018	ES	47401	96574181	1	10	01	2018	01	6	01	04	01	1935	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1948	01	200	01	07	01	1	01	2	01		96	2	01	83	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	13	01	39	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210780	110100	925940	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1391070	40100	1063820	40100	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	3	01	07	01	07	01	1	01	5	01	5	01	1	01	5	01	2	01		96	1	01	08	01	08	01	08	01	4	01	00	01	5	01		96		96		96		96
2018	ES	47501	96316465	1	10	01	2018	01	17	01	04	01	1932	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96		96	000	01	07	01	1	01	2	01		96	3	01	91	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		91	2	01		96		96		96	16	01	30	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892600	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	892600	40100	0	0	0	0	0	0	96		1	01	1	01	3	01	3	01	3	01	3	01	07	01	06	01	1	01	4	01	4	01	2	01	4	01	2	01		96	1	01	09	01	06	01	06	01	4	01	00	01	5	01		96		96		96		96
2018	ES	47601	95919631	1	10	01	2018	01	10	01	12	01	1940	01	1	01		96		96	47602	01	2	01	1	01	1	01	1	01	2	01		96	1954	01	100	01	07	01	1	01	2	01		96	3	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	21	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396920	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1471680	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	3	01	3	01	1	01	3	01	08	01	07	01	1	01	4	01	5	01	2	01	1	01	2	01		96	2	01	08	01	07	01	06	01	5	01	00	01	5	01		96		96		96		96
2018	ES	47602	96174044	1	10	01	2018	01	8	01	08	01	1947	01	2	01		96		96	47601	01	2	01	1	01	1	01	1	01	2	01		96		96	000	01	07	01	1	01	2	01		96	3	01	91	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	15	01	24	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	1	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853320	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	853320	40100	0	0	0	0	0	0	0	0	96		1	01	1	01	3	01	3	01	3	01	3	01	07	01	06	01	1	01	5	01	5	01	1	01	5	01	1	01		96	1	01	06	01	07	01	08	01	5	01	00	01	5	01		96		96		96		96
2018	ES	48001	100232641	1	09	01	2018	01	19	01	04	01	1952	01	1	01		96		96	48002	01	2	01	1	01	3	01	1	01	2	01		96	1969	01	200	01	02	01		96		96		96	3	01	91	01	30	01	0	01	9	01	0	01	0	01	3	01	0	01	0	01	0	01	0	01	0	01		96	n	01		96	12	01	2	01	2	01	1	01	2	01	01	01	17	01	45	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	05	01	05	01	05	01	2	01	2	01	3	01		96		96		96		96	813600	110100	0	0	0	0	0	0	0	0	0	0	123380	110100	0	0	0	0	0	0	0	0	0	0	868990	40100	0	0	0	0	260333	01	0	0	0	0	0	0	132270	40100	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	07	01	05	01	1	01	5	01	5	01	1	01	4	01	1	01	04	01	1	01	05	01	06	01	05	01	5	01	01	01	5	01		96		96		96		96
2018	ES	48002	101413759	1	09	01	2018	01	12	01	01	01	1961	01	2	01		96		96	48001	01	2	01	1	01	3	01	1	01	2	01		96	1976	01	200	01	02	01		96		96		96	3	01	91	01	30	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	n	01		96	12	01	1	01	2	01	1	01	3	01		96	45	01	12	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01		96		96		96		96	1260410	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346570	40100	0	0	0	0	404952	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	08	01	02	01	2	01	3	01	3	01	3	01	5	01	1	01	05	01	1	01	04	01	10	01	03	01	5	01	00	01	5	01		96		96		96		96
2018	ES	48003	103101819	1	09	01	2018	01	8	01	03	01	1990	01	1	01	48001	01	48002	01		96	1	01	3	01	3	01	3	01	2	01		96	2006	01	200	01	02	01		96		96		96	3	01	93	01	15	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	r	01	3	01	12	01	2	01	2	01	2	01		96		96	23	01	6	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01		96		96		96		96	355080	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387870	40100	0	0	0	0	117641	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01		97		97	1	01		97		97		97		97		97		97	1	01		97		97		97		97		97	5	01		96		96		96		96
2018	ES	48004	104265874	1	09	01	2018	01	4	01	02	01	1992	01	2	01	48001	01	48002	01		96	1	01	3	01	3	01	1	01	2	01		96	2008	01	200	01	01	01		96		96		96	3	01	51	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	s	01		96	05	01	1	01	2	01	2	01		96		96	22	01	4	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96	2	01		96	1360020	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618880	40100	0	0	0	0	483160	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	10	01	10	01	1	01	4	01	5	01	2	01	5	01	2	01	08	01	1	01	07	01	10	01	07	01	5	01	00	01	5	01		96		96		96		96
2018	ES	48101	221989511	1	09	01	2018	01	7	01	07	01	1994	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	2006	01	100	01	02	01		96		96		96	3	01	52	01	30	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	02	01	1	01	2	01	2	01		96		96	20	01	4	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	02	01	2	01	2	01	3	01		96		96		96		96	751250	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72000	110100	810530	40100	0	0	0	0	265080	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72000	40100	96		2	01	1	01	1	01	2	01	2	01	2	01	06	01	06	01	1	01	3	01	5	01	3	01	5	01	1	01	05	01	1	01	05	01	07	01	03	01	5	01	05	01	5	01		96		96		96		96
2018	ES	48201	115498627	1	09	01	2018	01	16	01	11	01	1965	01	1	01		96		96	48202	01	2	01	1	01	3	01	1	01	2	01		96	1983	01	300	01	03	01		96		96		96	2	01	73	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96	05	01		96		96	2	01		96		96	24	01	28	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	1	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	439540	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	886600	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	1	01	1	01	06	01	05	01	1	01	5	01	3	01	1	01	5	01	3	01	05	01	1	01	05	01	10	01	04	01	5	01	00	01	5	01		96		96		96		96
2018	ES	48202	115336486	1	09	01	2018	01	16	01	03	01	1962	01	2	01		96		96	48201	01	2	01	1	01	1	01	1	01	2	01		96	1985	01	500	01	10	01	1	01	2	01		96	3	01	43	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96	1	01	2	01		96		96		96	19	01	32	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	1	01	2	01	3	01		96		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	1	01	1	01	1	01	06	01	05	01	1	01	3	01	3	01	3	01	3	01	2	01		96	1	01	05	01	09	01	08	01	5	01	00	01	5	01		96		96		96		96
2018	ES	48203	116719352	1	09	01	2018	01	8	01	10	01	1998	01	2	01	48201	01	48202	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2016	01	344	01	06	01	1	01	1	01	1	01	3	01	52	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	18	01	0	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01	2	01		96	2	01		96	41880	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210000	110100	46510	40100	0	0	0	0	17390	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210000	40100	96		1	01	1	01	1	01	1	01	1	01	1	01	07	01	07	01	1	01	3	01	3	01	4	01	3	01	3	01		96	1	01	10	01	07	01	07	01	3	01	06	01	5	01		96		96		96		96
2018	ES	43903	48263560	1	12	01	2018	01	7	01	05	01	1999	01	1	01	43901	01		96		96	1	01	3	01	3	01	3	01	2	01		96	2015	01	200	01	02	01		96		96		96	3	01	51	01	25	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01		96	i	01	6	01	12	01	1	01	2	01	2	01		96	10	01	18	01	0	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	11	01	2	01	2	01	3	01		96		96	2	01		96	207940	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227010	40100	0	0	0	0	68291	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96		1	01	1	01	1	01	3	01	3	01	1	01	10	01	04	01	1	01	3	01	3	01	2	01	3	01	2	01	10	01	1	01	05	01	03	01	05	01	5	01	00	01	5	01		96		96		96		96
