HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F
2018	ES	5316	01	01	2019	01	531602	01	531602	01	531601	01	8	01	4362259	12000	4362259	12000	4362259	12000	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48814	112000	0	0	5621934	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259675	1000	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	3	01	4	01	2018	01	2	01	1	01	110000	01		96	126349	01	1	01	1	01	96	96	96		96	2	08	1.5	4362259	4362259	0	0	0	1	01
2018	ES	5318	11	01	2018	01	531801	01	531801	01		96	7	01	2281416	12091	1569410	10100	1569410	10100	511406	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45700	110100	0	0	2634611	32092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353196	1095		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	90000	01	2	01		96	2	01	1	01	1	01	2	01	4	01	1	01	4	01	1960	01	2	01	1	01		96		97	21796	01	1	01	1	01	96	96	96		96	1	02	1	2281416	2792822	0	0	0	1	01
2018	ES	5322	11	01	2018	01	532201	01	532201	01	532202	01	10	01	4132770	10100	4132770	10100	4132770	10100	1023277	01	12750	110100	0	0	0	0	0	0	0	0	0	0	230390	110100	122125	110100	0	0	0	0	0	0	0	0	-204760	110100	0	0	5022610	22100	12750	40100	0	0	0	0	0	0	0	0	0	0	292220	40100	122125	10100	0	0	0	0	0	0	0	0	889840	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	1	01	2	01	5	01	2015	01	2	01	1	01		96	100000	01	33185	01	1	01	1	01	96	96	96	900	01	4	12	2.1	4132770	5033921	0	0	0	1	01
2018	ES	5325	11	01	2018	01	532501	01	532501	01	532502	01	16	01	5551600	10100	5551600	10100	5551600	10100	520730	01	0	0	0	0	0	0	0	0	0	0	0	0	25540	110100	0	0	0	0	0	0	0	0	0	0	-4320	110100	0	0	7320670	20100	0	0	0	0	0	0	0	0	0	0	0	0	31610	40100	0	0	0	0	0	0	0	0	0	0	1769070	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	420000	01	1	01		96	1	01	2	01	2	01	2	01	1	01	1	01	6	01	1985	01	2	01	1	01		96	80000	01	24966	01	1	01	1	01	96	96	96		96	3	09	2	5551600	6072330	0	0	0	1	01
2018	ES	5326	01	01	2019	01	532601	01	532601	01		96	12	01	2738940	12050	2591940	12047	2591940	12047	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62430	110100	0	0	3250330	22050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511390	1051	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	200000	01	1	01		96	2	01	1	01	2	01	2	01	4	01	3	01	3	01	2018	01	2	01	1	01	75000	01		96	85614	01	1	01	1	01	06	06	96		96	2	08	1.5	2738940	2738940	0	0	0	2	01
2018	ES	5327	11	01	2018	01	532701	01	532701	01		96	15	01	2190660	10100	2190660	10100	3310	10100	353043	01	0	0	0	0	0	0	0	0	0	0	0	0	2680	110100	0	0	0	0	0	0	0	0	0	0	-630	110100	0	0	2190660	20100	0	0	0	0	0	0	0	0	0	0	0	0	3310	40100	0	0	0	0	0	0	0	0	0	0	0	0		96	3	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	1	01	1	01	6	01	1979	01	2	01	1	01		96		97	23716	01	1	01	1	01	06	06	96		96	2	07	1.5	2190660	2543703	0	0	0	2	01
2018	ES	5329	01	01	2019	01	532901	01	532901	01		96	11	01	3411180	10100	3411180	10100	411920	10100	559584	01	67240	110100	0	0	0	0	0	0	0	0	0	0	447060	110100	0	0	0	0	0	0	0	0	0	0	102380	110100	0	0	3906990	20100	67240	40100	0	0	0	0	0	0	0	0	0	0	551930	40100	0	0	0	0	0	0	0	0	0	0	495810	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	260000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	4	01	1969	01	2	01	2	01		96	60000	01	17197	01	1	01	1	01	06	06	06		96	2	07	1.5	3411180	3970764	0	0	0	2	01
2018	ES	5330	11	01	2018	01	533001	01	533001	01		96	20	01	5350390	10100	5350390	10100	5350390	10100	353043	01	2630	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-134750	110100	0	0	7769050	20100	2630	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2418660	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	250000	01	2	01		96	2	01	2	01	2	01	2	01	1	01	1	01	4	01	1983	01	2	01	1	01		96		97	21471	01	1	01	1	01	96	96	96		96	3	11	2	5350390	5703433	0	0	0	1	01
2018	ES	5331	11	01	2018	01	533101	01	533101	01	533102	01	7	01	4862750	10100	4743840	10100	4743840	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51730	110100	35000	110100	6375460	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512710	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	3	01	2	01	2016	01	2	01	1	01	60000	01		96	69364	01	1	01	1	01	96	96	96		96	2	08	1.5	4862750	4862750	0	0	0	1	01
2018	ES	5332	11	01	2018	01	533201	01	533201	01	533202	01	7	01	3958110	10100	2758170	10100	2758170	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1820	110100	0	0	4958210	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000100	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	300000	01	2	01	2	01	2	01	2	01	2	01	2	01	3	01	3	01	3	01	2003	01	2	01	1	01	100000	01		96	118114	01	1	01	1	01	06	06	96		96	4	12	2.1	3958110	3958110	0	0	0	1	01
2018	ES	5333	11	01	2018	01	533301	01	533301	01		96	14	01	675800	10100	675800	10100	675800	10100	861063	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138855	110100	0	0	0	0	0	0	0	0	-14370	110100	0	0	720490	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138855	10100	0	0	0	0	0	0	0	0	44690	1100	3	01	3	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	300000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	3	01	1999	01	2	01	1	01		96	120000	01	39648	01	1	01	1	01	06	06	96	1420	01	1	02	1	675800	1398008	1	1	0	1	01
2018	ES	5334	11	01	2018	01	533401	01	533401	01	533402	01	7	01	2043340	10100	2043340	10100	2043340	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2350	110100	0	0	2338860	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295520	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	3	01	2	01	2016	01	2	01	1	01	67000	01		96	75364	01	1	01	1	01	96	96	96		96	2	08	1.5	2043340	2043340	0	0	0	1	01
2018	ES	5336	11	01	2018	01	533601	01	533601	01	533602	01	8	01	1288840	10100	1196580	10100	1196580	10100	556263	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103274	112000	0	0	0	0	0	0	0	0	-38690	110100	0	0	1379180	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103274	12000	0	0	0	0	0	0	0	0	90340	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	250000	01	1	01		96	2	01	2	01	2	01	1	01	4	01	2	01	3	01	1999	01	2	01	1	01		96	30000	01	25918	01	1	01	1	01	06	06	96	1000	01	2	10	1.3	1288840	1741829	0	1	0	1	01
2018	ES	5337	11	01	2018	01	533701	01	533701	01	533702	01	8	01	3261165	12100	3079905	12100	2520975	12100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	329740	110100	0	0	0	0	0	0	0	0	0	0	-91830	110100	0	0	4237735	20100	0	0	0	0	0	0	0	0	0	0	0	0	407090	40100	0	0	0	0	0	0	0	0	0	0	976570	1080	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	3	01	150000	01	1	01	1	01	2	01	1	01	2	01	1	01	3	01	3	01	3	01	1975	01	1	01	1	01	45000	01		96	60302	01	1	01	1	01	06	06	96		96	2	07	1.5	3261165	3261165	0	0	0	1	01
2018	ES	5338	11	01	2018	01	533801	01	533801	01		96	5	01	186220	10100	186220	10100	186220	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20340	110100	0	0	186340	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	200000	01	1	01		96	2	01	2	01	1	01	1	01	4	01	3	01	3	01	2008	01	2	01	1	01	30000	01		96	41489	01	1	01	1	01	06	06	96		96	1	05	1	186220	186220	1	1	0	1	01
2018	ES	5339	11	01	2018	01	533901	01	533901	01	533903	01	5	01	2756540	12089	2756540	12089	2756540	12089	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	110100	0	0	-41090	110100	0	0	3384400	22090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000	10100	0	0	327860	1090	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	3	01	3	01	2015	01	2	01	1	01	65000	01		96	75614	01	1	01	1	01	96	96	96		96	6	14	3.5	2756540	2756540	1	1	0	1	01
2018	ES	5340	11	01	2018	01	534001	01	534001	01	534002	01	5	01	5211040	10100	4971040	10100	4971040	10100	0	00	0	0	240000	110100	0	0	0	0	0	0	0	0	4510	110100	0	0	0	0	0	0	0	0	0	0	-98930	110100	0	0	6752730	20100	0	0	240000	40100	0	0	0	0	0	0	0	0	6290	40100	0	0	0	0	0	0	0	0	0	0	1541690	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	250000	01	2	01		96	2	01	1	01	1	01	2	01	3	01	3	01	3	01	2012	01	2	01	1	01	80000	01		96	94270	01	1	01	1	01	06	06	96		96	4	12	2.1	5211040	5211040	0	0	0	1	01
2018	ES	5342	11	01	2018	01	534202	01	534201	01	534202	01	14	01	2702420	10100	2702420	10100	399700	10100	786393	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-399700	110100	0	0	2582190	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-120230	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	3	01	150000	01	1	01		96	2	01	2	01	2	01	1	01	3	01	1	01	2	01	2005	01	2	01	1	01		96	110000	01	23427	01	1	01	1	01	01	01	96		96	2	07	1.5	2702420	3488813	0	0	0	1	01
2018	ES	5343	01	01	2019	01	534301	01	534301	01	534302	01	3	01	3076480	12000	3076480	12000	3076480	12000	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3799016	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722536	1000	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	3	01	4	01	2018	01	2	01	1	01	110000	01		96	120114	01	1	01	1	01	96	96	96		96	2	08	1.5	3076480	3076480	0	0	0	1	01
2018	ES	5345	12	01	2018	01	534501	01	534501	01	534502	01	7	01	5506800	10100	5506800	10100	5506800	10100	792129	01	81780	110100	0	0	0	0	0	0	0	0	0	0	2705620	110100	0	0	0	0	0	0	0	0	0	0	-339990	110100	0	0	6690960	20100	81780	40100	0	0	0	0	0	0	0	0	0	0	3318290	40100	0	0	0	0	0	0	0	0	0	0	1184160	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1993	01	2	01	1	01		96	100000	01	21796	01	1	01	1	01	96	96	96		96	2	08	1.5	5506800	6298929	0	0	0	1	01
2018	ES	5346	01	01	2019	01	534601	01	534602	01	534601	01	5	01	6968190	10100	6818190	10100	6818190	10100	855663	01	0	0	0	0	0	0	0	0	0	0	0	0	17240	110100	0	0	0	0	0	0	0	0	0	0	398500	110100	0	0	9420340	20100	0	0	0	0	0	0	0	0	0	0	0	0	21280	40100	0	0	0	0	0	0	0	0	0	0	2452150	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	4	01	1997	01	2	01	1	01		96	120000	01	32912	01	1	01	1	01	96	96	96		96	3	11	2	6968190	7823853	0	0	0	1	01
2018	ES	5347	01	01	2019	01	534701	01	534701	01		96	6	01	2513760	10100	2513760	10100	2513760	10100	834729	01	32350	110100	0	0	0	0	0	0	0	0	0	0	19920	110100	0	0	0	0	0	0	0	0	0	0	-50170	110100	0	0	3213420	20100	32350	40100	0	0	0	0	0	0	0	0	0	0	24590	40100	0	0	0	0	0	0	0	0	0	0	699660	1100		96	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	150000	01	3	01	2	01	2	01	2	01	2	01	2	01	4	01	5	01	3	01	2014	01	2	01	1	01		96	100000	01	20066	01	1	01	1	01	96	96	96		96	1	02	1	2513760	3348489	0	0	0	1	01
2018	ES	5348	01	01	2019	01	534802	01	534801	01	534802	01	6	01	3889230	10100	3889230	10100	3889230	10100	970206	01	674540	110100	0	0	0	0	0	0	0	0	0	0	0	0	402000	110100	0	0	0	0	0	0	0	0	-133500	110100	0	0	4901700	20100	674540	40100	0	0	0	0	0	0	0	0	0	0	0	0	402000	10100	0	0	0	0	0	0	0	0	1012470	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2003	01	2	01	1	01		96	130000	01	57227	01	1	01	1	01	96	96	96	780	01	3	11	1.8	3889230	4457436	0	0	0	1	01
2018	ES	5349	01	01	2019	01	534901	01	534901	01		96	6	01	2160000	10100	360000	10100	360000	10100	340193	01	360000	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2160000	20100	360000	40100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	4	01	150000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	4	01	3	01	2015	01	2	01	1	01	40000	01	100000	01	52864	01	1	01	1	01	96	96	96		96	1	05	1	2160000	2500193	0	0	0	3	01
2018	ES	5353	01	01	2019	01	535301	01	535301	01	535302	01	4	01	6461500	10100	6461500	10100	6461500	10100	795663	01	0	0	0	0	0	0	0	0	0	0	0	0	3850	110100	0	0	0	0	0	0	0	0	0	0	-23270	110100	0	0	8502550	20100	0	0	0	0	0	0	0	0	0	0	0	0	4800	40100	0	0	0	0	0	0	0	0	0	0	2041050	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1993	01	2	01	1	01		96	100000	01	31364	01	1	01	1	01	96	96	96		96	4	12	2.5	6461500	7257163	0	0	0	1	01
2018	ES	5357	10	01	2018	01	535702	01	535702	01	535701	01	7	01	2277410	10100	1388670	10100	162970	10100	288541	01	0	0	0	0	0	0	0	0	0	0	0	0	34840	110100	0	0	0	0	0	0	0	0	0	0	-128130	110100	0	0	2157450	20100	0	0	0	0	0	0	0	0	0	0	0	0	43010	40100	0	0	0	0	0	0	0	0	0	0	-119960	1100	3	01	3	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	3	01	150000	01	1	01		96	2	01	2	01	1	01	1	01	4	01	4	01	4	01	2010	01	2	01	1	01	64800	01	150000	01	73164	01	1	01	1	01	06	06	96		96	2	07	1.5	2277410	2565951	0	0	0	1	01
2018	ES	5359	10	01	2018	01	535901	01	535901	01		96	7	01	2689150	10100	2689150	10100	2689150	10100	370193	01	0	0	0	0	0	0	0	0	0	0	0	0	1660	110100	0	0	0	0	0	0	0	0	0	0	10400	110100	0	0	3594160	20100	0	0	0	0	0	0	0	0	0	0	0	0	2050	40100	0	0	0	0	0	0	0	0	0	0	905010	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	4	01	150000	01	1	01	2	01	2	01	2	01	2	01	1	01	4	01	4	01	2	01	2016	01	1	01	1	01	34500	01	90000	01	45552	01	1	01	1	01	96	96	96		96	1	02	1	2689150	3059343	0	0	0	1	01
2018	ES	5360	10	01	2018	01	536001	01	536001	01	536002	01	12	01	4767400	10100	4767400	10100	4767400	10100	712193	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36000	110100	0	0	0	0	0	0	0	0	-117940	110100	0	0	5888280	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36000	10100	0	0	0	0	0	0	0	0	1120880	1100	3	01	3	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	180000	01	1	01	1	01	2	01	2	01	2	01	1	01	4	01	2	01	3	01	2008	01	2	01	1	01		96	80000	01	35633	01	1	01	1	01	06	06	96	370	01	3	11	1.8	4767400	5443593	0	0	0	2	01
2018	ES	5361	01	01	2019	01	536101	01	536101	01	536102	01	11	01	9896929	12099	9770270	10100	9770270	10100	929341	01	1250000	110100	126659	112008	0	0	0	0	0	0	0	0	165570	110100	41929	110100	0	0	0	0	600000	110100	0	0	-320940	110100	0	0	13910344	32099	1440000	40100	128534	12008	0	0	0	0	0	0	0	0	204460	40100	41929	10100	0	0	0	0	600000	10100	0	0	3413415	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	270000	01	3	01		96	2	01	1	01	2	01	2	01	4	01	2	01	6	01	2007	01	2	01	1	01		96	120000	01	29817	01	1	01	1	01	96	96	96	600	01	3	11	1.8	9896929	10784340	0	0	0	1	01
2018	ES	5362	10	01	2018	01	536201	01	536201	01	536202	01	8	01	3386360	10100	3360440	10100	3360440	10100	191128	01	0	0	0	0	0	0	0	0	0	0	0	0	30090	110100	0	0	0	0	0	0	0	0	0	0	-85810	110100	0	0	4375480	20100	0	0	0	0	0	0	0	0	0	0	0	0	37450	40100	0	0	0	0	0	0	0	0	0	0	989120	1100	3	01	3	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	250000	01	2	01		96	2	01	2	01	1	01	1	01	4	01	4	01	3	01	2008	01	2	01	2	01	37174	01	50000	01	54242	01	1	01	1	01	06	06	06		96	4	12	2.1	3386360	3577488	0	0	0	1	01
2018	ES	5363	10	01	2018	01	536301	01	536301	01		96	7	01	2674570	10100	2674570	10100	2674570	10100	676193	01	0	0	0	0	0	0	0	0	0	0	0	0	2070	110100	168575	110100	0	0	0	0	0	0	0	0	-101010	110100	0	0	3385770	20100	0	0	0	0	0	0	0	0	0	0	0	0	2560	40100	168575	10100	0	0	0	0	0	0	0	0	711200	1100	3	01	3	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	2	01	3	01	300000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	3	01	2009	01	1	01	1	01		96	70000	01	40509	01	1	01	1	01	06	06	96	700	01	1	05	1	2674570	3182187	0	0	0	1	01
2018	ES	5364	10	01	2018	01	536401	01	536401	01		96	7	01	1795570	10100	1795570	10100	1795570	10100	484193	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-21430	110100	0	0	2198640	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403070	1100	3	01	3	01	3	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	180000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	4	01	2	01	2015	01	2	01	1	01	34000	01	120000	01	43177	01	1	01	1	01	06	06	96		96	1	02	1	1795570	2279763	0	0	0	2	01
2018	ES	5367	10	01	2018	01	536701	01	536701	01	536702	01	16	01	1633330	10100	1633330	10100	52860	10100	673434	01	0	0	0	0	0	0	0	0	0	0	0	0	42540	110100	0	0	0	0	0	0	0	0	0	0	-10320	110100	2000	110100	1637450	20100	0	0	0	0	0	0	0	0	0	0	0	0	52910	40100	0	0	0	0	0	0	0	0	0	0	4120	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	150000	01	1	01		96	2	01	1	01	1	01	1	01	4	01	1	01	4	01	1961	01	2	01	1	01		96	90000	01	12089	01	1	01	1	01	96	96	96		96	3	09	2	1633330	2306764	1	1	0	1	01
2018	ES	5368	10	01	2018	01	536801	01	536801	01		96	9	01	2441350	10100	2441350	10100	2441350	10100	1046701	01	0	0	0	0	0	0	0	0	0	0	0	0	3480	110100	177000	110100	0	0	0	0	0	0	0	0	-46700	110100	0	0	3121610	20100	0	0	0	0	0	0	0	0	0	0	0	0	4300	40100	177000	10100	0	0	0	0	0	0	0	0	680260	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	5	01	220000	01	2	01		96	2	01	1	01	1	01	1	01	4	01	2	01	4	01	2011	01	1	01	1	01		96	150000	01	34547	01	1	01	1	01	96	96	96	413	01	1	02	1	2441350	3311051	0	0	0	1	01
2018	ES	5371	10	01	2018	01	537101	01	537101	01	537102	01	13	01	3970830	10100	3970830	10100	3970830	10100	769929	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360000	110100	0	0	0	0	0	0	0	0	-33520	110100	0	0	4968510	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360000	10100	0	0	0	0	0	0	0	0	997680	1100	3	01	3	01	3	01	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	300000	01	1	01	1	01	1	01	2	01	2	01	1	01	4	01	2	01	3	01	2018	01	2	01	1	01		96	80000	01	48231	01	1	01	1	01	06	06	96	634	01	4	12	2.1	3970830	4380759	0	0	0	2	01
2018	ES	5373	10	01	2018	01	537301	01	537301	01	537302	01	22	01	1620820	10100	1620820	10100	110330	10100	690984	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-110330	110100	0	0	1621210	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	1100		96	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	1	01	150000	01	1	01		96	2	01	2	01	2	01	1	01	4	01	1	01	5	01	1977	01	2	01	1	01		96	100000	01	20522	01	1	01	1	01	06	06	96		96	2	07	1.5	1620820	2311804	0	1	0	2	01
2018	ES	5374	10	01	2018	01	537401	01	537401	01		96	13	01	1896710	10100	1896710	10100	1896710	10100	875341	01	0	0	0	0	0	0	0	0	0	0	0	0	1480	110100	0	0	0	0	0	0	40000	110100	0	0	-184420	110100	0	0	2275770	20100	0	0	0	0	0	0	0	0	0	0	0	0	1760	40100	0	0	0	0	0	0	40000	10100	0	0	339060	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	130000	01	1	01		96	2	01	1	01	2	01	2	01	4	01	5	01	4	01	2012	01	2	01	2	01		96	100000	01	12947	01	1	01	1	01	06	06	06		96	1	02	1	1896710	2772051	0	0	0	2	01
2018	ES	5375	10	01	2018	01	537501	01	537501	01		96	26	01	1834700	10100	1834700	10100	360370	10100	770184	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39770	110100	0	0	1834590	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-110	1100		96	3	01		96	2	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	5	01	180000	01	2	01		96	2	01	1	01	1	01	1	01	4	01	1	01	4	01	1978	01	1	01	1	01		96	120000	01	19379	01	1	01	1	01	96	96	96		96	1	03	1	1834700	2604884	0	0	0	1	01
