HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB090	HB090_F	HB100	HB100_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS070	HS070_F	HS080	HS080_F	HS090	HS090_F	HS100	HS100_F	HS110	HS110_F	HS120	HS120_F	HS130	HS130_F	HS140	HS140_F	HS150	HS150_F	HS160	HS160_F	HS170	HS170_F	HS180	HS180_F	HS190	HS190_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH031	HH031_F	HH040	HH040_F	HH050	HH050_F	HH060	HH060_F	HH061	HH061_F	HH070	HH070_F	HH081	HH081_F	HH091	HH091_F	H39A_U	H39B_U	H38A_U	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	POBRECAT	VHMATDEP	HD080	HD080_F
2018	ES	558	09	01	2018	01	55801	01	55801	01		96	6	01	1239430	10100	872660	10100	872660	10100	531979	01	0	0	0	0	0	0	0	0	0	0	0	0	1030	110100	0	0	0	0	0	0	0	0	0	0	-18690	110100	0	0	1325530	20100	0	0	0	0	0	0	0	0	0	0	0	0	1280	40100	0	0	0	0	0	0	0	0	0	0	86100	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1999	01	2	01	1	01		96	55000	01	32614	01	1	01	1	01	06	06	96		96	3	10	2	1239430	1771409	1	1	0	1	01
2018	ES	525	10	01	2018	01	52502	01	52501	01	52502	01	10	01	5448530	10100	4235970	10100	4235970	10100	612979	01	0	0	0	0	0	0	0	0	0	0	0	0	6720	110100	152266	110100	0	0	0	0	0	0	0	0	-195390	110100	0	0	6006150	20100	0	0	0	0	0	0	0	0	0	0	0	0	8350	40100	152266	10100	0	0	0	0	0	0	0	0	557620	1100	3	01	3	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	200000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	2	01	3	01	2004	01	2	01	1	01		96	75000	01	43466	01	1	01	1	01	06	06	96	700	01	4	14	2.5	5448530	5909243	0	0	0	2	01
2018	ES	526	10	01	2018	01	52601	01	52601	01	52602	01	9	01	2428580	10100	2428580	10100	67810	10100	542779	01	0	0	0	0	0	0	0	0	0	0	0	0	850	110100	0	0	0	0	0	0	0	0	0	0	-66960	110100	0	0	2821890	20100	0	0	0	0	0	0	0	0	0	0	0	0	1370	40100	0	0	0	0	0	0	0	0	0	0	393310	1100		96	3	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	180000	01	2	01	2	01	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1980	01	2	01	1	01		96	55000	01	20214	01	1	01	1	01	96	96	96		96	2	07	1.5	2428580	2971359	0	0	0	2	01
2018	ES	527	10	01	2018	01	52701	01	52701	01	52702	01	8	01	1296840	10100	1296840	10100	-55990	10100	510897	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55990	110100	0	0	1352830	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55990	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	4	01	140000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	1	01	5	01	1977	01	2	01	1	01		96	60000	01	23114	01	1	01	1	01	96	96	96		96	2	07	1.5	1296840	1807737	1	1	0	1	01
2018	ES	559	12	01	2018	01	55901	01	55901	01		96	12	01	1717860	10100	1717860	10100	349440	10100	679130	01	0	0	0	0	0	0	0	0	0	0	0	0	65690	110100	0	0	0	0	0	0	0	0	0	0	178530	110100	0	0	2004830	20100	0	0	0	0	0	0	0	0	0	0	0	0	81100	40100	0	0	0	0	0	0	0	0	0	0	286970	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	5	01	5	01	1972	01	1	01	1	01		96	120000	01	21820	01	1	01	1	01	96	96	96		96	1	03	1	1717860	2396990	0	0	0	1	01
2018	ES	560	12	01	2018	01	56001	01	56002	01	56001	01	5	01	11439600	10100	11439600	10100	11439600	10100	931263	01	157200	110100	0	0	0	0	0	0	0	0	0	0	140870	110100	0	0	0	0	0	0	0	0	0	0	-81240	110100	0	0	17019770	20100	157200	40100	0	0	0	0	0	0	0	0	0	0	175710	40100	0	0	0	0	0	0	0	0	0	0	5580170	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	400000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1997	01	2	01	1	01		96	150000	01	44960	01	1	01	1	01	96	96	96		96	4	12	2.5	11439600	12370863	0	0	0	1	01
2018	ES	561	12	01	2018	01	56101	01	56101	01	56102	01	4	01	6008290	10100	6008290	10100	6008290	10100	948492	01	1114210	110100	0	0	0	0	0	0	0	0	0	0	6980	110100	0	0	0	0	0	0	0	0	0	0	421800	110100	0	0	8727260	20100	1383640	40100	0	0	0	0	0	0	0	0	0	0	8660	40100	0	0	0	0	0	0	0	0	0	0	2718970	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	350000	01	1	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1997	01	2	01	1	01		96	150000	01	27632	01	1	01	1	01	96	96	96		96	3	11	2	6008290	6956782	0	0	0	1	01
2018	ES	562	12	01	2018	01	56201	01	56201	01		96	6	01	2630290	10100	2630290	10100	2630290	10100	895263	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	110100	0	0	0	0	120000	110100	120000	110100	58360	110100	0	0	3420010	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5400	10100	0	0	0	0	120000	10100	120000	10100	669720	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	300000	01	1	01	1	01	2	01	2	01	2	01	2	01	4	01	2	01	6	01	2000	01	2	01	1	01		96	130000	01	28543	01	1	01	1	01	01	06	96	580	01	2	10	1.3	2630290	3520153	0	0	0	2	01
2018	ES	563	12	01	2018	01	56301	01	56302	01	56303	01	6	01	6712190	10100	6273980	10100	254710	10100	831492	01	0	0	0	0	0	0	0	0	0	0	0	0	17250	110100	0	0	0	0	0	0	0	0	0	0	89770	110100	0	0	8020280	20100	0	0	0	0	0	0	0	0	0	0	0	0	22510	40100	0	0	0	0	0	0	0	0	0	0	1308090	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	300000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1993	01	2	01	1	01		96	130000	01	43237	01	1	01	1	01	96	96	96		96	4	14	2.5	6712190	7543682	0	0	0	1	01
2018	ES	564	12	01	2018	01	56402	01	56401	01	56402	01	5	01	7941050	10100	7941050	10100	7941050	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	700610	110100	0	0	0	0	0	0	0	0	0	0	-28440	110100	0	0	11009280	20100	0	0	0	0	0	0	0	0	0	0	0	0	864950	40100	0	0	0	0	0	0	0	0	0	0	3068230	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	350000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	3	01	6	01	2004	01	1	01	1	01	120000	01		96	146395	01	1	01	1	01	06	06	96		96	4	12	2.3	7941050	7941050	0	0	0	1	01
2018	ES	565	12	01	2018	01	56502	01	56502	01	56501	01	3	01	1048114	10100	1048114	10100	1048114	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886	112000	0	0	1500000	22100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451886	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	280000	01	1	01		96	2	01	2	01	2	01	2	01	2	01	3	01	6	01	2008	01	2	01	1	01	160000	01		96	183929	01	1	01	1	01	96	96	96		96	3	11	1.8	1048114	1048114	1	1	0	1	01
2018	ES	566	12	01	2018	01	56602	01	56601	01	56602	01	6	01	4435830	10100	4435830	10100	1499520	10100	931263	01	494500	110100	0	0	0	0	0	0	0	0	0	0	853740	110100	0	0	0	0	0	0	0	0	0	0	-151280	110100	0	0	5304060	20100	494500	40100	0	0	0	0	0	0	0	0	0	0	1208060	40100	0	0	0	0	0	0	0	0	0	0	868230	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	250000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1992	01	2	01	1	01		96	150000	01	44885	01	1	01	1	01	96	96	96		96	2	07	1.5	4435830	5367093	0	0	0	1	01
2018	ES	568	10	01	2018	01	56802	01	56801	01	56802	01	7	01	2220650	10100	2220650	10100	257650	10100	537984	01	0	0	0	0	0	0	0	0	0	0	0	0	1080	110100	0	0	0	0	0	0	0	0	0	0	-256570	110100	0	0	2221050	20100	0	0	0	0	0	0	0	0	0	0	0	0	1720	40100	0	0	0	0	0	0	0	0	0	0	400	1100		96		96		96	2	01	2	01	1	01	3	01	1	01	3	01	1	01	3	01	3	01	40000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1985	01	2	01	2	01		96	50000	01	1364	01	1	01	1	01	06	06	06		96	2	07	1.5	2220650	2758634	0	0	0	3	01
2018	ES	569	10	01	2018	01	56902	01	56901	01	56902	01	5	01	4188120	10100	4188120	10100	4188120	10100	618063	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8920	110100	0	0	5041570	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853450	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	240000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1991	01	2	01	1	01		96	50000	01	21697	01	1	01	1	01	06	06	96		96	3	09	2	4188120	4806183	0	0	0	3	01
2018	ES	570	10	01	2018	01	57002	01	57001	01	57002	01	5	01	13186540	10100	4137980	10100	4137980	10100	621663	01	0	0	0	0	0	0	0	0	0	0	0	0	870	110100	0	0	0	0	0	0	0	0	0	0	516120	110100	0	0	15340880	20100	0	0	0	0	0	0	0	0	0	0	0	0	1160	40100	0	0	0	0	0	0	0	0	0	0	2154340	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1989	01	2	01	1	01		96	50000	01	13656	01	1	01	1	01	96	96	96		96	3	09	2	13186540	13808203	0	0	0	1	01
2018	ES	528	10	01	2018	01	52801	01	52801	01	52802	01	14	01	6440980	10100	6440980	10100	6440980	10100	585979	01	0	0	0	0	0	0	0	0	0	0	0	0	63520	110100	177000	110100	0	0	20000	110100	0	0	0	0	-290	110100	0	0	8677170	20100	0	0	0	0	0	0	0	0	0	0	0	0	78520	40100	177000	10100	0	0	20000	10100	0	0	0	0	2216190	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	5	01	160000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	2	01	4	01	2002	01	2	01	1	01		96	70000	01	38343	01	1	01	1	01	96	96	96	500	01	2	08	1.5	6440980	6849959	0	0	0	1	01
2018	ES	529	10	01	2018	01	52901	01	52902	01	52901	01	7	01	4539120	10100	4320850	10100	4320850	10100	650779	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71130	110100	0	0	5448240	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909120	1100		96	3	01		96	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	250000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1986	01	2	01	1	01		96	85000	01	26031	01	1	01	1	01	06	06	96		96	3	09	2	4539120	5189899	0	0	0	2	01
2018	ES	530	12	01	2018	01	53001	01	53001	01	53002	01	4	01	4469830	10100	3649810	10100	3649810	10100	536876	01	0	0	0	0	0	0	0	0	0	0	0	0	740	110100	72000	110100	0	0	0	0	0	0	0	0	-86270	110100	0	0	5569410	20100	0	0	0	0	0	0	0	0	0	0	0	0	970	40100	72000	10100	0	0	0	0	0	0	0	0	1099580	1100	3	01	3	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	300000	01	1	01	1	01	2	01	2	01	2	01	2	01	3	01	2	01	6	01	2003	01	2	01	1	01		96	70000	01	41510	01	1	01	1	01	06	06	96	700	01	4	12	2.1	4469830	4934706	0	0	0	1	01
2018	ES	531	12	01	2018	01	53101	01	53101	01		96	9	01	720	10100	720	10100	720	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	720	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	20100	0	0	0	0	0	0	0	0	0	0	0	0	890	40100	0	0	0	0	0	0	0	0	0	0	170	1100	3	01	3	01		96	2	01	1	01	2	01	1	01	1	01	3	01	1	01	3	01	3	01	90000	01	1	01		96	2	01	2	01	2	01	2	01	3	01	3	01	4	01	1977	01	2	01	1	01	18500	01		96	41010	01	1	01	1	01	06	06	96		96	1	06	1	720	720	1	1	0	1	01
2018	ES	532	12	01	2018	01	53201	01	53201	01		96	4	01	1608200	10100	1608200	10100	0	0	506125	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123000	110100	0	0	0	0	0	0	0	0	0	0	0	0	1608200	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123000	10100	0	0	0	0	0	0	0	0	0	0	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	3	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2006	01	2	01	1	01		96	45000	01	29660	01	1	01	1	01	06	06	96	485	01	1	06	1	1608200	1991325	0	0	0	1	01
2018	ES	533	12	01	2018	01	53302	01	53301	01	53302	01	2	01	5633880	10100	5633880	10100	5633880	10100	547676	01	0	0	0	0	0	0	0	0	0	0	0	0	966040	110100	402000	110100	0	0	0	0	0	0	0	0	21040	110100	0	0	6717400	20100	0	0	0	0	0	0	0	0	0	0	0	0	1195360	40100	402000	10100	0	0	0	0	0	0	0	0	1083520	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	2	01	6	01	2005	01	2	01	1	01		96	70000	01	63864	01	1	01	1	01	96	96	96	900	01	4	12	2.1	5633880	5779556	0	0	0	1	01
2018	ES	534	12	01	2018	01	53401	01	53401	01	53402	01	7	01	2433020	10100	2433020	10100	295280	10100	485791	01	0	0	0	0	0	0	0	0	0	0	0	0	12500	110100	0	0	0	0	0	0	0	0	0	0	-71030	110100	0	0	2508610	20100	0	0	0	0	0	0	0	0	0	0	0	0	15420	40100	0	0	0	0	0	0	0	0	0	0	75590	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	3	01	100000	01	1	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1956	01	2	01	1	01		96	50000	01	24245	01	1	01	1	01	06	06	96		96	2	07	1.5	2433020	2918811	0	0	0	1	01
2018	ES	535	12	01	2018	01	53502	01	53501	01	53502	01	3	01	4617960	10100	4617960	10100	4617960	10100	555685	01	0	0	0	0	0	0	0	0	0	0	0	0	27990	110100	123000	110100	0	0	0	0	0	0	0	0	-129460	110100	0	0	5552630	20100	0	0	0	0	0	0	0	0	0	0	0	0	34560	40100	123000	10100	0	0	0	0	0	0	0	0	934670	1100	3	01	3	01		96	1	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	200000	01	1	01		96	2	01	2	01	2	01	2	01	4	01	2	01	5	01	2012	01	2	01	1	01		96	60000	01	35302	01	1	01	1	01	06	06	96	750	01	4	12	2.1	4617960	5050645	0	0	0	1	01
2018	ES	536	12	01	2018	01	53602	01	53601	01	53602	01	2	01	2460130	10100	2460130	10100	294550	10100	485791	01	0	0	0	0	0	0	0	0	0	0	0	0	4850	110100	0	0	0	0	0	0	0	0	0	0	-54460	110100	0	0	2740310	20100	0	0	0	0	0	0	0	0	0	0	0	0	7860	40100	0	0	0	0	0	0	0	0	0	0	280180	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	3	01	100000	01	2	01		96	2	01	2	01	2	01	2	01	2	01	1	01	6	01	1976	01	2	01	1	01		96	50000	01	25304	01	1	01	1	01	06	06	96		96	2	07	1.5	2460130	2945921	0	0	0	1	01
2018	ES	537	09	01	2018	01	53703	01	53701	01	53703	01	10	01	637740	10100	538550	10100	538550	10100	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102850	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465110	1100	2	01	2	01	2	01	1	01	1	01	2	01	1	01	1	01	2	01	1	01	2	01	1	01	200000	01	1	01	1	01	2	01	2	01	1	01	2	01	4	01	3	01	3	01	2013	01	1	01	1	01	54174	01		96	69631	01	1	01	1	01	06	01	96		96	6	14	3.3	637740	637740	1	1	0	2	01
2018	ES	539	09	01	2018	01	53901	01	53902	01		96	7	01	2587	12000	2587	12000	2587	12000	143175	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2587	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2587	1000	3	01	3	01		96	2	01	1	01	2	01	1	01	3	01	1	01	1	01	1	01	1	01	150000	01	1	01		96	2	01	1	01	1	01	2	01	4	01	4	01	3	01	1950	01	1	01	1	01	20000	01	20000	01	32364	01	1	01	1	01	06	06	96		96	2	07	1.5	2587	145762	1	1	0	1	01
2018	ES	540	09	01	2018	01	54001	01	54001	01	54002	01	7	01	3172900	10100	3172900	10100	1093180	10100	588384	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214800	110100	0	0	3678020	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505120	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	100000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	6	01	1966	01	2	01	1	01		96	70000	01	25489	01	1	01	1	01	96	96	96		96	2	07	1.5	3172900	3761284	0	0	0	1	01
2018	ES	541	09	01	2018	01	54101	01	54101	01		96	10	01	2462330	10100	2462330	10100	1387530	10100	559584	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322030	110100	0	0	3171930	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709600	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	3	01	120000	01	1	01		96	2	01	1	01	2	01	1	01	4	01	1	01	5	01	1975	01	2	01	1	01		96	60000	01	21972	01	1	01	1	01	06	06	96		96	1	05	1	2462330	3021914	0	0	0	1	01
2018	ES	543	09	01	2018	01	54301	01	54301	01		96	15	01	1761690	10100	100000	10100	100000	10100	662873	01	0	0	0	0	0	0	0	0	100000	110100	0	0	0	0	429600	110100	0	0	0	0	0	0	0	0	0	0	0	0	1933390	20100	0	0	0	0	0	0	0	0	100000	10100	0	0	0	0	429600	10100	0	0	0	0	0	0	0	0	171700	1100	2	01	2	01		96	2	01	1	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	150000	01	1	01		96	1	01	2	01	2	01	2	01	4	01	2	01	2	01	2004	01	1	01	2	01		96	60000	01	58364	01	1	01	1	01	01	06	06	675	01	3	11	2	1761690	1994963	1	1	1	2	01
2018	ES	548	09	01	2018	01	54801	01	54801	01	54802	01	10	01	2677297	12076	2677297	12076	872677	12028	588375	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-240710	110100	0	0	2731497	32075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54200	1000		96	3	01		96	1	01	1	01	2	01	1	01	1	01	3	01	1	01	1	01	1	01	150000	01	1	01		96	2	01	2	01	2	01	1	01	4	01	1	01	2	01	1981	01	2	01	2	01		96	80000	01	16218	01	1	01	1	01	06	06	06		96	2	07	1.5	2677297	3265672	0	0	0	2	01
2018	ES	552	09	01	2018	01	55201	01	55201	01	55202	01	7	01	2910690	10100	2910690	10100	2910690	10100	492897	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29489	110100	0	0	0	0	0	0	0	0	-31070	110100	0	0	3429040	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29489	10100	0	0	0	0	0	0	0	0	518350	1100	3	01	3	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	350000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	2	01	5	01	2005	01	2	01	1	01		96	55000	01	29655	01	1	01	1	01	96	96	96	350	01	4	12	2.5	2910690	3374098	0	0	0	1	01
2018	ES	553	09	01	2018	01	55301	01	55302	01	55301	01	14	01	2233440	10100	2233440	10100	5770	10100	538579	01	0	0	0	0	0	0	0	0	0	0	0	0	5210	110100	0	0	0	0	0	0	0	0	0	0	-560	110100	0	0	2310040	20100	0	0	0	0	0	0	0	0	0	0	0	0	6460	40100	0	0	0	0	0	0	0	0	0	0	76600	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	3	01	200000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	1977	01	2	01	1	01		96	55000	01	23864	01	1	01	1	01	06	06	96		96	2	07	1.5	2233440	2772019	0	0	0	1	01
2018	ES	554	10	01	2018	01	55401	01	55402	01	55401	01	17	01	2289510	10100	2289510	10100	2289510	10100	419097	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22910	110100	0	0	2629250	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339740	1100		96	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	350000	01	1	01		96	2	01	1	01	1	01	2	01	3	01	1	01	3	01	2004	01	2	01	1	01		96	35000	01	23573	01	1	01	1	01	06	06	96		96	3	11	1.8	2289510	2708607	0	0	0	2	01
2018	ES	555	09	01	2018	01	55501	01	55501	01	55502	01	7	01	4891910	10100	4201350	10100	4201350	10100	542779	01	179160	110100	0	0	0	0	0	0	0	0	0	0	9080	110100	131448	110100	0	0	0	0	0	0	0	0	-30430	110100	0	0	5944710	20100	179160	40100	0	0	0	0	0	0	0	0	0	0	11510	40100	131448	10100	0	0	0	0	0	0	0	0	1052800	1100	3	01	3	01		96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	4	01	400000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	2	01	4	01	2011	01	2	01	1	01		96	55000	01	38506	01	1	01	1	01	96	96	96	400	01	3	11	1.8	4891910	5303240	0	0	0	1	01
2018	ES	556	09	01	2018	01	55601	01	55601	01	55602	01	13	01	2758255	12089	2758255	12089	524035	12042	514497	01	0	0	0	0	0	0	0	0	0	0	0	0	178050	110100	0	0	0	0	0	0	0	0	0	0	-41930	110100	0	0	2786886	32088	0	0	0	0	0	0	0	0	0	0	0	0	219810	40100	0	0	0	0	0	0	0	0	0	0	28631	1000		96	3	01		96	1	01	1	01	1	01	1	01	1	01	3	01	1	01	3	01	4	01	120000	01	2	01		96	2	01	2	01	2	01	2	01	3	01	1	01	4	01	1977	01	2	01	1	01		96	60000	01	21218	01	1	01	1	01	96	96	96		96	2	07	1.5	2758255	3272752	0	0	0	1	01
2018	ES	571	10	01	2018	01	57101	01	57101	01		96	7	01	521610	10100	521610	10100	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525590	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3980	1100	3	01	3	01		96	2	01	2	01	2	01	1	01	1	01	3	01	1	01	3	01	1	01	100000	01	3	01	3	01	2	01	2	01	2	01	2	01	4	01	3	01	5	01	1975	01	2	01	2	01	52500	01		96	58664	01	1	01	1	01	06	06	06		96	1	06	1	521610	521610	1	1	1	3	01
2018	ES	572	10	01	2018	01	57202	01	57202	01	57201	01	7	01	3078170	10100	1936370	10100	1936370	10100	679929	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58850	110100	0	0	3322010	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243840	1100		96	3	01		96	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	4	01	240000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	5	01	2002	01	2	01	2	01		96	50000	01	10364	01	1	01	1	01	96	96	06		96	3	11	2	3078170	3758099	0	0	1	1	01
2018	ES	573	10	01	2018	01	57301	01	57301	01		96	3	01	1264563	12068	1264563	12068	347483	12000	455175	01	0	0	0	0	0	0	0	0	0	0	0	0	19110	110100	0	0	0	0	0	0	0	0	0	0	70660	110100	0	0	1375808	32068	0	0	0	0	0	0	0	0	0	0	0	0	23590	40100	0	0	0	0	0	0	0	0	0	0	111245	1068		96	3	01		96	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	4	01	140000	01	2	01		96	2	01	2	01	2	01	2	01	4	01	1	01	4	01	1976	01	2	01	2	01		96	40000	01	11364	01	1	01	1	01	96	96	06		96	1	03	1	1264563	1719738	0	0	1	1	01
2018	ES	574	10	01	2018	01	57401	01	57401	01		96	5	01	886490	10100	886490	10100	0	0	444375	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886490	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		96	3	01		96	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	2	01	40000	01	3	01		96	2	01	2	01	2	01	2	01	4	01	1	01	3	01	1983	01	2	01	2	01		96	40000	01	13447	01	1	01	1	01	06	06	06		96	1	06	1	886490	1330865	1	1	1	1	01
